"abrogar"-verb-es "abrogi"-verb-eo
"virreinato"-noun-es "vicreĝeco"-noun-eo
"vicreĝejo"-noun-eo "virreinato"-noun-es
"vicreĝeco"-noun-eo "virreinato"-noun-es
"akrega"-adjective-eo "virulento"-adjective-es
"virulento"-adjective-es "akrega"-adjective-eo
"virulento"-adjective-es "virulenta"-adjective-eo
"virulenta"-adjective-eo "virulento"-adjective-es
"videbligo"-noun-eo "visualización"-noun-es
"visualización"-noun-es "videbligo"-noun-eo
"vivo-forto"-noun-eo "vitalidad"-noun-es
"vitalidad"-noun-es "vivo-forto"-noun-eo
"Bizkajo"-properNoun-eo "Vizcaya"-properNoun-es
"Vizcaya"-properNoun-es "Bizkajo"-properNoun-eo
"Vladimir"-properNoun-eo "Vladimir"-properNoun-es
"Vladimir"-properNoun-eo "Vladímir"-properNoun-es
"Vladimir"-properNoun-es "Vladimir"-properNoun-eo
"Vladímir"-properNoun-es "Vladimir"-properNoun-eo
"fluganta"-adjective-eo "volador"-adjective-es
"volador"-adjective-es "fluganta"-adjective-eo
"propra-vole"-adverb-eo "voluntariamente"-adverb-es
"voluntariamente"-adverb-es "propra-vole"-adverb-eo
"propra-vola"-adjective-eo "voluntario"-adjective-es
"voluntario"-adjective-es "propra-vola"-adjective-eo
"vuduismo"-noun-eo "vudú"-noun-es
"vudú"-noun-es "vuduismo"-noun-eo
"Jelcin"-properNoun-eo "Yeltsin"-properNoun-es
"Jelcin"-properNoun-eo "Yeltsin"-noun-es
"Yeltsin"-properNoun-es "Jelcin"-properNoun-eo
"Yeltsin"-properNoun-es "Jelcin"-noun-eo
"Yeltsin"-noun-es "Jelcin"-properNoun-eo
"Yeltsin"-noun-es "Jelcin"-noun-eo
"Jelcin"-noun-eo "Yeltsin"-properNoun-es
"Jelcin"-noun-eo "Yeltsin"-noun-es
"Zedillo"-properNoun-eo "Zedillo"-properNoun-es
"Zedillo"-properNoun-es "Zedillo"-properNoun-eo
"Zedillo"-properNoun-es "Zedillo"-noun-eo
"Zedillo"-noun-eo "Zedillo"-properNoun-es
"bestĝardeno"-noun-eo "zoológico"-noun-es
"zoológico"-noun-es "bestĝardeno"-noun-eo
"ligno-ŝuo"-noun-eo "zueco"-noun-es
"zueco"-noun-es "ligno-ŝuo"-noun-eo
"Alavo"-properNoun-eo "Álava"-properNoun-es
"Álava"-properNoun-es "Alavo"-properNoun-eo
"Efeso"-properNoun-eo "Éfeso"-properNoun-es
"Éfeso"-properNoun-es "Efeso"-properNoun-eo
"epiko"-noun-eo "épica"-noun-es
"épica"-noun-es "epiko"-noun-eo
"–"-punctuation-eo "–"-punctuation-es
"–"-punctuation-es "–"-punctuation-eo
