"the other"-pronoun-en "l'altre"-pronoun-ca
"en gran part"-adverb-ca "in large part"-adverb-en
"in leaf"-adverb-en "en fulla"-adverb-ca
"en fulla"-adverb-ca "in leaf"-adverb-en
"in living memory"-adverb-en "en la memòria"-adverb-ca
"en la memòria"-adverb-ca "in living memory"-adverb-en
"a ple estiu"-adverb-ca "in the middle of summer"-adverb-en
"in the middle of summer"-adverb-en "a ple estiu"-adverb-ca
"in more ways than one"-adverb-en "de més d'una manera"-adverb-ca
"de més d'una manera"-adverb-ca "in more ways than one"-adverb-en
"en cap cas"-adverb-ca "on no case"-adverb-en
"on no case"-adverb-en "en cap cas"-adverb-ca
"in one piece"-adverb-en "d'una sola peça"-adverb-ca
"d'una sola peça"-adverb-ca "in one piece"-adverb-en
"in our opinion"-adverb-en "al nostre entendre"-adverb-ca
"al nostre entendre"-adverb-ca "in our opinion"-adverb-en
"in pairs"-adverb-en "per parelles"-adverb-ca
"per parelles"-adverb-ca "in pairs"-adverb-en
"in pencil"-adverb-en "en llapis"-adverb-ca
"en llapis"-adverb-ca "in pencil"-adverb-en
"en persona"-adverb-ca "in the flesh"-adverb-en
"in the flesh"-adverb-en "en persona"-adverb-ca
"in pieces"-adverb-en "a trossos"-adverb-ca
"a trossos"-adverb-ca "in pieces"-adverb-en
"in place"-adverb-en "a lloc"-adverb-ca
"a lloc"-adverb-ca "in place"-adverb-en
"a lloc"-adverb-ca "into position"-adverb-en
"into position"-adverb-en "a lloc"-adverb-ca
"in private"-adverb-en "en privat"-adverb-ca
"en privat"-adverb-ca "in private"-adverb-en
"in process of construction"-adverb-en "en construcció"-adverb-ca
"en construcció"-adverb-ca "in process of construction"-adverb-en
"in recent years"-adverb-en "en aquests darrers anys"-adverb-ca
"en aquests darrers anys"-adverb-ca "in recent years"-adverb-en
"in reserve"-adverb-en "en reserva"-adverb-ca
"en reserva"-adverb-ca "in reserve"-adverb-en
"in round figures"-adverb-en "en números rodons"-adverb-ca
"en números rodons"-adverb-ca "in round figures"-adverb-en
"en ruïnes"-adverb-ca "into ruins"-adverb-en
"into ruins"-adverb-en "en ruïnes"-adverb-ca
"in scalar form"-adverb-en "de manera escalar"-adverb-ca
"de manera escalar"-adverb-ca "in scalar form"-adverb-en
"in self-defence"-adverb-en "en defensa pròpia"-adverb-ca
"en defensa pròpia"-adverb-ca "in self-defence"-adverb-en
"en defensa pròpia"-adverb-ca "in self-defense"-adverb-en
"in self-defense"-adverb-en "en defensa pròpia"-adverb-ca
"en sèrie"-adverb-ca "serially"-adverb-en
"serially"-adverb-en "en sèrie"-adverb-ca
"en forma"-adverb-ca "on form"-adverb-en
"on form"-adverb-en "en forma"-adverb-ca
"a la vista"-adverb-ca "into view"-adverb-en
"a la vista"-adverb-ca "on sight"-adverb-en
"a la vista"-adverb-ca "within sight"-adverb-en
"into view"-adverb-en "a la vista"-adverb-ca
"on sight"-adverb-en "a la vista"-adverb-ca
"within sight"-adverb-en "a la vista"-adverb-ca
"in some measure"-adverb-en "fins a cert punt"-adverb-ca
"fins a cert punt"-adverb-ca "in some measure"-adverb-en
"fins a cert punt"-adverb-ca "to a limited extent"-adverb-en
"fins a cert punt"-adverb-ca "to a small extent"-adverb-en
"fins a cert punt"-adverb-ca "to some degree"-adverb-en
"to a limited extent"-adverb-en "fins a cert punt"-adverb-ca
"to a small extent"-adverb-en "fins a cert punt"-adverb-ca
"to some degree"-adverb-en "fins a cert punt"-adverb-ca
"in some respects"-adverb-en "en alguns aspectes"-adverb-ca
"en alguns aspectes"-adverb-ca "in some respects"-adverb-en
"in some ways"-adverb-en "de diverses maneres"-adverb-ca
"de diverses maneres"-adverb-ca "in some ways"-adverb-en
"in spirit"-adverb-en "en esperit"-adverb-ca
"en esperit"-adverb-ca "in spirit"-adverb-en
"in step"-adverb-en "al pas"-adverb-ca
"al pas"-adverb-ca "in step"-adverb-en
"in strict confidence"-adverb-en "en estricta confiança"-adverb-ca
"en estricta confiança"-adverb-ca "in strict confidence"-adverb-en
"in strictest confidence"-adverb-en "en la més estricta confiança"-adverb-ca
"en la més estricta confiança"-adverb-ca "in strictest confidence"-adverb-en
"in that case"-adverb-en "en aquest cas"-adverb-ca
"en aquest cas"-adverb-ca "in that case"-adverb-en
"en aquest cas"-adverb-ca "in the present case"-adverb-en
"in the present case"-adverb-en "en aquest cas"-adverb-ca
"in the best possible way"-adverb-en "de la millor manera possible"-adverb-ca
"de la millor manera possible"-adverb-ca "in the best possible way"-adverb-en
"in the circumstances"-adverb-en "en aquestes circumstàncies"-adverb-ca
"en aquestes circumstàncies"-adverb-ca "in the circumstances"-adverb-en
"en aquestes circumstàncies"-adverb-ca "under the circumstances"-adverb-en
"under the circumstances"-adverb-en "en aquestes circumstàncies"-adverb-ca
"in the clear"-adverb-en "fora de perill"-adverb-ca
"fora de perill"-adverb-ca "in the clear"-adverb-en
"in the course of time"-adverb-en "amb el pas del temps"-adverb-ca
"amb el pas del temps"-adverb-ca "in the course of time"-adverb-en
"amb el pas del temps"-adverb-ca "with the passing of time"-adverb-en
"with the passing of time"-adverb-en "amb el pas del temps"-adverb-ca
"in the dark"-adverb-en "a les fosques"-adverb-ca
"a les fosques"-adverb-ca "in the dark"-adverb-en
"in the days ahead"-adverb-en "en els pròxims dies"-adverb-ca
"en els pròxims dies"-adverb-ca "in the days ahead"-adverb-en
"a ple hivern"-adverb-ca "in the deep of winter"-adverb-en
"a ple hivern"-adverb-ca "in the middle of winter"-adverb-en
"in the deep of winter"-adverb-en "a ple hivern"-adverb-ca
"in the middle of winter"-adverb-en "a ple hivern"-adverb-ca
"in the direction"-adverb-en "en direcció"-adverb-ca
"en direcció"-adverb-ca "in the direction"-adverb-en
"in the early afternoon"-adverb-en "d'hora a la tarda"-adverb-ca
"in the early afternoon"-adverb-en "d'hora a la vesprada"-adverb-ca
"d'hora a la tarda"-adverb-ca "in the early afternoon"-adverb-en
"d'hora a la vesprada"-adverb-ca "in the early afternoon"-adverb-en
"in the early stages"-adverb-en "als primers temps"-adverb-ca
"als primers temps"-adverb-ca "in the early stages"-adverb-en
"in the evening"-adverb-en "al vespre"-adverb-ca
"al vespre"-adverb-ca "in the evening"-adverb-en
"al vespre"-adverb-ca "in the middle of the evening"-adverb-en
"in the middle of the evening"-adverb-en "al vespre"-adverb-ca
"in the extreme"-adverb-en "en extrem"-adverb-ca
"en extrem"-adverb-ca "in the extreme"-adverb-en
"in the foreseeable future"-adverb-en "en un futur pròxim"-adverb-ca
"en un futur pròxim"-adverb-ca "in the foreseeable future"-adverb-en
"en un futur pròxim"-adverb-ca "in the not too distant future"-adverb-en
"in the not too distant future"-adverb-en "en un futur pròxim"-adverb-ca
"in the full sense of the word"-adverb-en "en el sentit propi de la paraula"-adverb-ca
"en el sentit propi de la paraula"-adverb-ca "in the full sense of the word"-adverb-en
"in the good old days"-adverb-en "en els bons temps"-adverb-ca
"en els bons temps"-adverb-ca "in the good old days"-adverb-en
"in the know"-adverb-en "al cas"-adverb-ca
"al cas"-adverb-ca "in the know"-adverb-en
"in the last resort"-adverb-en "en última instància"-adverb-ca
"en última instància"-adverb-ca "in the last resort"-adverb-en
"in the late afternoon"-adverb-en "cap al tard"-adverb-ca
"cap al tard"-adverb-ca "in the late afternoon"-adverb-en
"in the late morning"-adverb-en "a mig matí"-adverb-ca
"a mig matí"-adverb-ca "in the late morning"-adverb-en
"a mig matí"-adverb-ca "in the middle of the morning"-adverb-en
"a mig matí"-adverb-ca "late in the morning"-adverb-en
"a mig matí"-adverb-ca "late on in the morning"-adverb-en
"in the middle of the morning"-adverb-en "a mig matí"-adverb-ca
"late in the morning"-adverb-en "a mig matí"-adverb-ca
"late on in the morning"-adverb-en "a mig matí"-adverb-ca
"a mig tarda"-adverb-ca "in the middle of the afternoon"-adverb-en
"a mig vesprada"-adverb-ca "in the middle of the afternoon"-adverb-en
"a mitjan tarda"-adverb-ca "in the middle of the afternoon"-adverb-en
"a mitjan vesprada"-adverb-ca "in the middle of the afternoon"-adverb-en
"in the minority"-adverb-en "en minoria"-adverb-ca
"en minoria"-adverb-ca "in the minority"-adverb-en
"in the months ahead"-adverb-en "en els propers mesos"-adverb-ca
"en els propers mesos"-adverb-ca "in the months ahead"-adverb-en
"en els propers mesos"-adverb-ca "in the months to come"-adverb-en
"in the months to come"-adverb-en "en els propers mesos"-adverb-ca
"in the mood"-adverb-en "d'humor"-adverb-ca
"d'humor"-adverb-ca "in the mood"-adverb-en
"in the opposite situation"-adverb-en "en la situació contrària"-adverb-ca
"en la situació contrària"-adverb-ca "in the opposite situation"-adverb-en
"in the ordinary way"-adverb-en "de la manera normal"-adverb-ca
"de la manera normal"-adverb-ca "in the ordinary way"-adverb-en
"in the post"-adverb-en "al correu"-adverb-ca
"al correu"-adverb-ca "in the post"-adverb-en
"in the prime of youth"-adverb-en "a la flor de la joventut"-adverb-ca
"a la flor de la joventut"-adverb-ca "in the prime of youth"-adverb-en
"in the red"-adverb-en "en números vermells"-adverb-ca
"en números vermells"-adverb-ca "in the red"-adverb-en
"in the third person"-adverb-en "en tercera persona"-adverb-ca
"en tercera persona"-adverb-ca "in the third person"-adverb-en
"in the very near future"-adverb-en "en un futur proper"-adverb-ca
"en un futur proper"-adverb-ca "in the very near future"-adverb-en
"in the wash"-adverb-en "en la rentada"-adverb-ca
"en la rentada"-adverb-ca "in the wash"-adverb-en
"in the weeks ahead"-adverb-en "en les properes setmanes"-adverb-ca
"en les properes setmanes"-adverb-ca "in the weeks ahead"-adverb-en
"in the world"-adverb-en "del món"-adverb-ca
"del món"-adverb-ca "in the world"-adverb-en
"in the years ahead"-adverb-en "en els propers anys"-adverb-ca
"en els propers anys"-adverb-ca "in the years ahead"-adverb-en
"in their day"-adverb-en "al seu dia"-adverb-ca
"al seu dia"-adverb-ca "in their day"-adverb-en
"in trust"-adverb-en "en fideïcomís"-adverb-ca
"en fideïcomís"-adverb-ca "in trust"-adverb-en
"in tune"-adverb-en "a to"-adverb-ca
"a to"-adverb-ca "in tune"-adverb-en
"in turns"-adverb-en "per torns"-adverb-ca
"per torns"-adverb-ca "in turns"-adverb-en
"in two different ways"-adverb-en "de dues maneres diferents"-adverb-ca
"de dues maneres diferents"-adverb-ca "in two different ways"-adverb-en
"in various places"-adverb-en "en diversos llocs"-adverb-ca
"en diversos llocs"-adverb-ca "in various places"-adverb-en
"in writing"-adverb-en "per escrit"-adverb-ca
"per escrit"-adverb-ca "in writing"-adverb-en
"inconsistently"-adverb-en "inconsistentment"-adverb-ca
"inconsistentment"-adverb-ca "inconsistently"-adverb-en
"inconsistentment"-adverb-ca "thinly"-adverb-en
"thinly"-adverb-en "inconsistentment"-adverb-ca
"inductively"-adverb-en "per inducció"-adverb-ca
"per inducció"-adverb-ca "inductively"-adverb-en
"infamously"-adverb-en "de manera infame"-adverb-ca
"de manera infame"-adverb-ca "infamously"-adverb-en
"inherently"-adverb-en "inherentment"-adverb-ca
"inherentment"-adverb-ca "inherently"-adverb-en
"interchangeably"-adverb-en "de manera intercambiable"-adverb-ca
"de manera intercambiable"-adverb-ca "interchangeably"-adverb-en
"intravenously"-adverb-en "per via intravenosa"-adverb-ca
"per via intravenosa"-adverb-ca "intravenously"-adverb-en
"intricately"-adverb-en "intricadament"-adverb-ca
"intricadament"-adverb-ca "intricately"-adverb-en
"intuitively"-adverb-en "intuïtivament"-adverb-ca
"intuïtivament"-adverb-ca "intuitively"-adverb-en
"irreducibly"-adverb-en "irreduïblement"-adverb-ca
"irreduïblement"-adverb-ca "irreducibly"-adverb-en
"irretrievably"-adverb-en "de manera irrecuperable"-adverb-ca
"de manera irrecuperable"-adverb-ca "irretrievably"-adverb-en
"irreversibly"-adverb-en "de manera irreversible"-adverb-ca
"de manera irreversible"-adverb-ca "irreversibly"-adverb-en
"judicially"-adverb-en "judicialment"-adverb-ca
"judicialment"-adverb-ca "judicially"-adverb-en
"just as frequently"-adverb-en "tantes vegades"-adverb-ca
"tantes vegades"-adverb-ca "just as frequently"-adverb-en
"tantes vegades"-adverb-ca "so often"-adverb-en
"so often"-adverb-en "tantes vegades"-adverb-ca
"just as little"-adverb-en "igual de poc"-adverb-ca
"igual de poc"-adverb-ca "just as little"-adverb-en
"just as often"-adverb-en "en la mateixa mesura"-adverb-ca
"en la mateixa mesura"-adverb-ca "just as often"-adverb-en
"just then"-adverb-en "just llavors"-adverb-ca
"just llavors"-adverb-ca "just then"-adverb-en
"landwards"-adverb-en "cap a terra"-adverb-ca
"cap a terra"-adverb-ca "landwards"-adverb-en
"cap a terra"-adverb-ca "on the landward side"-adverb-en
"on the landward side"-adverb-en "cap a terra"-adverb-ca
"last but by no means least"-adverb-en ""finalment, però no per això menys important""-adverb-ca
""finalment, però no per això menys important""-adverb-ca "last but by no means least"-adverb-en
""finalment, però no per això menys important""-adverb-ca "last but not least"-adverb-en
"last but not least"-adverb-en ""finalment, però no per això menys important""-adverb-ca
"tard a la nit"-adverb-ca "late in the night"-adverb-en
"late in the night"-adverb-en "tard a la nit"-adverb-ca
"legislatively"-adverb-en "legislativament"-adverb-ca
"legislativament"-adverb-ca "legislatively"-adverb-en
"leisurely"-adverb-en "sense pressa"-adverb-ca
"sense pressa"-adverb-ca "leisurely"-adverb-en
"lengthwise"-adverb-en "al llarg"-adverb-ca
"al llarg"-adverb-ca "lengthwise"-adverb-en
"al llarg"-adverb-ca "longways"-adverb-en
"longways"-adverb-en "al llarg"-adverb-ca
"like a bolt from the blue"-adverb-en "com una bomba"-adverb-ca
"com una bomba"-adverb-ca "like a bolt from the blue"-adverb-en
"like an avalanche"-adverb-en "com un allau"-adverb-ca
"com un allau"-adverb-ca "like an avalanche"-adverb-en
"linearly"-adverb-en "linearment"-adverb-ca
"linearment"-adverb-ca "linearly"-adverb-en
"vet aquí"-adverb-ca "lo"-adverb-en
"lo"-adverb-en "vet aquí"-adverb-ca
"logarithmically"-adverb-en "logarítmicament"-adverb-ca
"logarítmicament"-adverb-ca "logarithmically"-adverb-en
"logistically"-adverb-en "logísticament"-adverb-ca
"logísticament"-adverb-ca "logistically"-adverb-en
"longingly"-adverb-en "amb desig"-adverb-ca
"amb desig"-adverb-ca "longingly"-adverb-en
"looked at more closely"-adverb-en "de més a prop"-adverb-ca
"de més a prop"-adverb-ca "looked at more closely"-adverb-en
"de més a prop"-adverb-ca "more closely"-adverb-en
"more closely"-adverb-en "de més a prop"-adverb-ca
"more closely"-adverb-en "més estretament"-adverb-ca
"losslessly"-adverb-en "sense pèrdues"-adverb-ca
"sense pèrdues"-adverb-ca "losslessly"-adverb-en
"mercilessly"-adverb-en "sense pietat"-adverb-ca
"sense pietat"-adverb-ca "mercilessly"-adverb-en
"metabolically"-adverb-en "metabòlicament"-adverb-ca
"metabòlicament"-adverb-ca "metabolically"-adverb-en
"miles from anywhere"-adverb-en "lluny de tot arreu"-adverb-ca
"lluny de tot arreu"-adverb-ca "miles from anywhere"-adverb-en
"month after month"-adverb-en "mes rere mes"-adverb-ca
"mes rere mes"-adverb-ca "month after month"-adverb-en
"more closely still"-adverb-en "encara més a prop"-adverb-ca
"encara més a prop"-adverb-ca "more closely still"-adverb-en
"més estretament"-adverb-ca "more closely"-adverb-en
"more often than not"-adverb-en "més aviat sovint"-adverb-ca
"més aviat sovint"-adverb-ca "more often than not"-adverb-en
"next month"-adverb-en "el proper mes"-adverb-ca
"next month"-adverb-en "el mes que ve"-adverb-ca
"next month"-adverb-en "mes que ve"-adverb-ca
"next month"-adverb-en "mes vinent"-adverb-ca
"el proper mes"-adverb-ca "next month"-adverb-en
"el mes que ve"-adverb-ca "next month"-adverb-en
"mes que ve"-adverb-ca "next month"-adverb-en
"mes vinent"-adverb-ca "next month"-adverb-en
"night after night"-adverb-en "nit rere nit"-adverb-ca
"nit rere nit"-adverb-ca "night after night"-adverb-en
"no choice"-adverb-en "cap altra alternativa"-adverb-ca
"cap altra alternativa"-adverb-ca "no choice"-adverb-en
"no matter how little"-adverb-en "per poc que sigui"-adverb-ca
"per poc que sigui"-adverb-ca "no matter how little"-adverb-en
"cap al nord-est"-adverb-ca "northeastwards"-adverb-en
"cap al nord-est"-adverb-ca "to the north-east"-adverb-en
"northeastwards"-adverb-en "cap al nord-est"-adverb-ca
"to the north-east"-adverb-en "cap al nord-est"-adverb-ca
"cap al nord-oest"-adverb-ca "northwestwards"-adverb-en
"cap al nord-oest"-adverb-ca "to the north-west"-adverb-en
"northwestwards"-adverb-en "cap al nord-oest"-adverb-ca
"to the north-west"-adverb-en "cap al nord-oest"-adverb-ca
"nota bene"-interjection-en "nota bene"-interjection-ca
"nota bene"-interjection-ca "nota bene"-interjection-en
"not quite"-adverb-en "no ben bé"-adverb-ca
"no ben bé"-adverb-ca "not quite"-adverb-en
"not yet"-adverb-en "no encara"-adverb-ca
"no encara"-adverb-ca "not yet"-adverb-en
"now even less"-adverb-en "ara encara menys"-adverb-ca
"ara encara menys"-adverb-ca "now even less"-adverb-en
"now even more"-adverb-en "ara encara més"-adverb-ca
"ara encara més"-adverb-ca "now even more"-adverb-en
"nutritionally"-adverb-en "nutritivament"-adverb-ca
"nutritivament"-adverb-ca "nutritionally"-adverb-en
"oddly enough"-adverb-en "de manera força estranya"-adverb-ca
"de manera força estranya"-adverb-ca "oddly enough"-adverb-en
"of a kind"-adjective-en "d'algun tipus"-adjective-ca
"d'algun tipus"-adjective-ca "of a kind"-adjective-en
"d'algun tipus"-adjective-ca "of a sort"-adjective-en
"d'algun tipus"-adjective-ca "of sorts"-adjective-en
"of a sort"-adjective-en "d'algun tipus"-adjective-ca
"of sorts"-adjective-en "d'algun tipus"-adjective-ca
"of all shapes and sizes"-adjective-en "de tota mena"-adjective-ca
"de tota mena"-adjective-ca "of all shapes and sizes"-adjective-en
"of assistance"-adjective-en "d'ajut"-adjective-ca
"d'ajut"-adjective-ca "of assistance"-adjective-en
"of benefit"-adjective-en "de profit"-adjective-ca
"de profit"-adjective-ca "of benefit"-adjective-en
