"any"-determiner-en "gens de"-determiner-ca
"més arrere"-adverb-ca "further back"-adverb-en
"gladly"-adverb-en "amb molt de gust"-adverb-ca
"amb molt de gust"-adverb-ca "gladly"-adverb-en
"glumly"-adverb-en "amb tristesa"-adverb-ca
"amb tristesa"-adverb-ca "glumly"-adverb-en
"amb tristesa"-adverb-ca "sadly"-adverb-en
"sadly"-adverb-en "amb tristesa"-adverb-ca
"God willing"-adverb-en "si Déu vol"-adverb-ca
"si Déu vol"-adverb-ca "God willing"-adverb-en
"gracefully"-adverb-en "amb gràcia"-adverb-ca
"amb gràcia"-adverb-ca "gracefully"-adverb-en
"gropingly"-adverb-en "a les palpentes"-adverb-ca
"a les palpentes"-adverb-ca "gropingly"-adverb-en
"half"-adverb-en "a mig fer"-adverb-ca
"a mig fer"-adverb-ca "half"-adverb-en
"hand and foot"-adverb-en "de mans i peus"-adverb-ca
"de mans i peus"-adverb-ca "hand and foot"-adverb-en
"cap al cel"-adverb-ca "skywards"-adverb-en
"skywards"-adverb-en "cap al cel"-adverb-ca
"helically"-adverb-en "helicoidalment"-adverb-ca
"helicoidalment"-adverb-ca "helically"-adverb-en
"here and there"-adverb-en "aquí i allà"-adverb-ca
"aquí i allà"-adverb-ca "here and there"-adverb-en
"hitherto"-adverb-en "fins aquí"-adverb-ca
"fins aquí"-adverb-ca "hitherto"-adverb-en
"hopefully"-adverb-en "tant de bo"-adverb-ca
"tant de bo"-adverb-ca "hopefully"-adverb-en
"how long"-adverb-en "quant temps"-adverb-ca
"quant temps"-adverb-ca "how long"-adverb-en
"ibidem"-adverb-en "ibídem"-adverb-ca
"ibídem"-adverb-ca "ibidem"-adverb-en
"if necessary"-adverb-en "si és necessari"-adverb-ca
"si és necessari"-adverb-ca "if necessary"-adverb-en
"immediately"-adverb-en "al moment"-adverb-ca
"al moment"-adverb-ca "immediately"-adverb-en
"importantly"-adverb-en "importantment"-adverb-ca
"importantment"-adverb-ca "importantly"-adverb-en
"sense voler"-adverb-ca "unintentionally"-adverb-en
"sense voler"-adverb-ca "unwittingly"-adverb-en
"unintentionally"-adverb-en "sense voler"-adverb-ca
"unwittingly"-adverb-en "sense voler"-adverb-ca
"in a blink of the eye"-adverb-en "en un obrir i tancar d'ulls"-adverb-ca
"en un obrir i tancar d'ulls"-adverb-ca "in a blink of the eye"-adverb-en
"en un obrir i tancar d'ulls"-adverb-ca "in a trice"-adverb-en
"en un obrir i tancar d'ulls"-adverb-ca "in the twinkling of an eye"-adverb-en
"in a trice"-adverb-en "en un obrir i tancar d'ulls"-adverb-ca
"in a trice"-adverb-en "en un tres i no res"-adverb-ca
"in the twinkling of an eye"-adverb-en "en un obrir i tancar d'ulls"-adverb-ca
"in a contiguous way"-adverb-en "contiguament"-adverb-ca
"contiguament"-adverb-ca "in a contiguous way"-adverb-en
"in a flash"-adverb-en "en un instant"-adverb-ca
"en un instant"-adverb-ca "in a flash"-adverb-en
"in a jiffy"-adverb-en "en un tres i no res"-adverb-ca
"en un tres i no res"-adverb-ca "in a trice"-adverb-en
"en un tres i no res"-adverb-ca "in a jiffy"-adverb-en
"in a minute"-adverb-en "en un minut"-adverb-ca
"en un minut"-adverb-ca "in a minute"-adverb-en
"in a northeasterly direction"-adverb-en "en direcció nord-est"-adverb-ca
"en direcció nord-est"-adverb-ca "in a northeasterly direction"-adverb-en
"in a northerly direction"-adverb-en "en direcció nord"-adverb-ca
"en direcció nord"-adverb-ca "in a northerly direction"-adverb-en
"in a northwesterly direction"-adverb-en "en direcció nord-oest"-adverb-ca
"en direcció nord-oest"-adverb-ca "in a northwesterly direction"-adverb-en
"in a second"-adverb-en "en un moment"-adverb-ca
"en un moment"-adverb-ca "in a second"-adverb-en
"in a sense"-adverb-en "en certa manera"-adverb-ca
"en certa manera"-adverb-ca "in a sense"-adverb-en
"in a single place"-adverb-en "en un sol lloc"-adverb-ca
"en un sol lloc"-adverb-ca "in a single place"-adverb-en
"in a small way"-adverb-en "a petita escala"-adverb-ca
"a petita escala"-adverb-ca "in a small way"-adverb-en
"in a southeasterly direction"-adverb-en "en direcció sud-est"-adverb-ca
"en direcció sud-est"-adverb-ca "in a southeasterly direction"-adverb-en
"in a southerly direction"-adverb-en "en direcció sud"-adverb-ca
"en direcció sud"-adverb-ca "in a southerly direction"-adverb-en
"in a southwesterly direction"-adverb-en "en direcció sud-oest"-adverb-ca
"en direcció sud-oest"-adverb-ca "in a southwesterly direction"-adverb-en
"in a torrent"-adverb-en "a borbollons"-adverb-ca
"a borbollons"-adverb-ca "in a torrent"-adverb-en
"in a westerly direction"-adverb-en "en direcció oest"-adverb-ca
"en direcció oest"-adverb-ca "in a westerly direction"-adverb-en
"in accordance with the regulations"-adverb-en "reglamentàriament"-adverb-ca
"reglamentàriament"-adverb-ca "in accordance with the regulations"-adverb-en
"in action"-adverb-en "en acció"-adverb-ca
"en acció"-adverb-ca "in action"-adverb-en
"in advance"-adverb-en "anticipadament"-adverb-ca
"anticipadament"-adverb-ca "in advance"-adverb-en
"in all fairness"-adverb-en "amb tota justícia"-adverb-ca
"amb tota justícia"-adverb-ca "in all fairness"-adverb-en
"in alphabetical order"-adverb-en "per ordre alfabètic"-adverb-ca
"per ordre alfabètic"-adverb-ca "in alphabetical order"-adverb-en
"in an easterly direction"-adverb-en "en direcció est"-adverb-ca
"en direcció est"-adverb-ca "in an easterly direction"-adverb-en
"in apposition"-adverb-en "en aposició"-adverb-ca
"en aposició"-adverb-ca "in apposition"-adverb-en
"in bad faith"-adverb-en "de mala fe"-adverb-ca
"de mala fe"-adverb-ca "in bad faith"-adverb-en
"in black and white"-adverb-en "en blanc i negre"-adverb-ca
"en blanc i negre"-adverb-ca "in black and white"-adverb-en
"in blocks"-adverb-en "en blocs"-adverb-ca
"en blocs"-adverb-ca "in blocks"-adverb-en
"in bloom"-adverb-en "en flor"-adverb-ca
"en flor"-adverb-ca "in bloom"-adverb-en
"in broad day light"-adverb-en "en ple dia"-adverb-ca
"en ple dia"-adverb-ca "in broad day light"-adverb-en
"in broad daylight"-adverb-en "a ple dia"-adverb-ca
"a ple dia"-adverb-ca "in broad daylight"-adverb-en
"in bytes"-adverb-en "en bytes"-adverb-ca
"en bytes"-adverb-ca "in bytes"-adverb-en
"en majúscules"-adverb-ca "in upper case"-adverb-en
"in upper case"-adverb-en "en majúscules"-adverb-ca
"per si de cas"-adverb-ca "just in case"-adverb-en
"just in case"-adverb-en "per si de cas"-adverb-ca
"in cold blood"-adverb-en "a sang freda"-adverb-ca
"a sang freda"-adverb-ca "in cold blood"-adverb-en
"en color"-adverb-ca "in colour"-adverb-en
"in colour"-adverb-en "en color"-adverb-ca
"in concert"-adverb-en "en concert"-adverb-ca
"en concert"-adverb-ca "in concert"-adverb-en
"en el futur"-adverb-ca "in the future"-adverb-en
"in the future"-adverb-en "en el futur"-adverb-ca
"in detail"-adverb-en "en detall"-adverb-ca
"en detall"-adverb-ca "in detail"-adverb-en
"in essence"-adverb-en "en essència"-adverb-ca
"en essència"-adverb-ca "in essence"-adverb-en
"in every respect"-adverb-en "en tots els respectes"-adverb-ca
"en tots els respectes"-adverb-ca "in every respect"-adverb-en
"in evidence"-adverb-en "en evidència"-adverb-ca
"en evidència"-adverb-ca "in evidence"-adverb-en
"in flames"-adverb-en "en flames"-adverb-ca
"en flames"-adverb-ca "in flames"-adverb-en
"in for a penny"-adverb-en ""perdut per perdut, la manta al coll""-adverb-ca
""perdut per perdut, la manta al coll""-adverb-ca "in for a penny"-adverb-en
"in force"-adverb-en "en vigor"-adverb-ca
"en vigor"-adverb-ca "in force"-adverb-en
"de broma"-adverb-ca "jokingly"-adverb-en
"jokingly"-adverb-en "de broma"-adverb-ca
"in good conscience"-adverb-en "amb la consciència tranquil·la"-adverb-ca
"amb la consciència tranquil·la"-adverb-ca "in good conscience"-adverb-en
"in great quantity"-adverb-en "a manta"-adverb-ca
"in great quantity"-adverb-en "en gran quantitat"-adverb-ca
"a manta"-adverb-ca "in great quantity"-adverb-en
"en gran quantitat"-adverb-ca "in great quantity"-adverb-en
"in high season"-adverb-en "en temporada alta"-adverb-ca
"en temporada alta"-adverb-ca "in high season"-adverb-en
"in Indian file"-adverb-en "en fila índia"-adverb-ca
"en fila índia"-adverb-ca "in Indian file"-adverb-en
"en fila índia"-adverb-ca "single file"-adverb-en
"single file"-adverb-en "en fila índia"-adverb-ca
"en gran part"-adverb-ca "largely"-adverb-en
"largely"-adverb-en "en gran part"-adverb-ca
"largely"-adverb-en "en gran mesura"-adverb-ca
"in low season"-adverb-en "en temporada baixa"-adverb-ca
"en temporada baixa"-adverb-ca "in low season"-adverb-en
"in lower case"-adverb-en "en minúscules"-adverb-ca
"en minúscules"-adverb-ca "in lower case"-adverb-en
"in many respects"-adverb-en "en molts aspectes"-adverb-ca
"en molts aspectes"-adverb-ca "in many respects"-adverb-en
"in midsummer"-adverb-en "a ple estiu"-adverb-ca
"a ple estiu"-adverb-ca "in midsummer"-adverb-en
"in mint condition"-adverb-en "en perfecte estat"-adverb-ca
"en perfecte estat"-adverb-ca "in mint condition"-adverb-en
"in more detail"-adverb-en "amb més detall"-adverb-ca
"amb més detall"-adverb-ca "in more detail"-adverb-en
"in mourning"-adverb-en "de dol"-adverb-ca
"de dol"-adverb-ca "in mourning"-adverb-en
"in my opinion"-adverb-en "al meu entendre"-adverb-ca
"al meu entendre"-adverb-ca "in my opinion"-adverb-en
"in no case"-adverb-en "en cap cas"-adverb-ca
"en cap cas"-adverb-ca "in no case"-adverb-en
"en cap cas"-adverb-ca "on no account"-adverb-en
"on no account"-adverb-en "en cap cas"-adverb-ca
"on no account"-adverb-en "en cap concepte"-adverb-ca
"in no sense"-adverb-en "en cap sentit"-adverb-ca
"en cap sentit"-adverb-ca "in no sense"-adverb-en
"in octets"-adverb-en "en octets"-adverb-ca
"en octets"-adverb-ca "in octets"-adverb-en
"in other respects"-adverb-en "en altres aspectes"-adverb-ca
"en altres aspectes"-adverb-ca "in other respects"-adverb-en
"in other words"-adverb-en "en altres paraules"-adverb-ca
"en altres paraules"-adverb-ca "in other words"-adverb-en
"in passing"-adverb-en "de passada"-adverb-ca
"de passada"-adverb-ca "in passing"-adverb-en
"in person"-adverb-en "en persona"-adverb-ca
"en persona"-adverb-ca "in person"-adverb-en
"en privat"-adverb-ca "privately"-adverb-en
"privately"-adverb-en "en privat"-adverb-ca
"en construcció"-adverb-ca "under construction"-adverb-en
"under construction"-adverb-en "en construcció"-adverb-ca
"in public"-adverb-en "en públic"-adverb-ca
"en públic"-adverb-ca "in public"-adverb-en
"in question"-adverb-en "en qüestió"-adverb-ca
"en qüestió"-adverb-ca "in question"-adverb-en
"in reality"-adverb-en "en realitat"-adverb-ca
"en realitat"-adverb-ca "in reality"-adverb-en
"in reply"-adverb-en "en resposta"-adverb-ca
"en resposta"-adverb-ca "in reply"-adverb-en
"in ruins"-adverb-en "en ruïnes"-adverb-ca
"en ruïnes"-adverb-ca "in ruins"-adverb-en
"in series"-adverb-en "en sèrie"-adverb-ca
"en sèrie"-adverb-ca "in series"-adverb-en
"in seventh heaven"-adverb-en "al setè cel"-adverb-ca
"al setè cel"-adverb-ca "in seventh heaven"-adverb-en
"in shape"-adverb-en "en forma"-adverb-ca
"en forma"-adverb-ca "in shape"-adverb-en
"in sight"-adverb-en "a la vista"-adverb-ca
"in sight"-adverb-en "a les envistes"-adverb-ca
"a la vista"-adverb-ca "in sight"-adverb-en
"a les envistes"-adverb-ca "in sight"-adverb-en
"in single file"-adverb-en "en fila d'un"-adverb-ca
"en fila d'un"-adverb-ca "in single file"-adverb-en
"fins a cert punt"-adverb-ca "to a certain degree"-adverb-en
"fins a cert punt"-adverb-ca "to a certain extent"-adverb-en
"fins a cert punt"-adverb-ca "to a degree"-adverb-en
"fins a cert punt"-adverb-ca "to some extent"-adverb-en
"to a certain degree"-adverb-en "fins a cert punt"-adverb-ca
"to a certain extent"-adverb-en "fins a cert punt"-adverb-ca
"to a degree"-adverb-en "fins a cert punt"-adverb-ca
"to some extent"-adverb-en "fins a cert punt"-adverb-ca
"in stock"-adverb-en "en estoc"-adverb-ca
"en estoc"-adverb-ca "in stock"-adverb-en
"in such a case"-adverb-en "en tal cas"-adverb-ca
"en tal cas"-adverb-ca "in such a case"-adverb-en
"in such a way"-adverb-en "de tal manera"-adverb-ca
"de tal manera"-adverb-ca "in such a way"-adverb-en
"en aquest cas"-adverb-ca "in this case"-adverb-en
"in this case"-adverb-en "en aquest cas"-adverb-ca
"in the afternoon"-adverb-en "a la vesprada"-adverb-ca
"in the afternoon"-adverb-en "de tarda"-adverb-ca
"in the afternoon"-adverb-en "de vesprada"-adverb-ca
"a la vesprada"-adverb-ca "in the afternoon"-adverb-en
"de tarda"-adverb-ca "in the afternoon"-adverb-en
"de vesprada"-adverb-ca "in the afternoon"-adverb-en
"in the dead of winter"-adverb-en "a ple hivern"-adverb-ca
"a ple hivern"-adverb-ca "in the dead of winter"-adverb-en
"in the distant future"-adverb-en "en un futur llunyà"-adverb-ca
"en un futur llunyà"-adverb-ca "in the distant future"-adverb-en
"in the final stages"-adverb-en "a la fase final"-adverb-ca
"a la fase final"-adverb-ca "in the final stages"-adverb-en
"en un futur pròxim"-adverb-ca "in the near future"-adverb-en
"in the near future"-adverb-en "en un futur pròxim"-adverb-ca
"in the middle of nowhere"-adverb-en "a la quinta forca"-adverb-ca
"in the middle of nowhere"-adverb-en "en la quinta forca"-adverb-ca
"in the middle of nowhere"-adverb-en "enmig del no-res"-adverb-ca
"a la quinta forca"-adverb-ca "in the middle of nowhere"-adverb-en
"en la quinta forca"-adverb-ca "in the middle of nowhere"-adverb-en
"enmig del no-res"-adverb-ca "in the middle of nowhere"-adverb-en
"in the prime of life"-adverb-en "a la flor de la vida"-adverb-ca
"a la flor de la vida"-adverb-ca "in the prime of life"-adverb-en
"in the right place"-adverb-en "en el lloc adequat"-adverb-ca
"en el lloc adequat"-adverb-ca "in the right place"-adverb-en
"in the rough"-adverb-en "en brut"-adverb-ca
"en brut"-adverb-ca "in the rough"-adverb-en
"in the second place"-adverb-en "en segon lloc"-adverb-ca
"en segon lloc"-adverb-ca "in the second place"-adverb-en
"en segon lloc"-adverb-ca "secondly"-adverb-en
"secondly"-adverb-en "en segon lloc"-adverb-ca
"en les properes setmanes"-adverb-ca "in the weeks to come"-adverb-en
"in the weeks to come"-adverb-en "en les properes setmanes"-adverb-ca
"in the wrong place"-adverb-en "en el lloc equivocat"-adverb-ca
"en el lloc equivocat"-adverb-ca "in the wrong place"-adverb-en
"in tow"-adverb-en "a remolc"-adverb-ca
"a remolc"-adverb-ca "in tow"-adverb-en
"in triplicate"-adverb-en "per triplicat"-adverb-ca
"per triplicat"-adverb-ca "in triplicate"-adverb-en
"in truth"-adverb-en "en veritat"-adverb-ca
"en veritat"-adverb-ca "in truth"-adverb-en
"in vain"-adverb-en "debades"-adverb-ca
"in vain"-adverb-en "en va"-adverb-ca
"debades"-adverb-ca "in vain"-adverb-en
"debades"-adverb-ca "to little avail"-adverb-en
"en va"-adverb-ca "in vain"-adverb-en
"to little avail"-adverb-en "debades"-adverb-ca
"incoherently"-adverb-en "incoherentment"-adverb-ca
"incoherentment"-adverb-ca "incoherently"-adverb-en
"indefinitely"-adverb-en "de forma indefinida"-adverb-ca
"indefinitely"-adverb-en "de manera indefinida"-adverb-ca
"de forma indefinida"-adverb-ca "indefinitely"-adverb-en
"de manera indefinida"-adverb-ca "indefinitely"-adverb-en
"indiscriminately"-adverb-en "a tort i a dret"-adverb-ca
"a tort i a dret"-adverb-ca "indiscriminately"-adverb-en
"a tort i a dret"-adverb-ca "to right and left"-adverb-en
"to right and left"-adverb-en "a tort i a dret"-adverb-ca
"innately"-adverb-en "de manera innata"-adverb-ca
"de manera innata"-adverb-ca "innately"-adverb-en
"inside and out"-adverb-en "per dins i per fora"-adverb-ca
"per dins i per fora"-adverb-ca "inside and out"-adverb-en
"intestate"-adverb-en "abintestat"-adverb-ca
"abintestat"-adverb-ca "intestate"-adverb-en
"into disuse"-adverb-en "en desús"-adverb-ca
"en desús"-adverb-ca "into disuse"-adverb-en
"intrinsically"-adverb-en "intrínsecament"-adverb-ca
"intrínsecament"-adverb-ca "intrinsically"-adverb-en
"inwardly"-adverb-en "en el seu fur intern"-adverb-ca
"inwardly"-adverb-en "per dins"-adverb-ca
"en el seu fur intern"-adverb-ca "inwardly"-adverb-en
"per dins"-adverb-ca "inwardly"-adverb-en
"inwards"-adverb-en "cap a dins"-adverb-ca
"inwards"-adverb-en "cap a dintre"-adverb-ca
"cap a dins"-adverb-ca "inwards"-adverb-en
"cap a dintre"-adverb-ca "inwards"-adverb-en
"it's no use crying over spilt milk"-adverb-en "al fet pit"-adverb-ca
"al fet pit"-adverb-ca "it's no use crying over spilt milk"-adverb-en
"jauntily"-adverb-en "amb desenfado"-adverb-ca
"amb desenfado"-adverb-ca "jauntily"-adverb-en
"amb desenfado"-adverb-ca "with confidence"-adverb-en
"with confidence"-adverb-en "amb desenfado"-adverb-ca
"just around the corner"-adverb-en "molt a la vora"-adverb-ca
"molt a la vora"-adverb-ca "just around the corner"-adverb-en
"just in time"-adverb-en "just a temps"-adverb-ca
"just a temps"-adverb-ca "just in time"-adverb-en
"kindly"-adverb-en "amb simpatia"-adverb-ca
"amb simpatia"-adverb-ca "kindly"-adverb-en
"knowingly"-adverb-en "a gratcient"-adverb-ca
"a gratcient"-adverb-ca "knowingly"-adverb-en
"en gran mesura"-adverb-ca "largely"-adverb-en
"larghetto"-adverb-en "larghetto"-adverb-ca
"larghetto"-adverb-ca "larghetto"-adverb-en
"lastly"-adverb-en "en fi"-adverb-ca
"en fi"-adverb-ca "lastly"-adverb-en
"late at night"-adverb-en "tard a la nit"-adverb-ca
"tard a la nit"-adverb-ca "late at night"-adverb-en
"leftwards"-adverb-en "cap a l'esquerra"-adverb-ca
"cap a l'esquerra"-adverb-ca "leftwards"-adverb-en
"like a shot"-adverb-en "com una bala"-adverb-ca
"com una bala"-adverb-ca "like a shot"-adverb-en
"like clockwork"-adverb-en "com un rellotge"-adverb-ca
"com un rellotge"-adverb-ca "like clockwork"-adverb-en
"little by little"-adverb-en "a poc a poquet"-adverb-ca
"a poc a poquet"-adverb-ca "little by little"-adverb-en
"lo and behold"-adverb-en "vet ací"-adverb-ca
"lo and behold"-adverb-en "vet aquí"-adverb-ca
"lo and behold"-adverb-en "veus ací"-adverb-ca
"lo and behold"-adverb-en "veus aquí"-adverb-ca
"vet ací"-adverb-ca "lo and behold"-adverb-en
"vet aquí"-adverb-ca "lo and behold"-adverb-en
"veus ací"-adverb-ca "lo and behold"-adverb-en
"veus aquí"-adverb-ca "lo and behold"-adverb-en
"meanwhile"-adverb-en "mentre"-adverb-ca
"mentre"-adverb-ca "meanwhile"-adverb-en
"mildly"-adverb-en "mollament"-adverb-ca
"mildly"-adverb-en "tovament"-adverb-ca
"mollament"-adverb-ca "mildly"-adverb-en
"tovament"-adverb-ca "mildly"-adverb-en
"month by month"-adverb-en "mes a mes"-adverb-ca
"mes a mes"-adverb-ca "month by month"-adverb-en
"most deeply"-adverb-en "molt profundament"-adverb-ca
"molt profundament"-adverb-ca "most deeply"-adverb-en
"mysteriously"-adverb-en "arcanament"-adverb-ca
"arcanament"-adverb-ca "mysteriously"-adverb-en
"narrowly"-adverb-en "per poc"-adverb-ca
