"neniu"-determiner-eo "ninguno"-determiner-es
"rápido"-adjective-es "rapida"-adjective-eo
"akurata"-adjective-eo "puntual"-adjective-es
"puntual"-adjective-es "akurata"-adjective-eo
"triste"-adjective-es "malĝoja"-adjective-eo
"malĝoja"-adjective-eo "triste"-adjective-es
"miserable"-adjective-es "senhava"-adjective-eo
"senhava"-adjective-eo "miserable"-adjective-es
"pobre"-adjective-es "malriĉa"-adjective-eo
"malriĉa"-adjective-eo "pobre"-adjective-es
"deviga"-adjective-eo "obligatorio"-adjective-es
"obligatorio"-adjective-es "deviga"-adjective-eo
"nepra"-adjective-eo "imprescindible"-adjective-es
"nepra"-adjective-eo "inevitable"-adjective-es
"imprescindible"-adjective-es "nepra"-adjective-eo
"inevitable"-adjective-es "nepra"-adjective-eo
"nemalhavebla"-adjective-eo "indispensable"-adjective-es
"indispensable"-adjective-es "nemalhavebla"-adjective-eo
"racia"-adjective-eo "racional"-adjective-es
"racional"-adjective-es "racia"-adjective-eo
"sabio"-adjective-es "saĝa"-adjective-eo
"saĝa"-adjective-eo "sabio"-adjective-es
"sperta"-adjective-eo "experto"-adjective-es
"experto"-adjective-es "sperta"-adjective-eo
"experto"-adjective-es "ekzercita"-adjective-eo
"ekzercita"-adjective-eo "experto"-adjective-es
"sereno"-adjective-es "serena"-adjective-eo
"serena"-adjective-eo "sereno"-adjective-es
"tranquilo"-adjective-es "trankvila"-adjective-eo
"trankvila"-adjective-eo "tranquilo"-adjective-es
"pacífico"-adjective-es "paca"-adjective-eo
"paca"-adjective-eo "pacífico"-adjective-es
"agradable"-adjective-es "agrabla"-adjective-eo
"agrabla"-adjective-eo "agradable"-adjective-es
"agrabla"-adjective-eo "placentero"-adjective-es
"placentero"-adjective-es "agrabla"-adjective-eo
"doméstico"-adjective-es "mastruma"-adjective-eo
"doméstico"-adjective-es "hejma"-adjective-eo
"mastruma"-adjective-eo "doméstico"-adjective-es
"hejma"-adjective-eo "doméstico"-adjective-es
"familiara"-adjective-eo "familiar"-adjective-es
"familiara"-adjective-eo "coloquial"-adjective-es
"familiar"-adjective-es "familiara"-adjective-eo
"coloquial"-adjective-es "familiara"-adjective-eo
"flexible"-adjective-es "malrigida"-adjective-eo
"flexible"-adjective-es "fleksebla"-adjective-eo
"malrigida"-adjective-eo "flexible"-adjective-es
"fleksebla"-adjective-eo "flexible"-adjective-es
"rudimenta"-adjective-eo "rudimentario"-adjective-es
"rudimentario"-adjective-es "rudimenta"-adjective-eo
"verde"-adjective-es "verda"-adjective-eo
"verda"-adjective-eo "verde"-adjective-es
"malicioso"-adjective-es "malica"-adjective-eo
"malica"-adjective-eo "malicioso"-adjective-es
"senatenda"-adjective-eo "inesperado"-adjective-es
"inesperado"-adjective-es "senatenda"-adjective-eo
"repentino"-adjective-es "subita"-adjective-eo
"subita"-adjective-eo "repentino"-adjective-es
"subita"-adjective-eo "súbito"-adjective-es
"súbito"-adjective-es "subita"-adjective-eo
"rigida"-adjective-eo "rígido"-adjective-es
"rígido"-adjective-es "rigida"-adjective-eo
"cruel"-adjective-es "kruela"-adjective-eo
"kruela"-adjective-eo "cruel"-adjective-es
"eleganta"-adjective-eo "elegante"-adjective-es
"elegante"-adjective-es "eleganta"-adjective-eo
"indiferente"-adjective-es "indiferenta"-adjective-eo
"indiferenta"-adjective-eo "indiferente"-adjective-es
"enorme"-adjective-es "enorma"-adjective-eo
"enorma"-adjective-eo "enorme"-adjective-es
"giganta"-adjective-eo "gigantesco"-adjective-es
"giganta"-adjective-eo "gigante"-adjective-es
"gigantesco"-adjective-es "giganta"-adjective-eo
"gigante"-adjective-es "giganta"-adjective-eo
"adicional"-adjective-es "plia"-adjective-eo
"plia"-adjective-eo "adicional"-adjective-es
"suplementa"-adjective-eo "suplementario"-adjective-es
"suplementario"-adjective-es "suplementa"-adjective-eo
"posterior"-adjective-es "posta"-adjective-eo
"posterior"-adjective-es "malantaŭa"-adjective-eo
"posta"-adjective-eo "posterior"-adjective-es
"malantaŭa"-adjective-eo "posterior"-adjective-es
"fina"-adjective-eo "final"-adjective-es
"final"-adjective-es "fina"-adjective-eo
"interesante"-adjective-es "interesa"-adjective-eo
"interesa"-adjective-eo "interesante"-adjective-es
"continuo"-adjective-es "kontinua"-adjective-eo
"kontinua"-adjective-eo "continuo"-adjective-es
"postulema"-adjective-eo "exigente"-adjective-es
"exigente"-adjective-es "postulema"-adjective-eo
"excesivo"-adjective-es "troa"-adjective-eo
"troa"-adjective-eo "excesivo"-adjective-es
"inda"-adjective-eo "digno"-adjective-es
"digno"-adjective-es "inda"-adjective-eo
"digno"-adjective-es "digna"-adjective-eo
"digna"-adjective-eo "digno"-adjective-es
"valiente"-adjective-es "kuraĝa"-adjective-eo
"kuraĝa"-adjective-eo "valiente"-adjective-es
"desvergonzado"-adjective-es "senhonta"-adjective-eo
"senhonta"-adjective-eo "desvergonzado"-adjective-es
"aŭdaca"-adjective-eo "audaz"-adjective-es
"audaz"-adjective-es "aŭdaca"-adjective-eo
"defii"-verb-eo "desafiar"-verb-es
"desafiar"-verb-es "defii"-verb-eo
"malobservi"-verb-eo "infringir"-verb-es
"infringir"-verb-es "malobservi"-verb-eo
"violar"-verb-es "seksperforti"-verb-eo
"seksperforti"-verb-eo "violar"-verb-es
"ignorar"-verb-es "ignori"-verb-eo
"ignori"-verb-eo "ignorar"-verb-es
"kaŝa"-adjective-eo "clandestino"-adjective-es
"clandestino"-adjective-es "kaŝa"-adjective-eo
"sekreta"-adjective-eo "secreto"-adjective-es
"secreto"-adjective-es "sekreta"-adjective-eo
"intima"-adjective-eo "íntimo"-adjective-es
"íntimo"-adjective-es "intima"-adjective-eo
"privata"-adjective-eo "privado"-adjective-es
"privado"-adjective-es "privata"-adjective-eo
"absoluta"-adjective-eo "absoluto"-adjective-es
"absoluto"-adjective-es "absoluta"-adjective-eo
"tuta"-adjective-eo "entero"-adjective-es
"entero"-adjective-es "tuta"-adjective-eo
"global"-adjective-es "suma"-adjective-eo
"suma"-adjective-eo "global"-adjective-es
"ilimitado"-adjective-es "senlima"-adjective-eo
"senlima"-adjective-eo "ilimitado"-adjective-es
"bajo"-adjective-es "malalta"-adjective-eo
"bajo"-adjective-es "basa"-adjective-eo
"malalta"-adjective-eo "bajo"-adjective-es
"basa"-adjective-eo "bajo"-adjective-es
"profundo"-adjective-es "profunda"-adjective-eo
"profunda"-adjective-eo "profundo"-adjective-es
"profunda"-adjective-eo "hondo"-adjective-es
"hondo"-adjective-es "profunda"-adjective-eo
"plua"-adjective-eo "sucesivo"-adjective-es
"sucesivo"-adjective-es "plua"-adjective-eo
"sinsekva"-adjective-eo "consecutivo"-adjective-es
"consecutivo"-adjective-es "sinsekva"-adjective-eo
"konsekvenca"-adjective-eo "consecuente"-adjective-es
"consecuente"-adjective-es "konsekvenca"-adjective-eo
"bonega"-adjective-eo "excelente"-adjective-es
"excelente"-adjective-es "bonega"-adjective-eo
"gran"-adjective-es "granda"-adjective-eo
"granda"-adjective-eo "gran"-adjective-es
"granda"-adjective-eo "grande"-adjective-es
"grande"-adjective-es "granda"-adjective-eo
"numeroso"-adjective-es "multnombra"-adjective-eo
"multnombra"-adjective-eo "numeroso"-adjective-es
"productivo"-adjective-es "produktema"-adjective-eo
"productivo"-adjective-es "produktiva"-adjective-eo
"produktema"-adjective-eo "productivo"-adjective-es
"produktiva"-adjective-eo "productivo"-adjective-es
"konsiderinda"-adjective-eo "considerable"-adjective-es
"considerable"-adjective-es "konsiderinda"-adjective-eo
"rimarkinda"-adjective-eo "notable"-adjective-es
"notable"-adjective-es "rimarkinda"-adjective-eo
"magnífico"-adjective-es "superba"-adjective-eo
"superba"-adjective-eo "magnífico"-adjective-es
"espléndido"-adjective-es "splenda"-adjective-eo
"splenda"-adjective-eo "espléndido"-adjective-es
"genial"-adjective-es "genia"-adjective-eo
"genia"-adjective-eo "genial"-adjective-es
"glora"-adjective-eo "glorioso"-adjective-es
"glorioso"-adjective-es "glora"-adjective-eo
"extraordinario"-adjective-es "eksterordinara"-adjective-eo
"eksterordinara"-adjective-eo "extraordinario"-adjective-es
"imaga"-adjective-eo "imaginario"-adjective-es
"imaginario"-adjective-es "imaga"-adjective-eo
"ficticio"-adjective-es "fikcia"-adjective-eo
"fikcia"-adjective-eo "ficticio"-adjective-es
"fabela"-adjective-eo "fabuloso"-adjective-es
"fabuloso"-adjective-es "fabela"-adjective-eo
"impresionante"-adjective-es "impresa"-adjective-eo
"impresa"-adjective-eo "impresionante"-adjective-es
"absurdo"-adjective-es "absurda"-adjective-eo
"absurda"-adjective-eo "absurdo"-adjective-es
"absurda"-adjective-eo "disparatado"-adjective-es
"disparatado"-adjective-es "absurda"-adjective-eo
"contrario"-adjective-es "kontraŭa"-adjective-eo
"kontraŭa"-adjective-eo "contrario"-adjective-es
"kontraŭa"-adjective-eo "opuesto"-adjective-es
"opuesto"-adjective-es "kontraŭa"-adjective-eo
"stulta"-adjective-eo "estúpido"-adjective-es
"estúpido"-adjective-es "stulta"-adjective-eo
"freneza"-adjective-eo "loco"-adjective-es
"loco"-adjective-es "freneza"-adjective-eo
"entusiasta"-adjective-es "entuziasma"-adjective-eo
"entuziasma"-adjective-eo "entusiasta"-adjective-es
"pasia"-adjective-eo "apasionado"-adjective-es
"apasionado"-adjective-es "pasia"-adjective-eo
"ekstercentra"-adjective-eo "periférico"-adjective-es
"periférico"-adjective-es "ekstercentra"-adjective-eo
"peza"-adjective-eo "pesado"-adjective-es
"pesado"-adjective-es "peza"-adjective-eo
"severa"-adjective-eo "severo"-adjective-es
"severo"-adjective-es "severa"-adjective-eo
"feroz"-adjective-es "feroca"-adjective-eo
"feroca"-adjective-eo "feroz"-adjective-es
"seka"-adjective-eo "seco"-adjective-es
"seco"-adjective-es "seka"-adjective-eo
"komenti"-verb-eo "comentar"-verb-es
"comentar"-verb-es "komenti"-verb-eo
"observar"-verb-es "observi"-verb-eo
"observi"-verb-eo "observar"-verb-es
"nekonata"-adjective-eo "desconocido"-adjective-es
"desconocido"-adjective-es "nekonata"-adjective-eo
"redukti"-verb-eo "reducir"-verb-es
"reducir"-verb-es "redukti"-verb-eo
"imputar"-verb-es "imputi"-verb-eo
"imputi"-verb-eo "imputar"-verb-es
"akuzi"-verb-eo "acusar"-verb-es
"acusar"-verb-es "akuzi"-verb-eo
"discutir"-verb-es "diskuti"-verb-eo
"diskuti"-verb-eo "discutir"-verb-es
"konkurenci"-verb-eo "competir"-verb-es
"competir"-verb-es "konkurenci"-verb-eo
"inundi"-verb-eo "inundar"-verb-es
"inundar"-verb-es "inundi"-verb-eo
"consagrar"-verb-es "konsekri"-verb-eo
"konsekri"-verb-eo "consagrar"-verb-es
"resultar"-verb-es "rezulti"-verb-eo
"rezulti"-verb-eo "resultar"-verb-es
"adoptivo"-adjective-es "adoptita"-adjective-eo
"adoptita"-adjective-eo "adoptivo"-adjective-es
"promover"-verb-es "promocii"-verb-eo
"promocii"-verb-eo "promover"-verb-es
"promocii"-verb-eo "promocionar"-verb-es
"promocionar"-verb-es "promocii"-verb-eo
"supozata"-adjective-eo "presunto"-adjective-es
"presunto"-adjective-es "supozata"-adjective-eo
"implicar"-verb-es "implici"-verb-eo
"implici"-verb-eo "implicar"-verb-es
"virta"-adjective-eo "virtuoso"-adjective-es
"virtuoso"-adjective-es "virta"-adjective-eo
"revizii"-verb-eo "revisar"-verb-es
"revizii"-verb-eo "repasar"-verb-es
"revisar"-verb-es "revizii"-verb-eo
"repasar"-verb-es "revizii"-verb-eo
"investigar"-verb-es "enketi"-verb-eo
"enketi"-verb-eo "investigar"-verb-es
"enketi"-verb-eo "encuestar"-verb-es
"encuestar"-verb-es "enketi"-verb-eo
"principal"-adjective-es "ĉefa"-adjective-eo
"ĉefa"-adjective-eo "principal"-adjective-es
"primo"-adjective-es "unua"-adjective-eo
"unua"-adjective-eo "primo"-adjective-es
"unua"-adjective-eo "primero"-adjective-es
"unua"-adjective-eo "primer"-adjective-es
"primero"-adjective-es "unua"-adjective-eo
"primer"-adjective-es "unua"-adjective-eo
"ekstrema"-adjective-eo "extremo"-adjective-es
"extremo"-adjective-es "ekstrema"-adjective-eo
"superficial"-adjective-es "malprofunda"-adjective-eo
"malprofunda"-adjective-eo "superficial"-adjective-es
"franka"-adjective-eo "franco"-adjective-es
"franco"-adjective-es "franka"-adjective-eo
"natural"-adjective-es "natura"-adjective-eo
"natura"-adjective-eo "natural"-adjective-es
"radical"-adjective-es "radikala"-adjective-eo
"radikala"-adjective-eo "radical"-adjective-es
"laika"-adjective-eo "laico"-adjective-es
"laico"-adjective-es "laika"-adjective-eo
"áspero"-adjective-es "aspra"-adjective-eo
"aspra"-adjective-eo "áspero"-adjective-es
"ácido"-adjective-es "acida"-adjective-eo
"acida"-adjective-eo "ácido"-adjective-es
"acida"-adjective-eo "agrio"-adjective-es
"agrio"-adjective-es "acida"-adjective-eo
"amargo"-adjective-es "maldolĉa"-adjective-eo
"maldolĉa"-adjective-eo "amargo"-adjective-es
"lejano"-adjective-es "malproksima"-adjective-eo
"malproksima"-adjective-eo "lejano"-adjective-es
"malproksima"-adjective-eo "distante"-adjective-es
"distante"-adjective-es "malproksima"-adjective-eo
"senhoma"-adjective-eo "desierto"-adjective-es
"desierto"-adjective-es "senhoma"-adjective-eo
"vacío"-adjective-es "malplena"-adjective-eo
"malplena"-adjective-eo "vacío"-adjective-es
"nulo"-adjective-es "nula"-adjective-eo
"nula"-adjective-eo "nulo"-adjective-es
"molesto"-adjective-es "ĝena"-adjective-eo
"ĝena"-adjective-eo "molesto"-adjective-es
"malbenita"-adjective-eo "maldito"-adjective-es
"maldito"-adjective-es "malbenita"-adjective-eo
"ĉiama"-adjective-eo "permanente"-adjective-es
"permanente"-adjective-es "ĉiama"-adjective-eo
"permanente"-adjective-es "permanenta"-adjective-eo
"permanenta"-adjective-eo "permanente"-adjective-es
"eficaz"-adjective-es "efika"-adjective-eo
"efika"-adjective-eo "eficaz"-adjective-es
"efika"-adjective-eo "eficiente"-adjective-es
"eficiente"-adjective-es "efika"-adjective-eo
"activo"-adjective-es "aktiva"-adjective-eo
"aktiva"-adjective-eo "activo"-adjective-es
"dekstra"-adjective-eo "derecho"-adjective-es
"derecho"-adjective-es "dekstra"-adjective-eo
"rekta"-adjective-eo "directo"-adjective-es
"rekta"-adjective-eo "recto"-adjective-es
"directo"-adjective-es "rekta"-adjective-eo
"recto"-adjective-es "rekta"-adjective-eo
"normal"-adjective-es "normala"-adjective-eo
"normala"-adjective-eo "normal"-adjective-es
"luminoso"-adjective-es "hela"-adjective-eo
"hela"-adjective-eo "luminoso"-adjective-es
"klara"-adjective-eo "claro"-adjective-es
"claro"-adjective-es "klara"-adjective-eo
"insuficiente"-adjective-es "nesufiĉa"-adjective-eo
"nesufiĉa"-adjective-eo "insuficiente"-adjective-es
"raro"-adjective-es "rara"-adjective-eo
"raro"-adjective-es "malofta"-adjective-eo
"rara"-adjective-eo "raro"-adjective-es
"malofta"-adjective-eo "raro"-adjective-es
"insólito"-adjective-es "nekutima"-adjective-eo
"nekutima"-adjective-eo "insólito"-adjective-es
"inestable"-adjective-es "malstabila"-adjective-eo
"malstabila"-adjective-eo "inestable"-adjective-es
"costoso"-adjective-es "peniga"-adjective-eo
"peniga"-adjective-eo "costoso"-adjective-es
"indudable"-adjective-es "nedubebla"-adjective-eo
"nedubebla"-adjective-eo "indudable"-adjective-es
"libre"-adjective-es "libera"-adjective-eo
"libera"-adjective-eo "libre"-adjective-es
"gratuito"-adjective-es "senpaga"-adjective-eo
"senpaga"-adjective-eo "gratuito"-adjective-es
"cuadrado"-adjective-es "kvadrata"-adjective-eo
"kvadrata"-adjective-eo "cuadrado"-adjective-es
"spuri"-verb-eo "rastrear"-verb-es
"rastrear"-verb-es "spuri"-verb-eo
"sumergir"-verb-es "mergi"-verb-eo
"mergi"-verb-eo "sumergir"-verb-es
"manipular"-verb-es "manipuli"-verb-eo
"manipuli"-verb-eo "manipular"-verb-es
"ser"-verb-es "esti"-verb-eo
"esti"-verb-eo "ser"-verb-es
"esti"-verb-eo "estar"-verb-es
"estar"-verb-es "esti"-verb-eo
"extenso"-adjective-es "vasta"-adjective-eo
"vasta"-adjective-eo "extenso"-adjective-es
"vasta"-adjective-eo "vasto"-adjective-es
"vasto"-adjective-es "vasta"-adjective-eo
"controvertido"-adjective-es "polemika"-adjective-eo
"polemika"-adjective-eo "controvertido"-adjective-es
"polemika"-adjective-eo "polémico"-adjective-es
"polémico"-adjective-es "polemika"-adjective-eo
"sistemático"-adjective-es "sistema"-adjective-eo
"sistema"-adjective-eo "sistemático"-adjective-es
"legitimar"-verb-es "legitimi"-verb-eo
"legitimi"-verb-eo "legitimar"-verb-es
"moderado"-adjective-es "modera"-adjective-eo
"modera"-adjective-eo "moderado"-adjective-es
"komunuma"-adjective-eo "comunitario"-adjective-es
"comunitario"-adjective-es "komunuma"-adjective-eo
"colectivo"-adjective-es "kolektiva"-adjective-eo
"kolektiva"-adjective-eo "colectivo"-adjective-es
"confiscar"-verb-es "konfiski"-verb-eo
"konfiski"-verb-eo "confiscar"-verb-es
"konfiski"-verb-eo "incautar"-verb-es
"incautar"-verb-es "konfiski"-verb-eo
"tender"-verb-es "tendenci"-verb-eo
"tendenci"-verb-eo "tender"-verb-es
"heziti"-verb-eo "vacilar"-verb-es
"vacilar"-verb-es "heziti"-verb-eo
"filmar"-verb-es "filmi"-verb-eo
"filmi"-verb-eo "filmar"-verb-es
"franquear"-verb-es "afranki"-verb-eo
"afranki"-verb-eo "franquear"-verb-es
"signifoplena"-adjective-eo "significativo"-adjective-es
"significativo"-adjective-es "signifoplena"-adjective-eo
"significativo"-adjective-es "signifa"-adjective-eo
"signifa"-adjective-eo "significativo"-adjective-es
"mudo"-adjective-es "muta"-adjective-eo
"muta"-adjective-eo "mudo"-adjective-es
"plano"-adjective-es "plata"-adjective-eo
"plano"-adjective-es "ebena"-adjective-eo
"plata"-adjective-eo "plano"-adjective-es
"ebena"-adjective-eo "plano"-adjective-es
"ignorante"-adjective-es "malklera"-adjective-eo
"malklera"-adjective-eo "ignorante"-adjective-es
"estéril"-adjective-es "senfrukta"-adjective-eo
"senfrukta"-adjective-eo "estéril"-adjective-es
"malprospera"-adjective-eo "infructuoso"-adjective-es
"infructuoso"-adjective-es "malprospera"-adjective-eo
"cobarde"-adjective-es "malkuraĝa"-adjective-eo
"malkuraĝa"-adjective-eo "cobarde"-adjective-es
"akomodi"-verb-eo "acomodar"-verb-es
"acomodar"-verb-es "akomodi"-verb-eo
"agredir"-verb-es "agresi"-verb-eo
"agresi"-verb-eo "agredir"-verb-es
"fino"-adjective-es "fajna"-adjective-eo
"fajna"-adjective-eo "fino"-adjective-es
"hasta"-preposition-es "ĝis"-preposition-eo
"ĝis"-preposition-eo "hasta"-preposition-es
"kiel"-preposition-eo "como"-preposition-es
"como"-preposition-es "kiel"-preposition-eo
"en vez de"-preposition-es "anstataŭ"-preposition-eo
"anstataŭ"-preposition-eo "en vez de"-preposition-es
"junto con"-preposition-es "kune kun"-preposition-eo
"kune kun"-preposition-eo "junto con"-preposition-es
"a pesar de"-preposition-es "malgraŭ"-preposition-eo
"malgraŭ"-preposition-eo "a pesar de"-preposition-es
"malgraŭ"-preposition-eo "pese a"-preposition-es
"pese a"-preposition-es "malgraŭ"-preposition-eo
"debido a"-preposition-es "pro"-preposition-eo
"pro"-preposition-eo "debido a"-preposition-es
"pro"-preposition-eo "a causa de"-preposition-es
"a causa de"-preposition-es "pro"-preposition-eo
"diez"-numeral-es "dek"-numeral-eo
"dek"-numeral-eo "diez"-numeral-es
"cien"-numeral-es "cent"-numeral-eo
"cent"-numeral-eo "cien"-numeral-es
"mil"-numeral-es "mil"-numeral-eo
"mil"-numeral-eo "mil"-numeral-es
"tercero"-adjective-es "tria"-adjective-eo
"tria"-adjective-eo "tercero"-adjective-es
"y"-coordinatingConjunction-es "kaj"-coordinatingConjunction-eo
"kaj"-coordinatingConjunction-eo "y"-coordinatingConjunction-es
"sed"-coordinatingConjunction-eo "sino"-coordinatingConjunction-es
"sed"-coordinatingConjunction-eo "pero"-coordinatingConjunction-es
"sino"-coordinatingConjunction-es "sed"-coordinatingConjunction-eo
"pero"-coordinatingConjunction-es "sed"-coordinatingConjunction-eo
"o"-coordinatingConjunction-es "aŭ"-coordinatingConjunction-eo
"aŭ"-coordinatingConjunction-eo "o"-coordinatingConjunction-es
"ni"-coordinatingConjunction-es "nek"-coordinatingConjunction-eo
"nek"-coordinatingConjunction-eo "ni"-coordinatingConjunction-es
"ke"-subordinatingConjunction-eo "de que"-subordinatingConjunction-es
"ke"-subordinatingConjunction-eo "que"-subordinatingConjunction-es
"de que"-subordinatingConjunction-es "ke"-subordinatingConjunction-eo
"que"-subordinatingConjunction-es "ke"-subordinatingConjunction-eo
"negativamente"-adverb-es "negative"-adverb-eo
"negative"-adverb-eo "negativamente"-adverb-es
"no"-adverb-es "ne"-adverb-eo
"no"-adverb-es "ne-"-adverb-eo
"ne"-adverb-eo "no"-adverb-es
"ne-"-adverb-eo "no"-adverb-es
"malfermite"-adverb-eo "abiertamente"-adverb-es
"abiertamente"-adverb-es "malfermite"-adverb-eo
"sin tapujos"-adverb-es "senkaŝe"-adverb-eo
"senkaŝe"-adverb-eo "sin tapujos"-adverb-es
"públicamente"-adverb-es "publike"-adverb-eo
"publike"-adverb-eo "públicamente"-adverb-es
"preskaŭ"-adverb-eo "prácticamente"-adverb-es
