"avoir l'habitude de"-verb-fr "tener la costumbre de"-verb-es
"sepelio"-noun-es "inhumation"-noun-fr
"inhumación"-noun-es "inhumation"-noun-fr
"mer Caspienne"-properNoun-fr "Mar Caspio"-properNoun-es
"Mar Caspio"-properNoun-es "mer Caspienne"-properNoun-fr
"vanter"-verb-fr "jactar"-verb-es
"jactar"-verb-es "vanter"-verb-fr
"Phrygie"-properNoun-fr "Frigia"-properNoun-es
"Frigia"-properNoun-es "Phrygie"-properNoun-fr
"Piaf"-properNoun-fr "Piaf"-properNoun-es
"Piaf"-properNoun-es "Piaf"-properNoun-fr
"Antonsson"-properNoun-fr "Antonsson"-properNoun-es
"Antonsson"-properNoun-es "Antonsson"-properNoun-fr
"spiritualité"-noun-fr "spiritualidad"-noun-es
"spiritualidad"-noun-es "spiritualité"-noun-fr
"Haute-Vienne"-properNoun-fr "Alto Viena"-properNoun-es
"Alto Viena"-properNoun-es "Haute-Vienne"-properNoun-fr
"Damart"-properNoun-fr "Damart"-properNoun-es
"Damart"-properNoun-es "Damart"-properNoun-fr
"Beaskoetxea"-properNoun-fr "Beaskoetxea"-properNoun-es
"Beaskoetxea"-properNoun-es "Beaskoetxea"-properNoun-fr
"Adria"-properNoun-fr "Adria"-properNoun-es
"Adria"-properNoun-es "Adria"-properNoun-fr
"seigneurie"-noun-fr "señoría"-noun-es
"señoría"-noun-es "seigneurie"-noun-fr
"Annabella"-properNoun-fr "Annabella"-properNoun-es
"Annabella"-properNoun-es "Annabella"-properNoun-fr
"indifféremment"-adverb-fr "indiferamente"-adverb-es
"indiferamente"-adverb-es "indifféremment"-adverb-fr
"Maiza"-properNoun-fr "Maiza"-properNoun-es
"Maiza"-properNoun-es "Maiza"-properNoun-fr
"Grenoble"-properNoun-fr "Grenoble"-properNoun-es
"Grenoble"-properNoun-es "Grenoble"-properNoun-fr
"voilà"-adverb-fr "ahí está"-adverb-es
"ahí está"-adverb-es "voilà"-adverb-fr
"fromagerie"-noun-fr "quesería"-noun-es
"quesería"-noun-es "fromagerie"-noun-fr
"sultanat"-noun-fr "sultanato"-noun-es
"sultanato"-noun-es "sultanat"-noun-fr
"inhabitabilité"-noun-fr "inhabitabilidad"-noun-es
"inhabitabilidad"-noun-es "inhabitabilité"-noun-fr
"Uribarri"-properNoun-fr "Uribarri"-properNoun-es
"Uribarri"-properNoun-es "Uribarri"-properNoun-fr
"Amutxastegi"-properNoun-fr "Amutxastegi"-properNoun-es
"Amutxastegi"-properNoun-es "Amutxastegi"-properNoun-fr
"exacerbation"-noun-fr "exacerbación"-noun-es
"exacerbación"-noun-es "exacerbation"-noun-fr
"Altadis"-properNoun-fr "Altadis"-properNoun-es
"Altadis"-properNoun-es "Altadis"-properNoun-fr
"Compiègne"-properNoun-fr "Compiègne"-properNoun-es
"Compiègne"-properNoun-es "Compiègne"-properNoun-fr
"Tutundjian"-properNoun-fr "Tutundjian"-properNoun-es
"Tutundjian"-properNoun-es "Tutundjian"-properNoun-fr
"au jour d'aujourd'hui"-adverb-fr "en el día de hoy"-adverb-es
"en el día de hoy"-adverb-es "au jour d'aujourd'hui"-adverb-fr
"dévoué"-adjective-fr "abnegado"-adjective-es
"abnegado"-adjective-es "dévoué"-adjective-fr
"Edmund"-properNoun-fr "Edmund"-properNoun-es
"Edmund"-properNoun-es "Edmund"-properNoun-fr
"Las Palmas"-properNoun-fr "Las Palmas"-properNoun-es
"Las Palmas"-properNoun-es "Las Palmas"-properNoun-fr
"UPN"-noun-fr "UPN"-noun-es
"UPN"-noun-es "UPN"-noun-fr
"Mireille"-properNoun-fr "Mireille"-properNoun-es
"Mireille"-properNoun-es "Mireille"-properNoun-fr
"Compostelle"-properNoun-fr "Compostela"-properNoun-es
"Compostela"-properNoun-es "Compostelle"-properNoun-fr
"Stalingrad"-properNoun-fr "Stalingrado"-properNoun-es
"Stalingrado"-properNoun-es "Stalingrad"-properNoun-fr
"zen"-adjective-fr "zen"-adjective-es
"zen"-adjective-es "zen"-adjective-fr
"Chiraz"-properNoun-fr "Shiraz"-properNoun-es
"Shiraz"-properNoun-es "Chiraz"-properNoun-fr
"exciter"-verb-fr "azuzar"-verb-es
"azuzar"-verb-es "exciter"-verb-fr
"spoliation"-noun-fr "expoliación"-noun-es
"spoliation"-noun-fr "espoliación"-noun-es
"expoliación"-noun-es "spoliation"-noun-fr
"espoliación"-noun-es "spoliation"-noun-fr
"Syracuse"-properNoun-fr "Siracusa"-properNoun-es
"Siracusa"-properNoun-es "Syracuse"-properNoun-fr
"récidiviste"-noun-fr "reincidente"-noun-es
"reincidente"-noun-es "récidiviste"-noun-fr
"Pays de Loire"-properNoun-fr "País del Loira"-properNoun-es
"País del Loira"-properNoun-es "Pays de Loire"-properNoun-fr
"gypaète"-noun-fr "quebrantahuesos"-noun-es
"quebrantahuesos"-noun-es "gypaète"-noun-fr
"Aizpuru"-properNoun-fr "Aizpuru"-properNoun-es
"Aizpuru"-properNoun-es "Aizpuru"-properNoun-fr
"Le Corbusier"-properNoun-fr "Le Corbusier"-properNoun-es
"Le Corbusier"-properNoun-es "Le Corbusier"-properNoun-fr
"Abasolo"-properNoun-fr "Abasolo"-properNoun-es
"Abasolo"-properNoun-es "Abasolo"-properNoun-fr
"à huis clos"-adverb-fr "a puerta cerrada"-adverb-es
"a puerta cerrada"-adverb-es "à huis clos"-adverb-fr
"Rina"-properNoun-fr "Rina"-properNoun-es
"Rina"-properNoun-es "Rina"-properNoun-fr
"Françoise"-properNoun-fr "Françoise"-properNoun-es
"Françoise"-properNoun-es "Françoise"-properNoun-fr
"Guéret"-properNoun-fr "Guéret"-properNoun-es
"Guéret"-properNoun-es "Guéret"-properNoun-fr
"conseil"-noun-fr "concello"-noun-es
"concello"-noun-es "conseil"-noun-fr
"Piccinini"-properNoun-fr "Piccinini"-properNoun-es
"Piccinini"-properNoun-es "Piccinini"-properNoun-fr
"poignée"-noun-fr "tiborta"-noun-es
"tiborta"-noun-es "poignée"-noun-fr
"Van"-properNoun-fr "Van"-properNoun-es
"Van"-properNoun-es "Van"-properNoun-fr
"initié"-adjective-fr "iniciado"-adjective-es
"iniciado"-adjective-es "initié"-adjective-fr
"Ang Lee"-properNoun-fr "Ang Lee"-properNoun-es
"Ang Lee"-properNoun-es "Ang Lee"-properNoun-fr
"Saône-et-Loire"-properNoun-fr "Saona y Loira"-properNoun-es
"Saône-et-Loire"-properNoun-fr "Saône-et-Loire"-properNoun-es
"Saona y Loira"-properNoun-es "Saône-et-Loire"-properNoun-fr
"Saône-et-Loire"-properNoun-es "Saône-et-Loire"-properNoun-fr
"Bissau"-properNoun-fr "Bissau"-properNoun-es
"Bissau"-properNoun-es "Bissau"-properNoun-fr
"Agapito"-properNoun-fr "Agapito"-properNoun-es
"Agapito"-properNoun-es "Agapito"-properNoun-fr
"participer à"-verb-fr "participar en"-verb-es
"participar en"-verb-es "participer à"-verb-fr
"ruse"-noun-fr "ardid"-noun-es
"ardid"-noun-es "ruse"-noun-fr
"Brutus"-properNoun-fr "Bruto"-properNoun-es
"Bruto"-properNoun-es "Brutus"-properNoun-fr
"Sébastopol"-properNoun-fr "Sebastopol"-properNoun-es
"Sebastopol"-properNoun-es "Sébastopol"-properNoun-fr
"Allah"-properNoun-fr "Allah"-properNoun-es
"Allah"-properNoun-es "Allah"-properNoun-fr
"Agrippine"-properNoun-fr "Agripina"-properNoun-es
"Agripina"-properNoun-es "Agrippine"-properNoun-fr
"Banesto"-properNoun-fr "Banesto"-properNoun-es
"Banesto"-properNoun-es "Banesto"-properNoun-fr
"Erdogan"-properNoun-fr "Erdogan"-properNoun-es
"Erdogan"-properNoun-es "Erdogan"-properNoun-fr
"tripartite"-adjective-fr "tripartito"-adjective-es
"tripartito"-adjective-es "tripartite"-adjective-fr
"autofiction"-noun-fr "autoficción"-noun-es
"autoficción"-noun-es "autofiction"-noun-fr
"locatif"-adjective-fr "para alquilar"-adjective-es
"para alquilar"-adjective-es "locatif"-adjective-fr
"Annapolis"-properNoun-fr "Annapolis"-properNoun-es
"Annapolis"-properNoun-es "Annapolis"-properNoun-fr
"Blois"-properNoun-fr "Blois"-properNoun-es
"Blois"-properNoun-es "Blois"-properNoun-fr
"sceller"-verb-fr "precintar"-verb-es
"precintar"-verb-es "sceller"-verb-fr
"amoralité"-noun-fr "amoralidad"-noun-es
"amoralidad"-noun-es "amoralité"-noun-fr
"Auschwitz"-properNoun-fr "Auschwitz"-properNoun-es
"Auschwitz"-properNoun-es "Auschwitz"-properNoun-fr
"Elizegi"-properNoun-fr "Elizegi"-properNoun-es
"Elizegi"-properNoun-es "Elizegi"-properNoun-fr
"Victor Hugo"-properNoun-fr "Victor Hugo"-properNoun-es
"Victor Hugo"-properNoun-es "Victor Hugo"-properNoun-fr
"flash"-noun-fr "flash"-noun-es
"flash"-noun-fr "fogonazo"-noun-es
"flash"-noun-es "flash"-noun-fr
"fogonazo"-noun-es "flash"-noun-fr
"Junior"-properNoun-fr "Junior"-properNoun-es
"Junior"-properNoun-es "Junior"-properNoun-fr
"Colchide"-properNoun-fr "Cólquida"-properNoun-es
"Cólquida"-properNoun-es "Colchide"-properNoun-fr
"estampille"-noun-fr "estampilla"-noun-es
"estampilla"-noun-es "estampille"-noun-fr
"animiste"-adjective-fr "animista"-adjective-es
"animista"-adjective-es "animiste"-adjective-fr
"dégradant"-adjective-fr "denigrante"-adjective-es
"denigrante"-adjective-es "dégradant"-adjective-fr
"gagnant"-adjective-fr "premiado"-adjective-es
"gagnant"-adjective-fr "agraciado"-adjective-es
"premiado"-adjective-es "gagnant"-adjective-fr
"agraciado"-adjective-es "gagnant"-adjective-fr
"anticancéreux"-adjective-fr "anticanceroso"-adjective-es
"anticanceroso"-adjective-es "anticancéreux"-adjective-fr
"Kouchner"-properNoun-fr "Kouchner"-properNoun-es
"Kouchner"-properNoun-es "Kouchner"-properNoun-fr
"Marlene"-properNoun-fr "Marlene"-properNoun-es
"Marlene"-properNoun-es "Marlene"-properNoun-fr
"acompte"-noun-fr "cuota inicial"-noun-es
"cuota inicial"-noun-es "acompte"-noun-fr
"Miholjevic"-properNoun-fr "Miholjevic"-properNoun-es
"Miholjevic"-properNoun-es "Miholjevic"-properNoun-fr
"succomber"-verb-fr "sucumbir"-verb-es
"sucumbir"-verb-es "succomber"-verb-fr
"procuration"-noun-fr "procuración"-noun-es
"procuración"-noun-es "procuration"-noun-fr
"Souabe"-properNoun-fr "Suabia"-properNoun-es
"Suabia"-properNoun-es "Souabe"-properNoun-fr
"Bergaretxe"-properNoun-fr "Bergaretxe"-properNoun-es
"Bergaretxe"-properNoun-es "Bergaretxe"-properNoun-fr
"Jean-Martin"-properNoun-fr "Jean-Martin"-properNoun-es
"Jean-Martin"-properNoun-es "Jean-Martin"-properNoun-fr
"Movistar"-properNoun-fr "Movistar"-properNoun-es
"Movistar"-properNoun-es "Movistar"-properNoun-fr
"Fuji"-properNoun-fr "Fuji"-properNoun-es
"Fuji"-properNoun-es "Fuji"-properNoun-fr
"Ibaeta"-properNoun-fr "Ibaeta"-properNoun-es
"Ibaeta"-properNoun-es "Ibaeta"-properNoun-fr
"Jeux olympiques"-properNoun-fr "Juegos Olímpicos"-properNoun-es
"Jeux olympiques"-properNoun-fr "Olimpiadas"-properNoun-es
"Juegos Olímpicos"-properNoun-es "Jeux olympiques"-properNoun-fr
"Olimpiadas"-properNoun-es "Jeux olympiques"-properNoun-fr
"héritier"-adjective-fr "heredero"-adjective-es
"heredero"-adjective-es "héritier"-adjective-fr
"Tayyip"-properNoun-fr "Tayyip"-properNoun-es
"Tayyip"-properNoun-es "Tayyip"-properNoun-fr
"photo-galerie"-noun-fr "fotogalería"-noun-es
"fotogalería"-noun-es "photo-galerie"-noun-fr
"fotogalería"-noun-es "photogalerie"-noun-fr
"photogalerie"-noun-fr "fotogalería"-noun-es
"conféré"-adjective-fr "conferido"-adjective-es
"conferido"-adjective-es "conféré"-adjective-fr
"registre"-noun-fr "libro de registro"-noun-es
"libro de registro"-noun-es "registre"-noun-fr
"AMC"-noun-fr "AMC"-noun-es
"AMC"-noun-es "AMC"-noun-fr
"Aldekoa"-properNoun-fr "Aldekoa"-properNoun-es
"Aldekoa"-properNoun-es "Aldekoa"-properNoun-fr
"AMP"-properNoun-fr "AMP"-properNoun-es
"AMP"-properNoun-es "AMP"-properNoun-fr
"pakistanais"-adjective-fr "pakistaní"-adjective-es
"pakistaní"-adjective-es "pakistanais"-adjective-fr
"dominé"-adjective-fr "liderado"-adjective-es
"liderado"-adjective-es "dominé"-adjective-fr
"Citroen"-properNoun-fr "Citroen"-properNoun-es
"Citroen"-properNoun-es "Citroen"-properNoun-fr
"EMV"-noun-fr "EMV"-noun-es
"EMV"-noun-es "EMV"-noun-fr
"marginalité"-noun-fr "marginalidad"-noun-es
"marginalidad"-noun-es "marginalité"-noun-fr
"bioéthique"-noun-fr "bioética"-noun-es
"bioética"-noun-es "bioéthique"-noun-fr
"Antonella"-properNoun-fr "Antonella"-properNoun-es
"Antonella"-properNoun-es "Antonella"-properNoun-fr
"apprêter"-verb-fr "aprestar"-verb-es
"aprestar"-verb-es "apprêter"-verb-fr
"José María Barreda"-properNoun-fr "José María Barreda"-properNoun-es
"José María Barreda"-properNoun-es "José María Barreda"-properNoun-fr
"dupliquer"-verb-fr "diplicar"-verb-es
"diplicar"-verb-es "dupliquer"-verb-fr
"plomber"-verb-fr "plomar"-verb-es
"plomar"-verb-es "plomber"-verb-fr
"momentanément"-adverb-fr "motociclista"-adverb-es
"motociclista"-adverb-es "momentanément"-adverb-fr
"amuse-gueule"-noun-fr "pintxo"-noun-es
"pintxo"-noun-es "amuse-gueule"-noun-fr
"Fabia"-properNoun-fr "Fabia"-properNoun-es
"Fabia"-properNoun-es "Fabia"-properNoun-fr
"Léman"-properNoun-fr "Lemán"-properNoun-es
"Lemán"-properNoun-es "Léman"-properNoun-fr
"CEE"-properNoun-fr "CEU"-properNoun-es
"CEU"-properNoun-es "CEE"-properNoun-fr
"grillage"-noun-fr "alambrado"-noun-es
"alambrado"-noun-es "grillage"-noun-fr
"lendemain"-noun-fr "el día siguiente"-noun-es
"el día siguiente"-noun-es "lendemain"-noun-fr
"risquer"-verb-fr "correr el riesgo"-verb-es
"correr el riesgo"-verb-es "risquer"-verb-fr
"climatisation"-noun-fr "climatización"-noun-es
"climatización"-noun-es "climatisation"-noun-fr
"a instancias de"-preposition-es "à la demande de"-preposition-fr
"à la demande de"-preposition-fr "a instancias de"-preposition-es
"mer Baltique"-properNoun-fr "Mar Báltico"-properNoun-es
"Mar Báltico"-properNoun-es "mer Baltique"-properNoun-fr
"Antonelli"-properNoun-fr "Antonelli"-properNoun-es
"Antonelli"-properNoun-es "Antonelli"-properNoun-fr
"Astana"-properNoun-fr "Astana"-properNoun-es
"Astana"-properNoun-es "Astana"-properNoun-fr
"accordable"-adjective-fr "otorgable"-adjective-es
"otorgable"-adjective-es "accordable"-adjective-fr
"associé"-adjective-fr "asociado"-adjective-es
"associé"-adjective-fr "mancomunado"-adjective-es
"asociado"-adjective-es "associé"-adjective-fr
"mancomunado"-adjective-es "associé"-adjective-fr
"Caton"-properNoun-fr "Catón"-properNoun-es
"Catón"-properNoun-es "Caton"-properNoun-fr
"Simenon"-properNoun-fr "Simenon"-properNoun-es
"Simenon"-properNoun-es "Simenon"-properNoun-fr
"Arenal"-properNoun-fr "Arenal"-properNoun-es
"Arenal"-properNoun-es "Arenal"-properNoun-fr
"Lausanne"-properNoun-fr "Lausana"-properNoun-es
"Lausanne"-properNoun-fr "Lausanne"-properNoun-es
"Lausana"-properNoun-es "Lausanne"-properNoun-fr
"Lausanne"-properNoun-es "Lausanne"-properNoun-fr
"Le Pirée"-properNoun-fr "El Pireo"-properNoun-es
"El Pireo"-properNoun-es "Le Pirée"-properNoun-fr
"insensibilité"-noun-fr "insensibilidad"-noun-es
"insensibilidad"-noun-es "insensibilité"-noun-fr
"Sandra Bullock"-properNoun-fr "Sandra Bullock"-properNoun-es
"Sandra Bullock"-properNoun-es "Sandra Bullock"-properNoun-fr
"échantillonnage"-noun-fr "muestrario"-noun-es
"muestrario"-noun-es "échantillonnage"-noun-fr
"OP"-noun-fr "obrero profesional"-noun-es
"obrero profesional"-noun-es "OP"-noun-fr
"sous-gouverneur"-noun-fr "subgobernador"-noun-es
"subgobernador"-noun-es "sous-gouverneur"-noun-fr
"aspirateur"-adjective-fr "aspirador"-adjective-es
"aspirador"-adjective-es "aspirateur"-adjective-fr
"Canal Plus"-properNoun-fr "Canal Plus"-properNoun-es
"Canal Plus"-properNoun-es "Canal Plus"-properNoun-fr
"en avance"-adverb-fr "por anticipado"-adverb-es
"por anticipado"-adverb-es "en avance"-adverb-fr
"inadmission"-noun-fr "inadmisión"-noun-es
"inadmisión"-noun-es "inadmission"-noun-fr
"dumping"-noun-fr "dumping"-noun-es
"dumping"-noun-es "dumping"-noun-fr
"placidité"-noun-fr "placidez"-noun-es
"placidez"-noun-es "placidité"-noun-fr
"agonisant"-adjective-fr "agonizante"-adjective-es
"agonizante"-adjective-es "agonisant"-adjective-fr
"Gustov"-properNoun-fr "Gustov"-properNoun-es
"Gustov"-properNoun-es "Gustov"-properNoun-fr
"ouvrir"-verb-fr "aperturar"-verb-es
"aperturar"-verb-es "ouvrir"-verb-fr
"Deutsche"-properNoun-fr "Deutsche"-properNoun-es
"Deutsche"-properNoun-es "Deutsche"-properNoun-fr
"Languedoc-Roussillon"-properNoun-fr "Languedoc-Rosellón"-properNoun-es
"Languedoc-Roussillon"-properNoun-fr "Languedoc-Roussillon"-properNoun-es
"Languedoc-Rosellón"-properNoun-es "Languedoc-Roussillon"-properNoun-fr
"Languedoc-Roussillon"-properNoun-es "Languedoc-Roussillon"-properNoun-fr
"transsexualité"-noun-fr "transexualidad"-noun-es
"transexualidad"-noun-es "transsexualité"-noun-fr
"cher"-adjective-fr "entrañable"-adjective-es
"entrañable"-adjective-es "cher"-adjective-fr
"relativisation"-noun-fr "relativización"-noun-es
"relativización"-noun-es "relativisation"-noun-fr
"Bronislaw"-properNoun-fr "Bronislaw"-properNoun-es
"Bronislaw"-properNoun-es "Bronislaw"-properNoun-fr
"Baixo Alentejo"-properNoun-fr "Bajo Alentejo"-properNoun-es
"Bajo Alentejo"-properNoun-es "Baixo Alentejo"-properNoun-fr
"à l'époque de"-preposition-fr "en la época de"-preposition-es
"à l'époque de"-preposition-fr "en los tiempos de"-preposition-es
"en la época de"-preposition-es "à l'époque de"-preposition-fr
"en los tiempos de"-preposition-es "à l'époque de"-preposition-fr
"Bourg-en-Bresse"-properNoun-fr "Bourg-en-Bresse"-properNoun-es
"Bourg-en-Bresse"-properNoun-es "Bourg-en-Bresse"-properNoun-fr
"retranscription"-noun-fr "retranscripción"-noun-es
"retranscripción"-noun-es "retranscription"-noun-fr
"AI"-noun-fr "AI"-noun-es
"AI"-noun-es "AI"-noun-fr
"excellence"-noun-fr "Exc"-noun-es
"excellence"-noun-fr "Excl"-noun-es
"Exc"-noun-es "excellence"-noun-fr
"Excl"-noun-es "excellence"-noun-fr
"abondamment"-adverb-fr "largo y tendido"-adverb-es
"largo y tendido"-adverb-es "abondamment"-adverb-fr
"accidenter"-verb-fr "accidentar"-verb-es
"accidentar"-verb-es "accidenter"-verb-fr
"bureau de poste"-noun-fr "oficina de correos"-noun-es
"oficina de correos"-noun-es "bureau de poste"-noun-fr
"de la même manière"-adverb-fr "del mismo modo"-adverb-es
"del mismo modo"-adverb-es "de la même manière"-adverb-fr
"Dili"-properNoun-fr "Dili"-properNoun-es
"Dili"-properNoun-es "Dili"-properNoun-fr
"Ionie"-properNoun-fr "Jonia"-properNoun-es
"Jonia"-properNoun-es "Ionie"-properNoun-fr
"Krauss"-properNoun-fr "Krauss"-properNoun-es
"Krauss"-properNoun-es "Krauss"-properNoun-fr
"Jules César"-properNoun-fr "Julio César"-properNoun-es
"Julio César"-properNoun-es "Jules César"-properNoun-fr
"virilité"-noun-fr "virilidad"-noun-es
"virilidad"-noun-es "virilité"-noun-fr
"respectabilité"-noun-fr "respetabilidad"-noun-es
"respetabilidad"-noun-es "respectabilité"-noun-fr
"lieu de naissance"-noun-fr "lugar de nacimiento"-noun-es
"lugar de nacimiento"-noun-es "lieu de naissance"-noun-fr
"Barthez"-properNoun-fr "Barthez"-properNoun-es
"Barthez"-properNoun-es "Barthez"-properNoun-fr
"Apalantza"-properNoun-fr "Apalantza"-properNoun-es
"Apalantza"-properNoun-es "Apalantza"-properNoun-fr
"ENA"-properNoun-fr "ENA"-properNoun-es
"ENA"-properNoun-es "ENA"-properNoun-fr
"Sorbonne"-properNoun-fr "Sorbona"-properNoun-es
"Sorbona"-properNoun-es "Sorbonne"-properNoun-fr
"Claudine"-properNoun-fr "Claudine"-properNoun-es
"Claudine"-properNoun-es "Claudine"-properNoun-fr
"Oran"-properNoun-fr "Orán"-properNoun-es
"Orán"-properNoun-es "Oran"-properNoun-fr
"africaniste"-noun-fr "africanista"-noun-es
"africanista"-noun-es "africaniste"-noun-fr
"Celta"-properNoun-fr "Celta"-properNoun-es
"Celta"-properNoun-es "Celta"-properNoun-fr
"Aerosmith"-properNoun-fr "Aerosmith"-properNoun-es
"Aerosmith"-properNoun-es "Aerosmith"-properNoun-fr
"débiter"-verb-fr "debitar"-verb-es
"debitar"-verb-es "débiter"-verb-fr
"Yves"-properNoun-fr "Yves"-properNoun-es
"Yves"-properNoun-es "Yves"-properNoun-fr
"Adour"-properNoun-fr "Adur"-properNoun-es
"Adur"-properNoun-es "Adour"-properNoun-fr
"trait"-noun-fr "ordeñado"-noun-es
"ordeñado"-noun-es "trait"-noun-fr
"Cofidis"-properNoun-fr "Cofidis"-properNoun-es
"Cofidis"-properNoun-es "Cofidis"-properNoun-fr
"navigateur"-adjective-fr "navegador"-adjective-es
"navegador"-adjective-es "navigateur"-adjective-fr
"Ancash"-properNoun-fr "Ancash"-properNoun-es
"Ancash"-properNoun-es "Ancash"-properNoun-fr
"oublier"-verb-fr "despreocupar"-verb-es
"despreocupar"-verb-es "oublier"-verb-fr
"Montagnes Rocheuses"-properNoun-fr "Montañas Rocosas"-properNoun-es
"Montañas Rocosas"-properNoun-es "Montagnes Rocheuses"-properNoun-fr
"Bucovine"-properNoun-fr "Bucovina"-properNoun-es
"Bucovine"-properNoun-fr "Bukovina"-properNoun-es
"Bucovina"-properNoun-es "Bucovine"-properNoun-fr
"Bukovina"-properNoun-es "Bucovine"-properNoun-fr
"pressentir"-verb-fr "intuir"-verb-es
"intuir"-verb-es "pressentir"-verb-fr
"dénonciation"-noun-fr "denunciación"-noun-es
"denunciación"-noun-es "dénonciation"-noun-fr
"Trajan"-properNoun-fr "Trajano"-properNoun-es
"Trajano"-properNoun-es "Trajan"-properNoun-fr
"tour de Babel"-properNoun-fr "torre de Babel"-properNoun-es
"torre de Babel"-properNoun-es "tour de Babel"-properNoun-fr
"Silverstone"-properNoun-fr "Silverstone"-properNoun-es
"Silverstone"-properNoun-es "Silverstone"-properNoun-fr
"Dédale"-properNoun-fr "Dédalo"-properNoun-es
"Dédalo"-properNoun-es "Dédale"-properNoun-fr
"jour"-noun-fr "días vista"-noun-es
"jour"-noun-fr "días fecha"-noun-es
"días vista"-noun-es "jour"-noun-fr
"días fecha"-noun-es "jour"-noun-fr
"fémoral"-adjective-fr "femoral"-adjective-es
"femoral"-adjective-es "fémoral"-adjective-fr
"Agrippa"-properNoun-fr "Agripa"-properNoun-es
"Agripa"-properNoun-es "Agrippa"-properNoun-fr
"Bidart"-properNoun-fr "Bidart"-properNoun-es
"Bidart"-properNoun-es "Bidart"-properNoun-fr
"Ajuriaguerra"-properNoun-fr "Ajuriaguerra"-properNoun-es
"Ajuriaguerra"-properNoun-es "Ajuriaguerra"-properNoun-fr
"précondition"-noun-fr "precondición"-noun-es
"precondición"-noun-es "précondition"-noun-fr
"Angelich"-properNoun-fr "Angelich"-properNoun-es
"Angelich"-properNoun-es "Angelich"-properNoun-fr
"Azkarraga"-properNoun-fr "Azkarraga"-properNoun-es
"Azkarraga"-properNoun-es "Azkarraga"-properNoun-fr
"Daniele"-properNoun-fr "Daniele"-properNoun-es
