"n'importe quel"-determiner-fr "qualsevol"-determiner-ca
"objecter"-verb-fr "objectar"-verb-ca
"objectar"-verb-ca "objecter"-verb-fr
"objectiu"-adjective-ca "objectif"-adjective-fr
"objectif"-adjective-fr "objectiu"-adjective-ca
"simple"-adjective-fr "mer"-adjective-ca
"simple"-adjective-fr "simple"-adjective-ca
"simple"-adjective-fr "senzill"-adjective-ca
"mer"-adjective-ca "simple"-adjective-fr
"simple"-adjective-ca "simple"-adjective-fr
"senzill"-adjective-ca "simple"-adjective-fr
"sincère"-adjective-fr "sincer"-adjective-ca
"sincer"-adjective-ca "sincère"-adjective-fr
"divers"-adjective-fr "divers"-adjective-ca
"divers"-adjective-fr "vari"-adjective-ca
"divers"-adjective-ca "divers"-adjective-fr
"vari"-adjective-ca "divers"-adjective-fr
"différent"-adjective-fr "diferent"-adjective-ca
"diferent"-adjective-ca "différent"-adjective-fr
"característic"-adjective-ca "caractéristique"-adjective-fr
"caractéristique"-adjective-fr "característic"-adjective-ca
"variable"-adjective-ca "variable"-adjective-fr
"variable"-adjective-fr "variable"-adjective-ca
"inestable"-adjective-ca "instable"-adjective-fr
"instable"-adjective-fr "inestable"-adjective-ca
"valent"-adjective-ca "courageux"-adjective-fr
"courageux"-adjective-fr "valent"-adjective-ca
"audacieux"-adjective-fr "audaç"-adjective-ca
"audaç"-adjective-ca "audacieux"-adjective-fr
"afrontar"-verb-ca "affronter"-verb-fr
"affronter"-verb-fr "afrontar"-verb-ca
"digne"-adjective-fr "digne"-adjective-ca
"digne"-adjective-ca "digne"-adjective-fr
"injust"-adjective-ca "injuste"-adjective-fr
"injuste"-adjective-fr "injust"-adjective-ca
"fals"-adjective-ca "faux"-adjective-fr
"faux"-adjective-fr "fals"-adjective-ca
"faible"-adjective-fr "dèbil"-adjective-ca
"faible"-adjective-fr "feble"-adjective-ca
"dèbil"-adjective-ca "faible"-adjective-fr
"feble"-adjective-ca "faible"-adjective-fr
"vulgaire"-adjective-fr "vulgar"-adjective-ca
"vulgar"-adjective-ca "vulgaire"-adjective-fr
"furieux"-adjective-fr "furiós"-adjective-ca
"furiós"-adjective-ca "furieux"-adjective-fr
"sec"-adjective-ca "sec"-adjective-fr
"sec"-adjective-fr "sec"-adjective-ca
"present"-adjective-ca "présent"-adjective-fr
"présent"-adjective-fr "present"-adjective-ca
"long"-adjective-fr "llarg"-adjective-ca
"llarg"-adjective-ca "long"-adjective-fr
"ampli"-adjective-ca "ample"-adjective-fr
"ample"-adjective-fr "ampli"-adjective-ca
"ample"-adjective-ca "large"-adjective-fr
"large"-adjective-fr "ample"-adjective-ca
"excessif"-adjective-fr "excessiu"-adjective-ca
"excessiu"-adjective-ca "excessif"-adjective-fr
"ofensiu"-adjective-ca "offensif"-adjective-fr
"offensif"-adjective-fr "ofensiu"-adjective-ca
"controvertit"-adjective-ca "controversé"-adjective-fr
"controversé"-adjective-fr "controvertit"-adjective-ca
"controversé"-adjective-fr "polèmic"-adjective-ca
"polèmic"-adjective-ca "controversé"-adjective-fr
"polèmic"-adjective-ca "polémique"-adjective-fr
"polémique"-adjective-fr "polèmic"-adjective-ca
"discutible"-adjective-ca "discutable"-adjective-fr
"discutable"-adjective-fr "discutible"-adjective-ca
"douteux"-adjective-fr "dubtós"-adjective-ca
"dubtós"-adjective-ca "douteux"-adjective-fr
"incertain"-adjective-fr "incert"-adjective-ca
"incert"-adjective-ca "incertain"-adjective-fr
"agressif"-adjective-fr "agressiu"-adjective-ca
"agressiu"-adjective-ca "agressif"-adjective-fr
"vergonyós"-adjective-ca "honteux"-adjective-fr
"honteux"-adjective-fr "vergonyós"-adjective-ca
"timide"-adjective-fr "tímid"-adjective-ca
"tímid"-adjective-ca "timide"-adjective-fr
"fràgil"-adjective-ca "fragile"-adjective-fr
"fragile"-adjective-fr "fràgil"-adjective-ca
"inquiet"-adjective-ca "inquiet"-adjective-fr
"inquiet"-adjective-fr "inquiet"-adjective-ca
"défavorable"-adjective-fr "desfavorable"-adjective-ca
"desfavorable"-adjective-ca "défavorable"-adjective-fr
"hostil"-adjective-ca "hostile"-adjective-fr
"hostile"-adjective-fr "hostil"-adjective-ca
"discret"-adjective-fr "discret"-adjective-ca
"discret"-adjective-ca "discret"-adjective-fr
"raonable"-adjective-ca "raisonnable"-adjective-fr
"raisonnable"-adjective-fr "raonable"-adjective-ca
"racional"-adjective-ca "rationnel"-adjective-fr
"rationnel"-adjective-fr "racional"-adjective-ca
"expert"-adjective-fr "expert"-adjective-ca
"expert"-adjective-ca "expert"-adjective-fr
"clar"-adjective-ca "clair"-adjective-fr
"clair"-adjective-fr "clar"-adjective-ca
"insuficient"-adjective-ca "insuffisant"-adjective-fr
"insuffisant"-adjective-fr "insuficient"-adjective-ca
"escàs"-adjective-ca "rare"-adjective-fr
"rare"-adjective-fr "escàs"-adjective-ca
"rare"-adjective-fr "rar"-adjective-ca
"rar"-adjective-ca "rare"-adjective-fr
"insòlit"-adjective-ca "insolite"-adjective-fr
"insòlit"-adjective-ca "inaccoutumé"-adjective-fr
"insolite"-adjective-fr "insòlit"-adjective-ca
"inaccoutumé"-adjective-fr "insòlit"-adjective-ca
"perifèric"-adjective-ca "périphérique"-adjective-fr
"périphérique"-adjective-fr "perifèric"-adjective-ca
"adjunt"-adjective-ca "adjoint"-adjective-fr
"adjoint"-adjective-fr "adjunt"-adjective-ca
"additionnel"-adjective-fr "addicional"-adjective-ca
"addicional"-adjective-ca "additionnel"-adjective-fr
"supplémentaire"-adjective-fr "suplementari"-adjective-ca
"suplementari"-adjective-ca "supplémentaire"-adjective-fr
"consecutiu"-adjective-ca "consécutif"-adjective-fr
"consécutif"-adjective-fr "consecutiu"-adjective-ca
"coherent"-adjective-ca "cohérent"-adjective-fr
"cohérent"-adjective-fr "coherent"-adjective-ca
"exacte"-adjective-ca "exact"-adjective-fr
"exact"-adjective-fr "exacte"-adjective-ca
"robuste"-adjective-fr "robust"-adjective-ca
"robust"-adjective-ca "robuste"-adjective-fr
"sòlid"-adjective-ca "solide"-adjective-fr
"solide"-adjective-fr "sòlid"-adjective-ca
"ferme"-adjective-fr "ferm"-adjective-ca
"ferm"-adjective-ca "ferme"-adjective-fr
"entusiasta"-adjective-ca "enthousiaste"-adjective-fr
"enthousiaste"-adjective-fr "entusiasta"-adjective-ca
"continu"-adjective-fr "continu"-adjective-ca
"continu"-adjective-ca "continu"-adjective-fr
"continu"-adjective-ca "continuel"-adjective-fr
"continuel"-adjective-fr "continu"-adjective-ca
"constant"-adjective-ca "constant"-adjective-fr
"constant"-adjective-fr "constant"-adjective-ca
"cruel"-adjective-fr "cruel"-adjective-ca
"cruel"-adjective-ca "cruel"-adjective-fr
"grand"-adjective-fr "gran"-adjective-ca
"gran"-adjective-ca "grand"-adjective-fr
"magnífic"-adjective-ca "magnifique"-adjective-fr
"magnifique"-adjective-fr "magnífic"-adjective-ca
"splendide"-adjective-fr "esplèndid"-adjective-ca
"esplèndid"-adjective-ca "splendide"-adjective-fr
"major"-adjective-ca "majeur"-adjective-fr
"majeur"-adjective-fr "major"-adjective-ca
"âgé"-adjective-fr "ancià"-adjective-ca
"ancià"-adjective-ca "âgé"-adjective-fr
"vieux"-adjective-fr "vell"-adjective-ca
"vell"-adjective-ca "vieux"-adjective-fr
"vell"-adjective-ca "vieil"-adjective-fr
"vieil"-adjective-fr "vell"-adjective-ca
"antic"-adjective-ca "ancien"-adjective-fr
"antic"-adjective-ca "antique"-adjective-fr
"ancien"-adjective-fr "antic"-adjective-ca
"antique"-adjective-fr "antic"-adjective-ca
"précédent"-adjective-fr "precedent"-adjective-ca
"precedent"-adjective-ca "précédent"-adjective-fr
"veritable"-adjective-ca "véritable"-adjective-fr
"véritable"-adjective-fr "veritable"-adjective-ca
"véritable"-adjective-fr "autèntic"-adjective-ca
"vrai"-adjective-fr "vertader"-adjective-ca
"vertader"-adjective-ca "vrai"-adjective-fr
"autèntic"-adjective-ca "véritable"-adjective-fr
"autèntic"-adjective-ca "authentique"-adjective-fr
"authentique"-adjective-fr "autèntic"-adjective-ca
"real"-adjective-ca "réel"-adjective-fr
"réel"-adjective-fr "real"-adjective-ca
"efectiu"-adjective-ca "effectif"-adjective-fr
"effectif"-adjective-fr "efectiu"-adjective-ca
"pur"-adjective-ca "pur"-adjective-fr
"pur"-adjective-fr "pur"-adjective-ca
"nettoyer"-verb-fr "netejar"-verb-ca
"netejar"-verb-ca "nettoyer"-verb-fr
"netejar"-verb-ca "toiletter"-verb-fr
"toiletter"-verb-fr "netejar"-verb-ca
"escurar"-verb-ca "frotter"-verb-fr
"frotter"-verb-fr "escurar"-verb-ca
"frotter"-verb-fr "fregar"-verb-ca
"fregar"-verb-ca "frotter"-verb-fr
"cacher"-verb-fr "amagar"-verb-ca
"amagar"-verb-ca "cacher"-verb-fr
"fosc"-adjective-ca "obscur"-adjective-fr
"obscur"-adjective-fr "fosc"-adjective-ca
"obscur"-adjective-fr "obscur"-adjective-ca
"obscur"-adjective-ca "obscur"-adjective-fr
"desconegut"-adjective-ca "inconnu"-adjective-fr
"inconnu"-adjective-fr "desconegut"-adjective-ca
"embrasser"-verb-fr "abraçar"-verb-ca
"abraçar"-verb-ca "embrasser"-verb-fr
"attraper"-verb-fr "atrapar"-verb-ca
"atrapar"-verb-ca "attraper"-verb-fr
"capturer"-verb-fr "capturar"-verb-ca
"capturar"-verb-ca "capturer"-verb-fr
"realitzar"-verb-ca "réaliser"-verb-fr
"réaliser"-verb-fr "realitzar"-verb-ca
"construir"-verb-ca "construire"-verb-fr
"construir"-verb-ca "bâtir"-verb-fr
"construire"-verb-fr "construir"-verb-ca
"bâtir"-verb-fr "construir"-verb-ca
"commettre"-verb-fr "cometre"-verb-ca
"cometre"-verb-ca "commettre"-verb-fr
"estudiar"-verb-ca "étudier"-verb-fr
"étudier"-verb-fr "estudiar"-verb-ca
"intentar"-verb-ca "essayer"-verb-fr
"essayer"-verb-fr "intentar"-verb-ca
"rastrejar"-verb-ca "pister"-verb-fr
"pister"-verb-fr "rastrejar"-verb-ca
"expulser"-verb-fr "expulsar"-verb-ca
"expulsar"-verb-ca "expulser"-verb-fr
"écarter"-verb-fr "apartar"-verb-ca
"écarter"-verb-fr "descartar"-verb-ca
"apartar"-verb-ca "écarter"-verb-fr
"descartar"-verb-ca "écarter"-verb-fr
"refuser"-verb-fr "rebutjar"-verb-ca
"rebutjar"-verb-ca "refuser"-verb-fr
"rebutjar"-verb-ca "repousser"-verb-fr
"rebutjar"-verb-ca "rejeter"-verb-fr
"repousser"-verb-fr "rebutjar"-verb-ca
"rejeter"-verb-fr "rebutjar"-verb-ca
"éluder"-verb-fr "eludir"-verb-ca
"eludir"-verb-ca "éluder"-verb-fr
"éviter"-verb-fr "evitar"-verb-ca
"evitar"-verb-ca "éviter"-verb-fr
"escapar"-verb-ca "échapper"-verb-fr
"échapper"-verb-fr "escapar"-verb-ca
"fugir"-verb-ca "fuir"-verb-fr
"fuir"-verb-fr "fugir"-verb-ca
"piloter"-verb-fr "conduir"-verb-ca
"piloter"-verb-fr "pilotar"-verb-ca
"conduir"-verb-ca "piloter"-verb-fr
"conduir"-verb-ca "conduire"-verb-fr
"pilotar"-verb-ca "piloter"-verb-fr
"conduire"-verb-fr "conduir"-verb-ca
"titular"-verb-ca "intituler"-verb-fr
"intituler"-verb-fr "titular"-verb-ca
"autoriser"-verb-fr "autoritzar"-verb-ca
"autoritzar"-verb-ca "autoriser"-verb-fr
"permettre"-verb-fr "permetre"-verb-ca
"permetre"-verb-ca "permettre"-verb-fr
"indiquer"-verb-fr "indicar"-verb-ca
"indicar"-verb-ca "indiquer"-verb-fr
"contar"-verb-ca "raconter"-verb-fr
"raconter"-verb-fr "contar"-verb-ca
"qualificar"-verb-ca "qualifier"-verb-fr
"qualifier"-verb-fr "qualificar"-verb-ca
"col·locar"-verb-ca "caser"-verb-fr
"caser"-verb-fr "col·locar"-verb-ca
"placer"-verb-fr "ubicar"-verb-ca
"ubicar"-verb-ca "placer"-verb-fr
"situar"-verb-ca "situer"-verb-fr
"situer"-verb-fr "situar"-verb-ca
"monter"-verb-fr "muntar"-verb-ca
"monter"-verb-fr "ascendir"-verb-ca
"muntar"-verb-ca "monter"-verb-fr
"ascendir"-verb-ca "monter"-verb-fr
"adequar"-verb-ca "adapter"-verb-fr
"adapter"-verb-fr "adequar"-verb-ca
"adapter"-verb-fr "adaptar"-verb-ca
"adaptar"-verb-ca "adapter"-verb-fr
"adaptar"-verb-ca "remanier"-verb-fr
"remanier"-verb-fr "adaptar"-verb-ca
"contenir"-verb-ca "contenir"-verb-fr
"contenir"-verb-fr "contenir"-verb-ca
"acomodar"-verb-ca "accommoder"-verb-fr
"accommoder"-verb-fr "acomodar"-verb-ca
"encadrer"-verb-fr "emmarcar"-verb-ca
"emmarcar"-verb-ca "encadrer"-verb-fr
"classer"-verb-fr "classificar"-verb-ca
"classificar"-verb-ca "classer"-verb-fr
"percevoir"-verb-fr "recaptar"-verb-ca
"percevoir"-verb-fr "percebre"-verb-ca
"recaptar"-verb-ca "percevoir"-verb-fr
"recaptar"-verb-ca "collecter"-verb-fr
"percebre"-verb-ca "percevoir"-verb-fr
"collecter"-verb-fr "recaptar"-verb-ca
"obtenir"-verb-fr "obtenir"-verb-ca
"obtenir"-verb-ca "obtenir"-verb-fr
"acheter"-verb-fr "comprar"-verb-ca
"comprar"-verb-ca "acheter"-verb-fr
"acquérir"-verb-fr "adquirir"-verb-ca
"adquirir"-verb-ca "acquérir"-verb-fr
"adhérer"-verb-fr "adherir"-verb-ca
"adherir"-verb-ca "adhérer"-verb-fr
"accoler"-verb-fr "ajuntar"-verb-ca
"ajuntar"-verb-ca "accoler"-verb-fr
"ajuntar"-verb-ca "joindre"-verb-fr
"joindre"-verb-fr "ajuntar"-verb-ca
"combiner"-verb-fr "combinar"-verb-ca
"combinar"-verb-ca "combiner"-verb-fr
"choisir"-verb-fr "escollir"-verb-ca
"choisir"-verb-fr "triar"-verb-ca
"escollir"-verb-ca "choisir"-verb-fr
"triar"-verb-ca "choisir"-verb-fr
"electe"-adjective-ca "élu"-adjective-fr
"élu"-adjective-fr "electe"-adjective-ca
"seleccionar"-verb-ca "sélectionner"-verb-fr
"sélectionner"-verb-fr "seleccionar"-verb-ca
"recollir"-verb-ca "recueillir"-verb-fr
"recollir"-verb-ca "ramasser"-verb-fr
"recueillir"-verb-fr "recollir"-verb-ca
"ramasser"-verb-fr "recollir"-verb-ca
"ranger"-verb-fr "ordenar"-verb-ca
"ordenar"-verb-ca "ranger"-verb-fr
"ordenar"-verb-ca "sommer"-verb-fr
"ordenar"-verb-ca "ordonner"-verb-fr
"sommer"-verb-fr "ordenar"-verb-ca
"ordonner"-verb-fr "ordenar"-verb-ca
"investir"-verb-fr "invertir"-verb-ca
"investir"-verb-fr "investir"-verb-ca
"invertir"-verb-ca "investir"-verb-fr
"investir"-verb-ca "investir"-verb-fr
"confiar"-verb-ca "confier"-verb-fr
"confier"-verb-fr "confiar"-verb-ca
"réveiller"-verb-fr "despertar"-verb-ca
"despertar"-verb-ca "réveiller"-verb-fr
"despertar"-verb-ca "éveiller"-verb-fr
"éveiller"-verb-fr "despertar"-verb-ca
"descobrir"-verb-ca "découvrir"-verb-fr
"descobrir"-verb-ca "dépister"-verb-fr
"découvrir"-verb-fr "descobrir"-verb-ca
"dépister"-verb-fr "descobrir"-verb-ca
"deviner"-verb-fr "endevinar"-verb-ca
"endevinar"-verb-ca "deviner"-verb-fr
"trouver"-verb-fr "trobar"-verb-ca
"trobar"-verb-ca "trouver"-verb-fr
"révéler"-verb-fr "revelar"-verb-ca
"revelar"-verb-ca "révéler"-verb-fr
"entraîner"-verb-fr "entrenar"-verb-ca
"entrenar"-verb-ca "entraîner"-verb-fr
"implicar"-verb-ca "impliquer"-verb-fr
"impliquer"-verb-fr "implicar"-verb-ca
"impliquer"-verb-fr "involucrar"-verb-ca
"involucrar"-verb-ca "impliquer"-verb-fr
"llevar"-verb-ca "lever"-verb-fr
"lever"-verb-fr "llevar"-verb-ca
"lever"-verb-fr "aixecar"-verb-ca
"aixecar"-verb-ca "lever"-verb-fr
"descriure"-verb-ca "décrire"-verb-fr
"décrire"-verb-fr "descriure"-verb-ca
"recommander"-verb-fr "recomanar"-verb-ca
"recomanar"-verb-ca "recommander"-verb-fr
"recomanar"-verb-ca "prôner"-verb-fr
"prôner"-verb-fr "recomanar"-verb-ca
"guider"-verb-fr "guiar"-verb-ca
"guiar"-verb-ca "guider"-verb-fr
"iniciar"-verb-ca "initier"-verb-fr
"initier"-verb-fr "iniciar"-verb-ca
"écarquiller"-verb-fr "obrir"-verb-ca
"obrir"-verb-ca "écarquiller"-verb-fr
"obrir"-verb-ca "ouvrir"-verb-fr
"ouvrir"-verb-fr "obrir"-verb-ca
"coincidir"-verb-ca "coïncider"-verb-fr
"coïncider"-verb-fr "coincidir"-verb-ca
"tenir"-verb-ca "avoir"-verb-fr
"avoir"-verb-fr "tenir"-verb-ca
"avoir"-verb-fr "haver"-verb-ca
"haver"-verb-ca "avoir"-verb-fr
"prolongar"-verb-ca "prolonger"-verb-fr
"prolonger"-verb-fr "prolongar"-verb-ca
"prolonger"-verb-fr "perllongar"-verb-ca
"perllongar"-verb-ca "prolonger"-verb-fr
"incliner"-verb-fr "inclinar"-verb-ca
"inclinar"-verb-ca "incliner"-verb-fr
"surveiller"-verb-fr "vigilar"-verb-ca
"vigilar"-verb-ca "surveiller"-verb-fr
"cuidar"-verb-ca "soigner"-verb-fr
"soigner"-verb-fr "cuidar"-verb-ca
"soigner"-verb-fr "guarir"-verb-ca
"soigner"-verb-fr "curar"-verb-ca
"guarir"-verb-ca "soigner"-verb-fr
"guarir"-verb-ca "guérir"-verb-fr
"curar"-verb-ca "soigner"-verb-fr
"curar"-verb-ca "guérir"-verb-fr
"guérir"-verb-fr "guarir"-verb-ca
"guérir"-verb-fr "curar"-verb-ca
"aspirer"-verb-fr "aspirar"-verb-ca
"aspirar"-verb-ca "aspirer"-verb-fr
"aspirar"-verb-ca "pomper"-verb-fr
"pomper"-verb-fr "aspirar"-verb-ca
"continuer"-verb-fr "continuar"-verb-ca
"continuar"-verb-ca "continuer"-verb-fr
"mantenir"-verb-ca "maintenir"-verb-fr
"maintenir"-verb-fr "mantenir"-verb-ca
"sucar"-verb-ca "mouiller"-verb-fr
"mouiller"-verb-fr "sucar"-verb-ca
"mouiller"-verb-fr "mullar"-verb-ca
"mullar"-verb-ca "mouiller"-verb-fr
"humit"-adjective-ca "humide"-adjective-fr
"humide"-adjective-fr "humit"-adjective-ca
"fixar"-verb-ca "apposer"-verb-fr
"fixar"-verb-ca "fixer"-verb-fr
"apposer"-verb-fr "fixar"-verb-ca
"fixer"-verb-fr "fixar"-verb-ca
"arrêter"-verb-fr "arrestar"-verb-ca
"arrêter"-verb-fr "parar"-verb-ca
"arrêter"-verb-fr "aturar"-verb-ca
"arrestar"-verb-ca "arrêter"-verb-fr
"parar"-verb-ca "arrêter"-verb-fr
"aturar"-verb-ca "arrêter"-verb-fr
"detenir"-verb-ca "détenir"-verb-fr
"détenir"-verb-fr "detenir"-verb-ca
"interrompre"-verb-ca "interrompre"-verb-fr
"interrompre"-verb-fr "interrompre"-verb-ca
"suspendre"-verb-ca "suspendre"-verb-fr
"suspendre"-verb-fr "suspendre"-verb-ca
"développer"-verb-fr "desenvolupar"-verb-ca
"desenvolupar"-verb-ca "développer"-verb-fr
"desenvolupar"-verb-ca "dérouler"-verb-fr
"dérouler"-verb-fr "desenvolupar"-verb-ca
"ocórrer"-verb-ca "arriver"-verb-fr
"arriver"-verb-fr "ocórrer"-verb-ca
"ampliar"-verb-ca "élargir"-verb-fr
"élargir"-verb-fr "ampliar"-verb-ca
"répandre"-verb-fr "difondre"-verb-ca
"difondre"-verb-ca "répandre"-verb-fr
"difondre"-verb-ca "diffuser"-verb-fr
"diffuser"-verb-fr "difondre"-verb-ca
"renunciar"-verb-ca "renoncer"-verb-fr
"renoncer"-verb-fr "renunciar"-verb-ca
"segrestar"-verb-ca "prendre en otage"-verb-fr
"segrestar"-verb-ca "kidnapper"-verb-fr
"prendre en otage"-verb-fr "segrestar"-verb-ca
"kidnapper"-verb-fr "segrestar"-verb-ca
"confisquer"-verb-fr "confiscar"-verb-ca
"confiscar"-verb-ca "confisquer"-verb-fr
"encobrir"-verb-ca "celer"-verb-fr
"celer"-verb-fr "encobrir"-verb-ca
"últim"-adjective-ca "dernier"-adjective-fr
"dernier"-adjective-fr "últim"-adjective-ca
"dernier"-adjective-fr "darrer"-adjective-ca
"darrer"-adjective-ca "dernier"-adjective-fr
"catégorique"-adjective-fr "categòric"-adjective-ca
"categòric"-adjective-ca "catégorique"-adjective-fr
"définitif"-adjective-fr "definitiu"-adjective-ca
"definitiu"-adjective-ca "définitif"-adjective-fr
"mort"-adjective-fr "mort"-adjective-ca
"mort"-adjective-ca "mort"-adjective-fr
"mortal"-adjective-ca "mortel"-adjective-fr
"mortel"-adjective-fr "mortal"-adjective-ca
"inevitable"-adjective-ca "inévitable"-adjective-fr
"inévitable"-adjective-fr "inevitable"-adjective-ca
"obligatoire"-adjective-fr "obligatori"-adjective-ca
"obligatori"-adjective-ca "obligatoire"-adjective-fr
"imprescindible"-adjective-ca "indispensable"-adjective-fr
"indispensable"-adjective-fr "imprescindible"-adjective-ca
"indispensable"-adjective-fr "indispensable"-adjective-ca
"indispensable"-adjective-ca "indispensable"-adjective-fr
"principal"-adjective-ca "principal"-adjective-fr
"principal"-adjective-fr "principal"-adjective-ca
"posterior"-adjective-ca "postérieur"-adjective-fr
"postérieur"-adjective-fr "posterior"-adjective-ca
"probable"-adjective-ca "probable"-adjective-fr
"probable"-adjective-fr "probable"-adjective-ca
"premier"-adjective-fr "primer"-adjective-ca
"primer"-adjective-ca "premier"-adjective-fr
"extrem"-adjective-ca "extrême"-adjective-fr
"extrême"-adjective-fr "extrem"-adjective-ca
"immediat"-adjective-ca "immédiat"-adjective-fr
"immédiat"-adjective-fr "immediat"-adjective-ca
"glorieux"-adjective-fr "gloriós"-adjective-ca
"gloriós"-adjective-ca "glorieux"-adjective-fr
"orgullós"-adjective-ca "fier"-adjective-fr
"fier"-adjective-fr "orgullós"-adjective-ca
"nombreux"-adjective-fr "nombrós"-adjective-ca
"nombrós"-adjective-ca "nombreux"-adjective-fr
"gros"-adjective-ca "gros"-adjective-fr
"gros"-adjective-fr "gros"-adjective-ca
"gras"-adjective-fr "gras"-adjective-ca
"gras"-adjective-ca "gras"-adjective-fr
"riche"-adjective-fr "ric"-adjective-ca
"ric"-adjective-ca "riche"-adjective-fr
"facile"-adjective-fr "fàcil"-adjective-ca
"fàcil"-adjective-ca "facile"-adjective-fr
"fàcil"-adjective-ca "aisé"-adjective-fr
"aisé"-adjective-fr "fàcil"-adjective-ca
"productiu"-adjective-ca "productif"-adjective-fr
"productif"-adjective-fr "productiu"-adjective-ca
"haut"-adjective-fr "alt"-adjective-ca
"alt"-adjective-ca "haut"-adjective-fr
"fort"-adjective-ca "fort"-adjective-fr
"fort"-adjective-fr "fort"-adjective-ca
"terrible"-adjective-fr "terrible"-adjective-ca
"terrible"-adjective-ca "terrible"-adjective-fr
"familier"-adjective-fr "familiar"-adjective-ca
"familiar"-adjective-ca "familier"-adjective-fr
"flexible"-adjective-ca "souple"-adjective-fr
"souple"-adjective-fr "flexible"-adjective-ca
"domèstic"-adjective-ca "domestique"-adjective-fr
"domestique"-adjective-fr "domèstic"-adjective-ca
"baix"-adjective-ca "bas"-adjective-fr
"bas"-adjective-fr "baix"-adjective-ca
"accessori"-adjective-ca "accessoire"-adjective-fr
"accessoire"-adjective-fr "accessori"-adjective-ca
"secondaire"-adjective-fr "secundari"-adjective-ca
"secundari"-adjective-ca "secondaire"-adjective-fr
"imaginari"-adjective-ca "imaginaire"-adjective-fr
"imaginaire"-adjective-fr "imaginari"-adjective-ca
"fictici"-adjective-ca "fictif"-adjective-fr
"fictif"-adjective-fr "fictici"-adjective-ca
"fabulós"-adjective-ca "fabuleux"-adjective-fr
"fabuleux"-adjective-fr "fabulós"-adjective-ca
"sévère"-adjective-fr "sever"-adjective-ca
"sever"-adjective-ca "sévère"-adjective-fr
"aspre"-adjective-ca "âpre"-adjective-fr
"âpre"-adjective-fr "aspre"-adjective-ca
"rigide"-adjective-fr "rígid"-adjective-ca
"rígid"-adjective-ca "rigide"-adjective-fr
"precís"-adjective-ca "précis"-adjective-fr
"précis"-adjective-fr "precís"-adjective-ca
"suspect"-adjective-fr "sospitós"-adjective-ca
"sospitós"-adjective-ca "suspect"-adjective-fr
"malenconiós"-adjective-ca "mélancolique"-adjective-fr
"mélancolique"-adjective-fr "malenconiós"-adjective-ca
