"l"-noun-oc "l"-noun-es
"Lois"-properNoun-oc "Lois"-properNoun-es
"Jennifer"-properNoun-oc "Jennifer"-properNoun-es
"Toni"-properNoun-oc "Toni"-properNoun-es
"Marta"-properNoun-oc "Marta"-properNoun-es
"Gloria"-properNoun-oc "Gloria"-properNoun-es
"Carla"-properNoun-oc "Carla"-properNoun-es
"Rita"-properNoun-oc "Rita"-properNoun-es
"Nancy"-properNoun-oc "Nancy"-properNoun-es
"Helena"-properNoun-oc "Helena"-properNoun-es
"Amanda"-properNoun-oc "Amanda"-properNoun-es
"Mari"-properNoun-oc "Mari"-properNoun-es
"Lara"-properNoun-oc "Lara"-properNoun-es
"Silvia"-properNoun-oc "Silvia"-properNoun-es
"Marilyn"-properNoun-oc "Marilyn"-properNoun-es
"Elsa"-properNoun-oc "Elsa"-properNoun-es
"Cristina"-properNoun-oc "Cristina"-properNoun-es
"Annette"-properNoun-oc "Annette"-properNoun-es
"Sílvia"-properNoun-oc "Sílvia"-properNoun-es
"Paula"-properNoun-oc "Paula"-properNoun-es
"Josefina"-properNoun-oc "Josefina"-properNoun-es
"Isabel"-properNoun-oc "Isabel"-properNoun-es
"Esther"-properNoun-oc "Esther"-properNoun-es
"Erika"-properNoun-oc "Erika"-properNoun-es
"Claudia"-properNoun-oc "Claudia"-properNoun-es
"Angela"-properNoun-oc "Angela"-properNoun-es
"Sharon"-properNoun-oc "Sharon"-properNoun-es
"Sandra"-properNoun-oc "Sandra"-properNoun-es
"Margarita"-properNoun-oc "Margarita"-properNoun-es
"Iris"-properNoun-oc "Iris"-properNoun-es
"Audrey"-properNoun-oc "Audrey"-properNoun-es
"Naomi"-properNoun-oc "Naomi"-properNoun-es
"Sonia"-properNoun-oc "Sonia"-properNoun-es
"Samantha"-properNoun-oc "Samantha"-properNoun-es
"Irene"-properNoun-oc "Irene"-properNoun-es
"Aurora"-properNoun-oc "Aurora"-properNoun-es
"Hilary"-properNoun-oc "Hilary"-properNoun-es
"Gabriela"-properNoun-oc "Gabriela"-properNoun-es
"Anita"-properNoun-oc "Anita"-properNoun-es
"Alicia"-properNoun-oc "Alicia"-properNoun-es
"Petra"-properNoun-oc "Petra"-properNoun-es
"Natalie"-properNoun-oc "Natalie"-properNoun-es
"Lauren"-properNoun-oc "Lauren"-properNoun-es
"Emilia"-properNoun-oc "Emilia"-properNoun-es
"Antonia"-properNoun-oc "Antonia"-properNoun-es
"Louis"-properNoun-oc "Louis"-properNoun-es
"Loís"-properNoun-oc "Loís"-properNoun-es
"Charles"-properNoun-oc "Charles"-properNoun-es
"Carles"-properNoun-oc "Carles"-properNoun-es
"François"-properNoun-oc "François"-properNoun-es
"Georges"-properNoun-oc "Georges"-properNoun-es
"Felip"-properNoun-oc "Felip"-properNoun-es
"Ricard"-properNoun-oc "Ricard"-properNoun-es
"Thomas"-properNoun-oc "Thomas"-properNoun-es
"Tomàs"-properNoun-oc "Tomàs"-properNoun-es
"Nicolas"-properNoun-oc "Nicolas"-properNoun-es
"Martin"-properNoun-oc "Martin"-properNoun-es
"George"-properNoun-oc "George"-properNoun-es
"Antòni"-properNoun-oc "Antòni"-properNoun-es
"Albert"-properNoun-oc "Albert"-properNoun-es
"Albert"-noun-oc "Albert"-properNoun-es
"Bernat"-properNoun-oc "Bernat"-properNoun-es
"Alexandre"-properNoun-oc "Alexandre"-properNoun-es
"Àlex"-properNoun-oc "Àlex"-properNoun-es
"Roger"-properNoun-oc "Roger"-properNoun-es
"Christian"-properNoun-oc "Christian"-properNoun-es
"Daniel"-properNoun-oc "Daniel"-properNoun-es
"Jules"-properNoun-oc "Jules"-properNoun-es
"Juli"-properNoun-oc "Juli"-properNoun-es
"Marcel"-properNoun-oc "Marcel"-properNoun-es
"Frederic"-properNoun-oc "Frederic"-properNoun-es
"Napoleon"-properNoun-oc "Napoleón"-properNoun-es
"José"-properNoun-oc "José"-properNoun-es
"Patrick"-properNoun-oc "Patrick"-properNoun-es
"Arthur"-properNoun-oc "Arthur"-properNoun-es
"Artur"-properNoun-oc "Artur"-properNoun-es
"Jack"-properNoun-oc "Jack"-properNoun-es
"Alfred"-properNoun-oc "Alfred"-properNoun-es
"Antonio"-properNoun-oc "Antonio"-properNoun-es
"Francis"-properNoun-oc "Francis"-properNoun-es
"Frank"-properNoun-oc "Frank"-properNoun-es
"Scott"-properNoun-oc "Scott"-properNoun-es
"Francisco"-properNoun-oc "Francisco"-properNoun-es
"Raymond"-properNoun-oc "Raymond"-properNoun-es
"Gabriel"-properNoun-oc "Gabriel"-properNoun-es
"Gabriel"-noun-oc "Gabriel"-properNoun-es
"Laurent"-properNoun-oc "Laurent"-properNoun-es
"Giovanni"-properNoun-oc "Giovanni"-properNoun-es
"Gerard"-properNoun-oc "Gerard"-properNoun-es
"Manuel"-properNoun-oc "Manuel"-properNoun-es
"Tom"-properNoun-oc "Tom"-properNoun-es
"Roland"-properNoun-oc "Roland"-properNoun-es
"Alexander"-properNoun-oc "Alexander"-properNoun-es
"Harry"-properNoun-oc "Harry"-properNoun-es
"Samuel"-properNoun-oc "Samuel"-properNoun-es
"Joe"-properNoun-oc "Joe"-properNoun-es
"Jan"-properNoun-oc "Jan"-properNoun-es
"Juan"-properNoun-oc "Juan"-properNoun-es
"Bruno"-properNoun-oc "Bruno"-properNoun-es
"Xavier"-properNoun-oc "Xavier"-properNoun-es
"Tony"-properNoun-oc "Tony"-properNoun-es
"Sebastian"-properNoun-oc "Sebastian"-properNoun-es
"Ray"-properNoun-oc "Ray"-properNoun-es
"Benjamin"-properNoun-oc "Benjamin"-properNoun-es
"Mario"-properNoun-oc "Mario"-properNoun-es
"Jim"-properNoun-oc "Jim"-properNoun-es
"Carlos"-properNoun-oc "Carlos"-properNoun-es
"Pedro"-properNoun-oc "Pedro"-properNoun-es
"Eric"-properNoun-oc "Eric"-properNoun-es
"Jason"-properNoun-oc "Jason"-properNoun-es
"Alex"-properNoun-oc "Alex"-properNoun-es
"Luis"-properNoun-oc "Luis"-properNoun-es
"Steven"-properNoun-oc "Steven"-properNoun-es
"Morgan"-properNoun-oc "Morgan"-properNoun-es
"Franz"-properNoun-oc "Franz"-properNoun-es
"Armand"-properNoun-oc "Armand"-properNoun-es
"Brian"-properNoun-oc "Brian"-properNoun-es
"Johnny"-properNoun-oc "Johnny"-properNoun-es
"Hugo"-properNoun-oc "Hugo"-properNoun-es
"Hugo"-noun-oc "Hugo"-properNoun-es
"Nick"-properNoun-oc "Nick"-properNoun-es
"Isaac"-properNoun-oc "Isaac"-properNoun-es
"Anthony"-properNoun-oc "Anthony"-properNoun-es
"Lucas"-properNoun-oc "Lucas"-properNoun-es
"Jimmy"-properNoun-oc "Jimmy"-properNoun-es
"Quentin"-properNoun-oc "Quentin"-properNoun-es
"Paulo"-properNoun-oc "Paulo"-properNoun-es
"Fernando"-properNoun-oc "Fernando"-properNoun-es
"Anton"-properNoun-oc "Anton"-properNoun-es
"Charlie"-properNoun-oc "Charlie"-properNoun-es
"Russell"-properNoun-oc "Russell"-properNoun-es
"Boris"-properNoun-oc "Boris"-properNoun-es
"Alberto"-properNoun-oc "Alberto"-properNoun-es
"Lorenzo"-properNoun-oc "Lorenzo"-properNoun-es
"Diego"-properNoun-oc "Diego"-properNoun-es
"Ryan"-properNoun-oc "Ryan"-properNoun-es
"Paolo"-properNoun-oc "Paolo"-properNoun-es
"Arnau"-properNoun-oc "Arnau"-properNoun-es
"Ahmed"-properNoun-oc "Ahmed"-properNoun-es
"Wolfgang"-properNoun-oc "Wolfgang"-properNoun-es
"Oscar"-properNoun-oc "Oscar"-properNoun-es
"Danny"-properNoun-oc "Danny"-properNoun-es
"Adolf"-properNoun-oc "Adolf"-properNoun-es
"Edgar"-properNoun-oc "Edgar"-properNoun-es
"Luigi"-properNoun-oc "Luigi"-properNoun-es
"Harold"-properNoun-oc "Harold"-properNoun-es
"Jerry"-properNoun-oc "Jerry"-properNoun-es
"Tim"-properNoun-oc "Tim"-properNoun-es
"Miguel"-properNoun-oc "Miguel"-properNoun-es
"Jorge"-properNoun-oc "Jorge"-properNoun-es
"Sean"-properNoun-oc "Sean"-properNoun-es
"Oliver"-properNoun-oc "Oliver"-properNoun-es
"Neil"-properNoun-oc "Neil"-properNoun-es
"Tommy"-properNoun-oc "Tommy"-properNoun-es
"Igor"-properNoun-oc "Igor"-properNoun-es
"Larry"-properNoun-oc "Larry"-properNoun-es
"Mickey"-properNoun-oc "Mickey"-properNoun-es
"Omar"-properNoun-oc "Omar"-properNoun-es
"Giorgio"-properNoun-oc "Giorgio"-properNoun-es
"Pablo"-properNoun-oc "Pablo"-properNoun-es
"Dylan"-properNoun-oc "Dylan"-properNoun-es
"Ricardo"-properNoun-oc "Ricardo"-properNoun-es
"Rafael"-properNoun-oc "Rafael"-properNoun-es
"Ibrahim"-properNoun-oc "Ibrahim"-properNoun-es
"Eduardo"-properNoun-oc "Eduardo"-properNoun-es
"Muhammad"-properNoun-oc "Muhammad"-properNoun-es
"Sergio"-properNoun-oc "Sergio"-properNoun-es
"Jeremy"-properNoun-oc "Jeremy"-properNoun-es
"Eduard"-properNoun-oc "Eduard"-properNoun-es
"Alfonso"-properNoun-oc "Alfonso"-properNoun-es
"Ignacio"-properNoun-oc "Ignacio"-properNoun-es
"Brad"-properNoun-oc "Brad"-properNoun-es
"Superman"-properNoun-oc "Superman"-properNoun-es
"Ramón"-properNoun-oc "Ramón"-properNoun-es
"Leonardo"-properNoun-oc "Leonardo"-properNoun-es
"Enrique"-properNoun-oc "Enrique"-properNoun-es
"Andrés"-properNoun-oc "Andrés"-properNoun-es
"Jose"-properNoun-oc "Jose"-properNoun-es
"Joaquim"-properNoun-oc "Joaquim"-properNoun-es
"Tomás"-properNoun-oc "Tomás"-properNoun-es
"Mariano"-properNoun-oc "Mariano"-properNoun-es
"Joaquín"-properNoun-oc "Joaquín"-properNoun-es
"Héctor"-properNoun-oc "Héctor"-properNoun-es
"Federico"-properNoun-oc "Federico"-properNoun-es
"Ariel"-properNoun-oc "Ariel"-properNoun-es
"Rudy"-properNoun-oc "Rudy"-properNoun-es
"Emilio"-properNoun-oc "Emilio"-properNoun-es
"Bernardo"-properNoun-oc "Bernardo"-properNoun-es
"Antoni"-properNoun-oc "Antoni"-properNoun-es
"Ramon"-properNoun-oc "Ramon"-properNoun-es
"Luís"-properNoun-oc "Luís"-properNoun-es
"Jordi"-properNoun-oc "Jordi"-properNoun-es
"Emmanuelle"-properNoun-oc "Emmanuelle"-properNoun-es
"Elvis"-properNoun-oc "Elvis"-properNoun-es
"Buda"-properNoun-oc "Buda"-properNoun-es
"Arturo"-properNoun-oc "Arturo"-properNoun-es
"Silvio"-properNoun-oc "Silvio"-properNoun-es
"Nicolás"-properNoun-oc "Nicolás"-properNoun-es
"Manu"-properNoun-oc "Manu"-properNoun-es
"Jesús"-properNoun-oc "Jesús"-properNoun-es
"Eddy"-properNoun-oc "Eddy"-properNoun-es
"Dante"-properNoun-oc "Dante"-properNoun-es
"Oriol"-properNoun-oc "Oriol"-properNoun-es
"Gerry"-properNoun-oc "Gerry"-properNoun-es
"Claudio"-properNoun-oc "Claudio"-properNoun-es
"Adolfo"-properNoun-oc "Adolfo"-properNoun-es
"Timothy"-properNoun-oc "Timothy"-properNoun-es
"Rubén"-properNoun-oc "Rubén"-properNoun-es
"Jaime"-properNoun-oc "Jaime"-properNoun-es
"Gustavo"-properNoun-oc "Gustavo"-properNoun-es
"Eli"-properNoun-oc "Eli"-properNoun-es
"Víctor"-properNoun-oc "Víctor"-properNoun-es
"Sherlock"-properNoun-oc "Sherlock"-properNoun-es
"Santi"-properNoun-oc "Santi"-properNoun-es
"londonenc"-adjective-oc "londinense"-adjective-es
"londinenc"-adjective-oc "londinense"-adjective-es
"ganhaire"-adjective-oc "ganador"-adjective-es
"transparent"-adjective-oc "transparente"-adjective-es
"aparent"-adjective-oc "aparente"-adjective-es
"apte"-adjective-oc "apto"-adjective-es
"entosiasta"-adjective-oc "entusiasta"-adjective-es
"annèxe"-adjective-oc "anejo"-adjective-es
"sobte"-adjective-oc "repentino"-adjective-es
"fidèl"-adjective-oc "fiel"-adjective-es
"fisèl"-adjective-oc "fiel"-adjective-es
"fidèu"-adjective-oc "fiel"-adjective-es
"monsenhor"-noun-oc "monseñor"-noun-es
"operador"-noun-oc "operador"-noun-es
"operator"-noun-oc "operador"-noun-es
"manòbra"-noun-oc "operario"-noun-es
"conhat"-noun-oc "cunyado"-noun-es
"sògre"-noun-oc "suegro"-noun-es
"felen"-noun-oc "nieto"-noun-es
"lop"-noun-oc "lobo"-noun-es
"web"-noun-oc "web"-noun-es
"hip-hop"-noun-oc "hip hop"-noun-es
"agla"-noun-oc "águila"-noun-es
"pivòt"-noun-oc "pívot"-noun-es
"pivòt"-noun-oc "pivote"-noun-es
"curd"-adjective-oc "kurdo"-adjective-es
"curd"-adjective-oc "curdo"-adjective-es
"sapaire"-noun-oc "zapador"-noun-es
"patinatge"-noun-oc "patinaje"-noun-es
"fondador"-noun-oc "fundador"-noun-es
"usatgièr"-noun-oc "usuario"-noun-es
"usatgèr"-noun-oc "usuario"-noun-es
"vencedor"-noun-oc "vencedor"-noun-es
"concurréncia"-noun-oc "competición"-noun-es
"eretatge"-noun-oc "herencia"-noun-es
"progrès"-noun-oc "progreso"-noun-es
"UEFA"-noun-oc "UEFA"-noun-es
"demorança"-noun-oc "dirección"-noun-es
"filat"-noun-oc "red"-noun-es
"fialat"-noun-oc "red"-noun-es
"trionf"-noun-oc "triunfo"-noun-es
"triomfe"-noun-oc "triunfo"-noun-es
"envielhiment"-noun-oc "envejecimiento"-noun-es
"patana"-noun-oc "patata"-noun-es
"casa"-noun-oc "casa"-noun-es
"aplec"-noun-oc "encuentro"-noun-es
"embrancament"-noun-oc "ramificación"-noun-es
"caòs"-noun-oc "caos"-noun-es
"linguista"-noun-oc "lingüista"-noun-es
"ecologista"-adjective-oc "ecologista"-adjective-es
"pedagòg"-noun-oc "pedagogo"-noun-es
"soprano"-noun-oc "soprano"-noun-es
"conductor"-noun-oc "conductor"-noun-es
"navegador"-noun-oc "navegador"-noun-es
"entosiasme"-noun-oc "entusiasmo"-noun-es
"faula"-noun-oc "patraña"-noun-es
"bandit"-noun-oc "bandido"-noun-es
"vailet"-noun-oc "criado"-noun-es
"desnivèl"-noun-oc "desnivel"-noun-es
"olièr"-noun-oc "aceitera"-noun-es
"plaçament"-noun-oc "situación"-noun-es
"brigand"-noun-oc "bandido"-noun-es
"sardina"-noun-oc "sardina"-noun-es
"pontuacion"-noun-oc "puntuación"-noun-es
"tina"-noun-oc "tina"-noun-es
"licor"-noun-oc "licor"-noun-es
"galeta"-noun-oc "galleta"-noun-es
"sosòrdre"-noun-oc "suborden"-noun-es
"purga"-noun-oc "purga"-noun-es
"indulgéncia"-noun-oc "indulgencia"-noun-es
"epatiti"-noun-oc "hepatitis"-noun-es
"testicul"-noun-oc "testículo"-noun-es
"consisténcia"-noun-oc "consistencia"-noun-es
"taliban"-noun-oc "talibán"-noun-es
"juxtaposicion"-noun-oc "yuxtaposición"-noun-es
"locucion"-noun-oc "locución"-noun-es
"bròssa"-noun-oc "broza"-noun-es
"sarralha"-noun-oc "cerradura"-noun-es
"templièr"-noun-oc "templario"-noun-es
"gramatician"-noun-oc "gramático"-noun-es
"antibiotic"-noun-oc "antibiótico"-noun-es
"subrevivença"-noun-oc "supervivencia"-noun-es
"provèrbi"-noun-oc "proverbio"-noun-es
"dilèma"-noun-oc "dilema"-noun-es
"idiòma"-noun-oc "idioma"-noun-es
"sosclassa"-noun-oc "subclase"-noun-es
"melodrama"-noun-oc "melodrama"-noun-es
"quantificacion"-noun-oc "cuantificación"-noun-es
"captacion"-noun-oc "captación"-noun-es
"jonc"-noun-oc "junco"-noun-es
"calomnia"-noun-oc "calumnia"-noun-es
"arrogància"-noun-oc "arrogancia"-noun-es
"soscategoria"-noun-oc "subcategoría"-noun-es
"dispensari"-noun-oc "dispensario"-noun-es
"contagion"-noun-oc "contagio"-noun-es
"PSC"-noun-oc "PSC"-noun-es
"eissam"-noun-oc "enjambre"-noun-es
"pentagòn"-noun-oc "pentágono"-noun-es
"fonetica"-noun-oc "fonética"-noun-es
"penicillina"-noun-oc "penicilina"-noun-es
"examinador"-noun-oc "examinador"-noun-es
"dramaturgia"-noun-oc "dramaturgia"-noun-es
"amnesia"-noun-oc "amnesia"-noun-es
"detergent"-noun-oc "detergente"-noun-es
"abduccion"-noun-oc "abducción"-noun-es
"sardana"-noun-oc "sardana"-noun-es
"enflar"-verb-oc "hinchar"-verb-es
"culturalament"-adverb-oc "culturalmente"-adverb-es
"excessivament"-adverb-oc "excesivamente"-adverb-es
"interiorament"-adverb-oc "interiormente"-adverb-es
"oralament"-adverb-oc "oralmente"-adverb-es
"substancialament"-adverb-oc "substancialmente"-adverb-es
"substancialament"-adverb-oc "sustancialmente"-adverb-es
"fredament"-adverb-oc "con frialdad"-adverb-es
"fredament"-adverb-oc "fríamente"-adverb-es
"lingüisticament"-adverb-oc "lingüísticamente"-adverb-es
"irregularament"-adverb-oc "irregularmente"-adverb-es
"dignament"-adverb-oc "dignamente"-adverb-es
"selectivament"-adverb-oc "selectivamente"-adverb-es
"TV"-properNoun-oc "TV"-properNoun-es
"Racing"-properNoun-oc "Racing"-properNoun-es
"Windows"-properNoun-oc "Windows"-properNoun-es
"Microsoft"-properNoun-oc "Microsoft"-properNoun-es
"Beatles"-properNoun-oc "Beatles"-properNoun-es
"Inter"-properNoun-oc "Inter"-properNoun-es
"Google"-properNoun-oc "Google"-properNoun-es
"ABC"-properNoun-oc "ABC"-properNoun-es
"Linux"-properNoun-oc "Linux"-properNoun-es
"Champions"-properNoun-oc "Champions"-properNoun-es
"Sony"-properNoun-oc "Sony"-properNoun-es
"Nature"-properNoun-oc "Nature"-properNoun-es
"Airbus"-properNoun-oc "Airbus"-properNoun-es
"ONG"-properNoun-oc "ONG"-properNoun-es
"Rolling"-properNoun-oc "Rolling"-properNoun-es
"Mercedes"-properNoun-oc "Mercedes"-properNoun-es
"Generalitat"-properNoun-oc "Generalitat"-properNoun-es
"Juventus"-properNoun-oc "Juventus"-properNoun-es
"Intel"-properNoun-oc "Intel"-properNoun-es
"Athletic"-properNoun-oc "Athletic"-properNoun-es
"Unix"-properNoun-oc "Unix"-properNoun-es
"Volkswagen"-properNoun-oc "Volkswagen"-properNoun-es
"Discovery"-properNoun-oc "Discovery"-properNoun-es
"Nokia"-properNoun-oc "Nokia"-properNoun-es
"Siemens"-properNoun-oc "Siemens"-properNoun-es
"Explorer"-properNoun-oc "Explorer"-properNoun-es
"Kremlin"-properNoun-oc "Kremlin"-properNoun-es
"Moritz"-properNoun-oc "Moritz"-properNoun-es
"Yahoo"-properNoun-oc "Yahoo"-properNoun-es
"Barça"-properNoun-oc "Barça"-properNoun-es
"Renfe"-properNoun-oc "Renfe"-properNoun-es
"html"-properNoun-oc "html"-properNoun-es
"Benetton"-properNoun-oc "Benetton"-properNoun-es
"Word"-properNoun-oc "Word"-properNoun-es
"FP"-properNoun-oc "FP"-properNoun-es
"Greenpeace"-properNoun-oc "Greenpeace"-properNoun-es
"Firefox"-properNoun-oc "Firefox"-properNoun-es
"Iberdrola"-properNoun-oc "Iberdrola"-properNoun-es
"Endesa"-properNoun-oc "Endesa"-properNoun-es
"Batasuna"-properNoun-oc "Batasuna"-properNoun-es
"RTVE"-properNoun-oc "RTVE"-properNoun-es
"Osasuna"-properNoun-oc "Osasuna"-properNoun-es
"Muntaner"-properNoun-oc "Muntaner"-properNoun-es
"INE"-properNoun-oc "INE"-properNoun-es
"Crist"-properNoun-oc "Cristo"-properNoun-es
"Mart"-properNoun-oc "Marte"-properNoun-es
"Renault"-properNoun-oc "Renault"-properNoun-es
"Candy"-properNoun-oc "Candy"-properNoun-es
"Gers"-properNoun-oc "Gers"-properNoun-es
"Gironda"-properNoun-oc "Gironda"-properNoun-es
"Isèra"-properNoun-oc "Isèra"-properNoun-es
"Nièvre"-properNoun-oc "Nièvre"-properNoun-es
"Puèi Domat"-properNoun-oc "Puèi Domat"-properNoun-es
"Vinhana"-properNoun-oc "Vinhana"-properNoun-es
"Vòges"-properNoun-oc "Vosgos"-properNoun-es
"Martinica"-properNoun-oc "Martinica"-properNoun-es
"Maiòta"-properNoun-oc "Mayotte"-properNoun-es
"Aiacciu"-properNoun-oc "Ajaccio"-properNoun-es
"Bastia"-properNoun-oc "Bastia"-properNoun-es
"Anecí"-properNoun-oc "Annecy"-properNoun-es
"Amians"-properNoun-oc "Amiens"-properNoun-es
"Belfòrt"-properNoun-oc "Belfort"-properNoun-es
"Batman"-properNoun-oc "Batman"-properNoun-es
"Johan"-properNoun-oc "Johan"-properNoun-es
"Hugh"-properNoun-oc "Hugh"-properNoun-es
"Ròc"-properNoun-oc "Ròc"-properNoun-es
"Javier"-properNoun-oc "Javier"-properNoun-es
"Vicente"-properNoun-oc "Vicente"-properNoun-es
"Alfredo"-properNoun-oc "Alfredo"-properNoun-es
"Joel"-properNoun-oc "Joel"-properNoun-es
"Felipe"-properNoun-oc "Felipe"-properNoun-es
"Alejandro"-properNoun-oc "Alejandro"-properNoun-es
"Fabio"-properNoun-oc "Fabio"-properNoun-es
"Joshua"-properNoun-oc "Joshua"-properNoun-es
"Garfield"-properNoun-oc "Garfield"-properNoun-es
"Dexter"-properNoun-oc "Dexter"-properNoun-es
"Augusto"-properNoun-oc "Augusto"-properNoun-es
"Markus"-properNoun-oc "Markus"-properNoun-es
"Benito"-properNoun-oc "Benito"-properNoun-es
"Raúl"-properNoun-oc "Raúl"-properNoun-es
"Ronaldo"-properNoun-oc "Ronaldo"-properNoun-es
"Eugenio"-properNoun-oc "Eugenio"-properNoun-es
"Gaspar"-properNoun-oc "Gaspar"-properNoun-es
"Woody"-properNoun-oc "Woody"-properNoun-es
"Sandro"-properNoun-oc "Sandro"-properNoun-es
"Kofi"-properNoun-oc "Kofi"-properNoun-es
"Valentino"-properNoun-oc "Valentino"-properNoun-es
"Fran"-properNoun-oc "Fran"-properNoun-es
"Dustin"-properNoun-oc "Dustin"-properNoun-es
"Clemente"-properNoun-oc "Clemente"-properNoun-es
"Elia"-properNoun-oc "Elia"-properNoun-es
"Günter"-properNoun-oc "Günter"-properNoun-es
"Iván"-properNoun-oc "Iván"-properNoun-es
"Pascual"-properNoun-oc "Pascual"-properNoun-es
"Miquel"-properNoun-oc "Miquel"-properNoun-es
"Jaume"-properNoun-oc "Jaume"-properNoun-es
"Pere"-properNoun-oc "Pere"-properNoun-es
"Aurelio"-properNoun-oc "Aurelio"-properNoun-es
"Ronaldinho"-properNoun-oc "Ronaldinho"-properNoun-es
"Xavi"-properNoun-oc "Xavi"-properNoun-es
"Mikel"-properNoun-oc "Mikel"-properNoun-es
"Cristian"-properNoun-oc "Cristian"-properNoun-es
"Isidro"-properNoun-oc "Isidro"-properNoun-es
"Saddam"-properNoun-oc "Saddam"-properNoun-es
"Cesc"-properNoun-oc "Cesc"-properNoun-es
"Garcilaso"-properNoun-oc "Garcilaso"-properNoun-es
"Raimon"-properNoun-oc "Raimon"-properNoun-es
"Rafa"-properNoun-oc "Rafa"-properNoun-es
"Patxi"-properNoun-oc "Patxi"-properNoun-es
"Arcadi"-properNoun-oc "Arcadi"-properNoun-es
"Román"-properNoun-oc "Román"-properNoun-es
"Rufino"-properNoun-oc "Rufino"-properNoun-es
"El Greco"-properNoun-oc "El Greco"-properNoun-es
"Olga"-properNoun-oc "Olga"-properNoun-es
"Lola"-properNoun-oc "Lola"-properNoun-es
"Maggie"-properNoun-oc "Maggie"-properNoun-es
"Christina"-properNoun-oc "Christina"-properNoun-es
"Jana"-properNoun-oc "Jana"-properNoun-es
"Dolores"-properNoun-oc "Dolores"-properNoun-es
"Paola"-properNoun-oc "Paola"-properNoun-es
"Lolita"-properNoun-oc "Lolita"-properNoun-es
"Cecilia"-properNoun-oc "Cecilia"-properNoun-es
"Caterina"-properNoun-oc "Caterina"-properNoun-es
"Katrina"-properNoun-oc "Katrina"-properNoun-es
"Elisa"-properNoun-oc "Elisa"-properNoun-es
"Adriana"-properNoun-oc "Adriana"-properNoun-es
"Tania"-properNoun-oc "Tania"-properNoun-es
"Scarlett"-properNoun-oc "Scarlett"-properNoun-es
"Catalina"-properNoun-oc "Catalina"-properNoun-es
"Miriam"-properNoun-oc "Miriam"-properNoun-es
"Pilar"-properNoun-oc "Pilar"-properNoun-es
"Luisa"-properNoun-oc "Luisa"-properNoun-es
"Bridget"-properNoun-oc "Bridget"-properNoun-es
"Manuela"-properNoun-oc "Manuela"-properNoun-es
"Valeria"-properNoun-oc "Valeria"-properNoun-es
"Angelina"-properNoun-oc "Angelina"-properNoun-es
"Mabel"-properNoun-oc "Mabel"-properNoun-es
"Melinda"-properNoun-oc "Melinda"-properNoun-es
"Esmeralda"-properNoun-oc "Esmeralda"-properNoun-es
"Angeles"-properNoun-oc "Angeles"-properNoun-es
"Violeta"-properNoun-oc "Violeta"-properNoun-es
"Gisela"-properNoun-oc "Gisela"-properNoun-es
"Soledad"-properNoun-oc "Soledad"-properNoun-es
"Josefa"-properNoun-oc "Josefa"-properNoun-es
"Liliana"-properNoun-oc "Liliana"-properNoun-es
"Condoleezza"-properNoun-oc "Condoleezza"-properNoun-es
"Nuria"-properNoun-oc "Nuria"-properNoun-es
"Natividad"-properNoun-oc "Natividad"-properNoun-es
"Meritxell"-properNoun-oc "Meritxell"-properNoun-es
"Jacinta"-properNoun-oc "Jacinta"-properNoun-es
"Carlota"-properNoun-oc "Carlota"-properNoun-es
"Peitau"-properNoun-oc "Peitau"-properNoun-es
