"Aalst"-properNoun-eo "Aalst"-properNoun-fr
"tiédeur"-noun-fr "tepido"-noun-eo
"tiédeur"-noun-fr "varmeto"-noun-eo
"tepideco"-noun-eo "tiédeur"-noun-fr
"tepido"-noun-eo "tiédeur"-noun-fr
"varmeto"-noun-eo "tiédeur"-noun-fr
"malfluso"-noun-eo "jusant"-noun-fr
"malfluso"-noun-eo "marée descendante"-noun-fr
"jusant"-noun-fr "malfluso"-noun-eo
"marée descendante"-noun-fr "malfluso"-noun-eo
"malfono"-noun-eo "avant-plan"-noun-fr
"malfono"-noun-eo "premier plan"-noun-fr
"avant-plan"-noun-fr "malfono"-noun-eo
"premier plan"-noun-fr "malfono"-noun-eo
"malformati"-verb-eo "déformater"-verb-fr
"déformater"-verb-fr "malformati"-verb-eo
"malforte konverĝa"-adjective-eo "faiblement convergent"-adjective-fr
"faiblement convergent"-adjective-fr "malforte konverĝa"-adjective-eo
"morose"-adjective-fr "moroza"-adjective-eo
"moroza"-adjective-eo "morose"-adjective-fr
"malĝentilulo"-noun-eo "malappris"-noun-fr
"malappris"-noun-fr "malĝentilulo"-noun-eo
"malgranda ĉimpanzo"-noun-eo "chimpanzé nain"-noun-fr
"chimpanzé nain"-noun-fr "malgranda ĉimpanzo"-noun-eo
"malgranda kalorio"-noun-eo "petite calorie"-noun-fr
"petite calorie"-noun-fr "malgranda kalorio"-noun-eo
"malgranda pando"-noun-eo "petit panda"-noun-fr
"petit panda"-noun-fr "malgranda pando"-noun-eo
"maligna tumoro"-noun-eo "tumeur maligne"-noun-fr
"tumeur maligne"-noun-fr "maligna tumoro"-noun-eo
"malinstige"-adverb-eo "dissuasivement"-adverb-fr
"dissuasivement"-adverb-fr "malinstige"-adverb-eo
"dissuasivement"-adverb-fr "malpersvade"-adverb-eo
"malpersvade"-adverb-eo "dissuasivement"-adverb-fr
"maljunulejo"-noun-eo "maison de retraite"-noun-fr
"maison de retraite"-noun-fr "maljunulejo"-noun-eo
"malkatizi"-verb-eo "décatir"-verb-fr
"décatir"-verb-fr "malkatizi"-verb-eo
"inculte"-noun-fr "senklerulo"-noun-eo
"ignorant"-noun-fr "senklerulo"-noun-eo
"ignorant"-noun-fr "malkompetentulo"-noun-eo
"ignorant"-noun-fr "nekompetentulo"-noun-eo
"malkompetentulo"-noun-eo "ignorant"-noun-fr
"malkompetentulo"-noun-eo "incapable"-noun-fr
"nekompetentulo"-noun-eo "ignorant"-noun-fr
"nekompetentulo"-noun-eo "incapable"-noun-fr
"malkomenti"-verb-eo "sortir du commentaire"-verb-fr
"sortir du commentaire"-verb-fr "malkomenti"-verb-eo
"incommodement"-adverb-fr "nekomforte"-adverb-eo
"incommodement"-adverb-fr "nepraktike"-adverb-eo
"incommodement"-adverb-fr "senkomforte"-adverb-eo
"nekomforte"-adverb-eo "incommodement"-adverb-fr
"nepraktike"-adverb-eo "incommodement"-adverb-fr
"senkomforte"-adverb-eo "incommodement"-adverb-fr
"absence de compassion"-noun-fr "senkompateco"-noun-eo
"senkompateco"-noun-eo "absence de compassion"-noun-fr
"senkompateco"-noun-eo "absence de pitié"-noun-fr
"absence de pitié"-noun-fr "senkompateco"-noun-eo
"malkompetenta"-adjective-eo "non qualifié"-adjective-fr
"non qualifié"-adjective-fr "malkompetenta"-adjective-eo
"malkompetente"-adverb-eo "incapablement"-adverb-fr
"incapablement"-adverb-fr "malkompetente"-adverb-eo
"incapablement"-adverb-fr "nekapable"-adverb-eo
"nekapable"-adverb-eo "incapablement"-adverb-fr
"incapable"-noun-fr "malkompetentulo"-noun-eo
"incapable"-noun-fr "nekompetentulo"-noun-eo
"incapable"-noun-fr "nekapablulo"-noun-eo
"nekapablulo"-noun-eo "incapable"-noun-fr
"malkonfidema"-adjective-eo "défiant"-adjective-fr
"malkonfidema"-adjective-eo "soupçonneux"-adjective-fr
"défiant"-adjective-fr "malkonfidema"-adjective-eo
"soupçonneux"-adjective-fr "malkonfidema"-adjective-eo
"malkonfideme"-adverb-eo "soupçonneusement"-adverb-fr
"soupçonneusement"-adverb-fr "malkonfideme"-adverb-eo
"malkulmino"-noun-eo "marasme"-noun-fr
"marasme"-noun-fr "malkulmino"-noun-eo
"marasme"-noun-fr "marasmo"-noun-eo
"marasmo"-noun-eo "marasme"-noun-fr
"malkunigado"-noun-eo "démultiplexage"-noun-fr
"démultiplexage"-noun-fr "malkunigado"-noun-eo
"démultiplexage"-noun-fr "malmultipleksado"-noun-eo
"malmultipleksado"-noun-eo "démultiplexage"-noun-fr
"malkunprema"-adjective-eo "décompresseur"-adjective-fr
"décompresseur"-adjective-fr "malkunprema"-adjective-eo
"malloka reto"-noun-eo "réseau étendu"-noun-fr
"malloka reto"-noun-eo "WAN"-noun-fr
"réseau étendu"-noun-fr "malloka reto"-noun-eo
"WAN"-noun-fr "malloka reto"-noun-eo
"mallongigita cikloido"-noun-eo "cycloïde raccourcie"-noun-fr
"cycloïde raccourcie"-noun-fr "mallongigita cikloido"-noun-eo
"mallongigita epicikloido"-noun-eo "épicycloïde raccourcie"-noun-fr
"épicycloïde raccourcie"-noun-fr "mallongigita epicikloido"-noun-eo
"mallongigita hipocikloido"-noun-eo "hypocycloïde raccourcie"-noun-fr
"hypocycloïde raccourcie"-noun-fr "mallongigita hipocikloido"-noun-eo
"Malmedy"-properNoun-eo "Malmedy"-properNoun-fr
"Malmedy"-properNoun-fr "Malmedy"-properNoun-eo
"malmiopa"-adjective-eo "hypermétrope"-adjective-fr
"hypermétrope"-adjective-fr "malmiopa"-adjective-eo
"malmiopulo"-noun-eo "hypermétrope"-noun-fr
"hypermétrope"-noun-fr "malmiopulo"-noun-eo
"malmodulilo"-noun-eo "démodulateur"-noun-fr
"démodulateur"-noun-fr "malmodulilo"-noun-eo
"malmulte da"-preposition-eo "peu de"-preposition-fr
"peu de"-preposition-fr "malmulte da"-preposition-eo
"malmultipleksi"-verb-eo "démultiplexer"-verb-fr
"démultiplexer"-verb-fr "malmultipleksi"-verb-eo
"malneta nacia produkto"-noun-eo "produit national brut"-noun-fr
"produit national brut"-noun-fr "malneta nacia produkto"-noun-eo
"malnoblege"-adverb-eo "infâmement"-adverb-fr
"infâmement"-adverb-fr "malnoblege"-adverb-eo
"Malnova Mondo"-properNoun-eo "Ancien Monde"-properNoun-fr
"Ancien Monde"-properNoun-fr "Malnova Mondo"-properNoun-eo
"malpaceme"-adverb-eo "vindicativement"-adverb-fr
"vindicativement"-adverb-fr "malpaceme"-adverb-eo
"malpaceto"-noun-eo "brouille"-noun-fr
"malpaceto"-noun-eo "chamaillerie"-noun-fr
"brouille"-noun-fr "malpaceto"-noun-eo
"chamaillerie"-noun-fr "malpaceto"-noun-eo
"malpiulo"-noun-eo "impie"-noun-fr
"impie"-noun-fr "malpiulo"-noun-eo
"malplena aro"-noun-eo "ensemble vide"-noun-fr
"ensemble vide"-noun-fr "malplena aro"-noun-eo
"malprofundaĵo"-noun-eo "haut-fond"-noun-fr
"haut-fond"-noun-fr "malprofundaĵo"-noun-eo
"malprogrami"-verb-eo "déprogrammer"-verb-fr
"déprogrammer"-verb-fr "malprogrami"-verb-eo
"malprogresema"-adjective-eo "rétro"-adjective-fr
"rétro"-adjective-fr "malprogresema"-adjective-eo
"malprogresemulo"-noun-eo "rétrograde"-noun-fr
"rétrograde"-noun-fr "malprogresemulo"-noun-eo
"imprudemment"-adverb-fr "neprudente"-adverb-eo
"neprudente"-adverb-eo "imprudemment"-adverb-fr
"malrefleksiva"-adjective-eo "antiréflexif"-adjective-fr
"antiréflexif"-adjective-fr "malrefleksiva"-adjective-eo
"malreguliga"-adjective-eo "dérégulateur"-adjective-fr
"dérégulateur"-adjective-fr "malreguliga"-adjective-eo
"malreguliganto"-noun-eo "dérégulateur"-noun-fr
"dérégulateur"-noun-fr "malreguliganto"-noun-eo
"malsinceraĵo"-noun-eo "fourberie"-noun-fr
"fourberie"-noun-fr "malsinceraĵo"-noun-eo
"fourberie"-noun-fr "malsincereco"-noun-eo
"fourberie"-noun-fr "malsincero"-noun-eo
"malsincereco"-noun-eo "fourberie"-noun-fr
"malsincero"-noun-eo "fourberie"-noun-fr
"malsincerulo"-noun-eo "fourbe"-noun-fr
"fourbe"-noun-fr "malsincerulo"-noun-eo
"malŝminkado"-noun-eo "démaquillage"-noun-fr
"démaquillage"-noun-fr "malŝminkado"-noun-eo
"malsovaĝigo"-noun-eo "apprivoisement"-noun-fr
"apprivoisement"-noun-fr "malsovaĝigo"-noun-eo
"malspritulo"-noun-eo "lourdaud"-noun-fr
"lourdaud"-noun-fr "malspritulo"-noun-eo
"malstokado"-noun-eo "déstockage"-noun-fr
"déstockage"-noun-fr "malstokado"-noun-eo
"malstreĉado"-noun-eo "relax"-noun-fr
"relax"-noun-fr "malstreĉado"-noun-eo
"malstreĉe"-adverb-eo "relaxe"-adverb-fr
"malstreĉe"-adverb-eo "relax"-adverb-fr
"relaxe"-adverb-fr "malstreĉe"-adverb-eo
"relax"-adverb-fr "malstreĉe"-adverb-eo
"malstrukturi"-verb-eo "déstructurer"-verb-fr
"déstructurer"-verb-fr "malstrukturi"-verb-eo
"malsupre de"-preposition-eo "en bas de"-preposition-fr
"malsupre de"-preposition-eo "au bas de"-preposition-fr
"en bas de"-preposition-fr "malsupre de"-preposition-eo
"au bas de"-preposition-fr "malsupre de"-preposition-eo
"malsvelta"-adjective-eo "trapu"-adjective-fr
"trapu"-adjective-fr "malsvelta"-adjective-eo
"malta kruco"-noun-eo "croix de Malte"-noun-fr
"croix de Malte"-noun-fr "malta kruco"-noun-eo
"malvaco"-noun-eo "malvacée"-noun-fr
"malvacée"-noun-fr "malvaco"-noun-eo
"malvarmsango"-noun-eo "sang-froid"-noun-fr
"sang-froid"-noun-fr "malvarmsango"-noun-eo
"sang-froid"-noun-fr "trankvilsangeco"-noun-eo
"trankvilsangeco"-noun-eo "sang-froid"-noun-fr
"malvastigaĵo"-noun-eo "sous-application"-noun-fr
"sous-application"-noun-fr "malvastigaĵo"-noun-eo
"sous-application"-noun-fr "subbildigo"-noun-eo
"subbildigo"-noun-eo "sous-application"-noun-fr
"malvazio"-noun-eo "malvoisie"-noun-fr
"malvoisie"-noun-fr "malvazio"-noun-eo
"malvivulo"-noun-eo "mort-vivant"-noun-fr
"mort-vivant"-noun-fr "malvivulo"-noun-eo
"malzomi"-verb-eo "dézoomer"-verb-fr
"dézoomer"-verb-fr "malzomi"-verb-eo
"manato"-noun-eo "lamantin"-noun-fr
"lamantin"-noun-fr "riverdelfeno"-noun-eo
"lamantin"-noun-fr "manato"-noun-eo
"mandalo"-noun-eo "mandala"-noun-fr
"mandala"-noun-fr "mandalo"-noun-eo
"Mandelieu-la-Napoule"-properNoun-eo "Mandelieu-la-Napoule"-properNoun-fr
"Mandelieu-la-Napoule"-properNoun-fr "Mandelieu-la-Napoule"-properNoun-eo
"mandiblo"-noun-eo "mandibule"-noun-fr
"mandibule"-noun-fr "mandiblo"-noun-eo
"ménagère"-noun-fr "mastrumantino"-noun-eo
"mastrumantino"-noun-eo "ménagère"-noun-fr
"manĝosalono"-noun-eo "salle de banquet"-noun-fr
"salle de banquet"-noun-fr "manĝosalono"-noun-eo
"manikuri"-verb-eo "manucurer"-verb-fr
"manucurer"-verb-fr "manikuri"-verb-eo
"manikuristo"-noun-eo "manucure"-noun-fr
"manucure"-noun-fr "manikuristo"-noun-eo
"mankavo"-noun-eo "creux de la main"-noun-fr
"creux de la main"-noun-fr "mankavo"-noun-eo
"manke de"-preposition-eo "en l'absence de"-preposition-fr
"en l'absence de"-preposition-fr "manke de"-preposition-eo
"Manks-insulo"-properNoun-eo "île de Man"-properNoun-fr
"île de Man"-properNoun-fr "Manks-insulo"-properNoun-eo
"Manosque"-properNoun-eo "Manosque"-properNoun-fr
"Manosque"-properNoun-fr "Manosque"-properNoun-eo
"manovrebla"-adjective-eo "manœuvrable"-adjective-fr
"manœuvrable"-adjective-fr "manovrebla"-adjective-eo
"Mans"-properNoun-eo "Mans"-properNoun-fr
"Mans"-properNoun-fr "Mans"-properNoun-eo
"manŝtupo"-noun-eo "courte-échelle"-noun-fr
"courte-échelle"-noun-fr "manŝtupo"-noun-eo
"mansvingi"-verb-eo "faire signe de la main"-verb-fr
"faire signe de la main"-verb-fr "mansvingi"-verb-eo
"Mantes-la-Jolie"-properNoun-eo "Mantes-la-Jolie"-properNoun-fr
"Mantes-la-Jolie"-properNoun-fr "Mantes-la-Jolie"-properNoun-eo
"mantiso"-noun-eo "mantisse"-noun-fr
"mantisse"-noun-fr "mantiso"-noun-eo
"Maple Ridge"-properNoun-eo "Maple Ridge"-properNoun-fr
"Maple Ridge"-properNoun-fr "Maple Ridge"-properNoun-eo
"maranemono"-noun-eo "anémone de mer"-noun-fr
"maranemono"-noun-eo "actinie"-noun-fr
"anémone de mer"-noun-fr "maranemono"-noun-eo
"anémone de mer"-noun-fr "marrozo"-noun-eo
"actinie"-noun-fr "maranemono"-noun-eo
"actinie"-noun-fr "marrozo"-noun-eo
"marrozo"-noun-eo "anémone de mer"-noun-fr
"marrozo"-noun-eo "actinie"-noun-fr
"mararaneo"-noun-eo "araignée de mer"-noun-fr
"araignée de mer"-noun-fr "mararaneo"-noun-eo
"marine de guerre"-noun-fr "milita ŝiparo"-noun-eo
"marine de guerre"-noun-fr "militŝiparo"-noun-eo
"milita ŝiparo"-noun-eo "marine de guerre"-noun-fr
"militŝiparo"-noun-eo "marine de guerre"-noun-fr
"marĉe"-adverb-eo "marécageusement"-adverb-fr
"marécageusement"-adverb-fr "marĉe"-adverb-eo
"Marche-en-Famenne"-properNoun-eo "Marche-en-Famenne"-properNoun-fr
"Marche-en-Famenne"-properNoun-fr "Marche-en-Famenne"-properNoun-eo
"Marcq-en-Barœul"-properNoun-eo "Marcq-en-Barœul"-properNoun-fr
"Marcq-en-Barœul"-properNoun-fr "Marcq-en-Barœul"-properNoun-eo
"marde matene"-adverb-eo "mardi matin"-adverb-fr
"mardi matin"-adverb-fr "marde matene"-adverb-eo
"marde nokte"-adverb-eo "mardi soir"-adverb-fr
"mardi soir"-adverb-fr "marde nokte"-adverb-eo
"mardi soir"-adverb-fr "marde vespere"-adverb-eo
"marde vespere"-adverb-eo "mardi soir"-adverb-fr
"marde posttagmeze"-adverb-eo "mardi après-midi"-adverb-fr
"mardi après-midi"-adverb-fr "marde posttagmeze"-adverb-eo
"marhaveno"-noun-eo "port de mer"-noun-fr
"port de mer"-noun-fr "marhaveno"-noun-eo
"Marignane"-properNoun-eo "Marignane"-properNoun-fr
"Marignane"-properNoun-fr "Marignane"-properNoun-eo
"Markham"-properNoun-eo "Markham"-properNoun-fr
"Markham"-properNoun-fr "Markham"-properNoun-eo
"markoto"-noun-eo "marcotte"-noun-fr
"marcotte"-noun-fr "markoto"-noun-eo
"Marmora Maro"-properNoun-eo "mer de Marmara"-properNoun-fr
"mer de Marmara"-properNoun-fr "Marmora Maro"-properNoun-eo
"marta"-adjective-eo "de mars"-adjective-fr
"de mars"-adjective-fr "marta"-adjective-eo
"maŝaro"-noun-eo "maillage"-noun-fr
"maillage"-noun-fr "maŝaro"-noun-eo
"maŝinejo"-noun-eo "salle des machines"-noun-fr
"salle des machines"-noun-fr "maŝinejo"-noun-eo
"maŝinismo"-noun-eo "machinisme"-noun-fr
"machinisme"-noun-fr "maŝinismo"-noun-eo
"maŝinlingvo"-noun-eo "langage machine"-noun-fr
"maŝinlingvo"-noun-eo "code machine"-noun-fr
"langage machine"-noun-fr "maŝinlingvo"-noun-eo
"code machine"-noun-fr "maŝinlingvo"-noun-eo
"maŝinpafilo"-noun-eo "arme automatique à rafale"-noun-fr
"maŝinpafilo"-noun-eo "pistolet mitrailleur"-noun-fr
"arme automatique à rafale"-noun-fr "maŝinpafilo"-noun-eo
"pistolet mitrailleur"-noun-fr "maŝinpafilo"-noun-eo
"maskerado"-noun-eo "mascarade"-noun-fr
"mascarade"-noun-fr "maskerado"-noun-eo
"mascarade"-noun-fr "maskofesto"-noun-eo
"maskofesto"-noun-eo "mascarade"-noun-fr
"Massy"-properNoun-eo "Massy"-properNoun-fr
"Massy"-properNoun-fr "Massy"-properNoun-eo
"lock-out"-noun-fr "mastrostriko"-noun-eo
"matadoro"-noun-eo "matador"-noun-fr
"matador"-noun-fr "matadoro"-noun-eo
"matenstelo"-noun-eo "étoile du matin"-noun-fr
"étoile du matin"-noun-fr "matenstelo"-noun-eo
"Matoury"-properNoun-eo "Matoury"-properNoun-fr
"Matoury"-properNoun-fr "Matoury"-properNoun-eo
"matrica adicio"-noun-eo "addition matricielle"-noun-fr
"addition matricielle"-noun-fr "matrica adicio"-noun-eo
"matrica multipliko"-noun-eo "multiplication matricielle"-noun-fr
"multiplication matricielle"-noun-fr "matrica multipliko"-noun-eo
"matrica nulo"-noun-eo "matrice nulle"-noun-fr
"matrice nulle"-noun-fr "matrica nulo"-noun-eo
"matrice nulle"-noun-fr "nulmatrico"-noun-eo
"nulmatrico"-noun-eo "matrice nulle"-noun-fr
"matrica unuo"-noun-eo "matrice unité"-noun-fr
"matrice unité"-noun-fr "matrica unuo"-noun-eo
"matrice unité"-noun-fr "unuomatrico"-noun-eo
"unuomatrico"-noun-eo "matrice unité"-noun-fr
"matrico de vektora homomorfio"-noun-eo "matrice d'application linéaire"-noun-fr
"matrice d'application linéaire"-noun-fr "matrico de vektora homomorfio"-noun-eo
"Maubeuge"-properNoun-eo "Maubeuge"-properNoun-fr
"Maubeuge"-properNoun-fr "Maubeuge"-properNoun-eo
"mazdaa"-adjective-eo "mazdéen"-adjective-fr
"mazdéen"-adjective-fr "mazdaa"-adjective-eo
"mazdaano"-noun-eo "mazdéen"-noun-fr
"mazdaano"-noun-eo "guèbre"-noun-fr
"mazdaano"-noun-eo "parsi"-noun-fr
"mazdéen"-noun-fr "mazdaano"-noun-eo
"guèbre"-noun-fr "mazdaano"-noun-eo
"parsi"-noun-fr "mazdaano"-noun-eo
"Mazdao"-properNoun-eo "Ahura Mazdâ"-properNoun-fr
"Mazdao"-properNoun-eo "Ohrmazd"-properNoun-fr
"Ahura Mazdâ"-properNoun-fr "Mazdao"-properNoun-eo
"Ohrmazd"-properNoun-fr "Mazdao"-properNoun-eo
"Meaux"-properNoun-eo "Meaux"-properNoun-fr
"Meaux"-properNoun-fr "Meaux"-properNoun-eo
"meblisto"-noun-eo "ensemblier"-noun-fr
"ensemblier"-noun-fr "meblisto"-noun-eo
"Mechelen"-properNoun-eo "Mechelen"-properNoun-fr
"Mechelen"-properNoun-fr "Mechelen"-properNoun-eo
"mede"-adverb-eo "médiquement"-adverb-fr
"médiquement"-adverb-fr "mede"-adverb-eo
"Medicine Hat"-properNoun-eo "Medicine Hat"-properNoun-fr
"Medicine Hat"-properNoun-fr "Medicine Hat"-properNoun-eo
"mediteme"-adverb-eo "méditativement"-adverb-fr
"méditativement"-adverb-fr "mediteme"-adverb-eo
"Mée-sur-Seine"-properNoun-eo "Mée-sur-Seine"-properNoun-fr
"Mée-sur-Seine"-properNoun-fr "Mée-sur-Seine"-properNoun-eo
"megaherco"-noun-eo "mégahertz"-noun-fr
"mégahertz"-noun-fr "megaherco"-noun-eo
"melampiro"-noun-eo "mélampyre"-noun-fr
"mélampyre"-noun-fr "melampiro"-noun-eo
"basset"-noun-fr "vertago"-noun-eo
"vertago"-noun-eo "basset"-noun-fr
"vertago"-noun-eo "teckel"-noun-fr
"teckel"-noun-fr "vertago"-noun-eo
"meliloto"-noun-eo "mélilot"-noun-fr
"mélilot"-noun-fr "meliloto"-noun-eo
"melio"-noun-eo "lilas des indes"-noun-fr
"melio"-noun-eo "mélia"-noun-fr
"lilas des indes"-noun-fr "melio"-noun-eo
"mélia"-noun-fr "melio"-noun-eo
"melodiornamo"-noun-eo "ornement musical"-noun-fr
"ornement musical"-noun-fr "melodiornamo"-noun-eo
"membroŝtato"-noun-eo "État membre"-noun-fr
"État membre"-noun-fr "membroŝtato"-noun-eo
"memdigno"-noun-eo "amour-propre"-noun-fr
"amour-propre"-noun-fr "memdigno"-noun-eo
"memdire"-adverb-eo "de son propre aveu"-adverb-fr
"memdire"-adverb-eo "selon ses propres termes"-adverb-fr
"de son propre aveu"-adverb-fr "memdire"-adverb-eo
"selon ses propres termes"-adverb-fr "memdire"-adverb-eo
"confiance en soi"-noun-fr "memkonfido"-noun-eo
"memkonfido"-noun-eo "confiance en soi"-noun-fr
"memkompato"-noun-eo "apitoiement sur soi"-noun-fr
"apitoiement sur soi"-noun-fr "memkompato"-noun-eo
"memkomprenebla"-adjective-eo "qui va de soi"-adjective-fr
"qui va de soi"-adjective-fr "memkomprenebla"-adjective-eo
"memkondamnita"-adjective-eo "condamné par ses actes"-adjective-fr
"condamné par ses actes"-adjective-fr "memkondamnita"-adjective-eo
"memkritike"-adverb-eo "autocritiquement"-adverb-fr
"autocritiquement"-adverb-fr "memkritike"-adverb-eo
"memmastruma"-adjective-eo "autogestionaire"-adjective-fr
"autogestionaire"-adjective-fr "memmastruma"-adjective-eo
"memorarto"-noun-eo "mnémotechnie"-noun-fr
"mnémotechnie"-noun-fr "memorarto"-noun-eo
"mnémotechnie"-noun-fr "mnemoniko"-noun-eo
"mnemoniko"-noun-eo "mnémotechnie"-noun-fr
"mnemoniko"-noun-eo "mnémonique"-noun-fr
"memore"-adverb-eo "de mémoire"-adverb-fr
"memore"-adverb-eo "par cœur"-adverb-fr
"de mémoire"-adverb-fr "memore"-adverb-eo
"par cœur"-adverb-fr "memore"-adverb-eo
"memore de"-preposition-eo "en mémoire de"-preposition-fr
"en mémoire de"-preposition-fr "memore de"-preposition-eo
"memorigilo"-noun-eo "memorandum"-noun-fr
"memorandum"-noun-fr "memorigilo"-noun-eo
"memortruo"-noun-eo "trou de mémoire"-noun-fr
"trou de mémoire"-noun-fr "memortruo"-noun-eo
"memserva"-adjective-eo "en libre-service"-adjective-fr
"en libre-service"-adjective-fr "memserva"-adjective-eo
"Menceo"-properNoun-eo "Mengzi"-properNoun-fr
"Menceo"-properNoun-eo "Mencius"-properNoun-fr
"Mengzi"-properNoun-fr "Menceo"-properNoun-eo
"Mencius"-properNoun-fr "Menceo"-properNoun-eo
"menciinda"-adjective-eo "digne d'être mentionné"-adjective-fr
"menciinda"-adjective-eo "digne d'intérêt"-adjective-fr
"digne d'être mentionné"-adjective-fr "menciinda"-adjective-eo
"digne d'intérêt"-adjective-fr "menciinda"-adjective-eo
"menciindi"-verb-eo "être digne d'intérêt"-verb-fr
"être digne d'intérêt"-verb-fr "menciindi"-verb-eo
"Menen"-properNoun-eo "Menen"-properNoun-fr
"Menen"-properNoun-fr "Menen"-properNoun-eo
"Menin"-properNoun-eo "Menin"-properNoun-fr
"Menin"-properNoun-fr "Menin"-properNoun-eo
"mensa malsano"-noun-eo "maladie mentale"-noun-fr
"maladie mentale"-noun-fr "mensa malsano"-noun-eo
"maladie mentale"-noun-fr "mensmalsano"-noun-eo
"mensmalsano"-noun-eo "maladie mentale"-noun-fr
"Menton"-properNoun-eo "Menton"-properNoun-fr
"Menton"-properNoun-fr "Menton"-properNoun-eo
"menuero"-noun-eo "élément de menu"-noun-fr
"élément de menu"-noun-fr "menuero"-noun-eo
"menuro"-noun-eo "oiseau-lyre"-noun-fr
"oiseau-lyre"-noun-fr "menuro"-noun-eo
"merĝo"-noun-eo "harle"-noun-fr
"harle"-noun-fr "merĝo"-noun-eo
"Mérignac"-properNoun-eo "Mérignac"-properNoun-fr
"Mérignac"-properNoun-fr "Mérignac"-properNoun-eo
"meringi"-verb-eo "meringuer"-verb-fr
"meringuer"-verb-fr "meringi"-verb-eo
"merkatekonomio"-noun-eo "économie de marché"-noun-fr
"économie de marché"-noun-fr "merkatekonomio"-noun-eo
"merkatikisto"-noun-eo "marketiste"-noun-fr
"merkatikisto"-noun-eo "mercatiste"-noun-fr
"marketiste"-noun-fr "merkatikisto"-noun-eo
"marketiste"-noun-fr "merkatisto"-noun-eo
"mercatiste"-noun-fr "merkatikisto"-noun-eo
"mercatiste"-noun-fr "merkatisto"-noun-eo
"merkatisto"-noun-eo "marketiste"-noun-fr
"merkatisto"-noun-eo "mercatiste"-noun-fr
"merkrede matene"-adverb-eo "mercredi matin"-adverb-fr
"mercredi matin"-adverb-fr "merkrede matene"-adverb-eo
"merkrede nokte"-adverb-eo "mercredi soir"-adverb-fr
"mercredi soir"-adverb-fr "merkrede nokte"-adverb-eo
"mercredi soir"-adverb-fr "merkrede vespere"-adverb-eo
"merkrede vespere"-adverb-eo "mercredi soir"-adverb-fr
"merkrede posttagmeze"-adverb-eo "mercredi après-midi"-adverb-fr
"mercredi après-midi"-adverb-fr "merkrede posttagmeze"-adverb-eo
"merkura"-adjective-eo "mercurien"-adjective-fr
"mercurien"-adjective-fr "merkura"-adjective-eo
"meromorfa"-adjective-eo "méromorphe"-adjective-fr
"méromorphe"-adjective-fr "meromorfa"-adjective-eo
"mesaĝi"-verb-eo "envoyer un message"-verb-fr
"envoyer un message"-verb-fr "mesaĝi"-verb-eo
"Mesen"-properNoun-eo "Mesen"-properNoun-fr
"Mesen"-properNoun-fr "Mesen"-properNoun-eo
"Messines"-properNoun-eo "Messines"-properNoun-fr
"Messines"-properNoun-fr "Messines"-properNoun-eo
"metalurgie"-adverb-eo "métallurgiquement"-adverb-fr
"métallurgiquement"-adverb-fr "metalurgie"-adverb-eo
"metasekvojo"-noun-eo "métaséquoia"-noun-fr
"metasekvojo"-noun-eo "métasequoia"-noun-fr
"métaséquoia"-noun-fr "metasekvojo"-noun-eo
"métasequoia"-noun-fr "metasekvojo"-noun-eo
"metastazi"-verb-eo "métastaser"-verb-fr
"métastaser"-verb-fr "metastazi"-verb-eo
"météorologiquement"-adverb-fr "meteorologie"-adverb-eo
"meteorologie"-adverb-eo "météorologiquement"-adverb-fr
"meteorismo"-noun-eo "ballonnement"-noun-fr
"meteorismo"-noun-eo "flatulence"-noun-fr
"ballonnement"-noun-fr "meteorismo"-noun-eo
"flatulence"-noun-fr "meteorismo"-noun-eo
