"in order to"-preposition-en "per tal de"-preposition-ca
"medicine"-noun-en "medicina"-noun-ca
"medicament"-noun-ca "medicine"-noun-en
"medicina"-noun-ca "medicine"-noun-en
"remedy"-noun-en "remei"-noun-ca
"remei"-noun-ca "remedy"-noun-en
"meitat"-noun-ca "half"-noun-en
"half"-noun-en "meitat"-noun-ca
"gratitud"-noun-ca "gratitude"-noun-en
"gratitude"-noun-en "gratitud"-noun-ca
"allocation"-noun-en "assignació"-noun-ca
"assignació"-noun-ca "allocation"-noun-en
"espècie"-noun-ca "species"-noun-en
"species"-noun-en "espècie"-noun-ca
"categoria"-noun-ca "category"-noun-en
"category"-noun-en "categoria"-noun-ca
"tax"-noun-en "taxa"-noun-ca
"taxa"-noun-ca "tax"-noun-en
"tribute"-noun-en "tribut"-noun-ca
"tribut"-noun-ca "tribute"-noun-en
"pintura"-noun-ca "painting"-noun-en
"pintura"-noun-ca "paint"-noun-en
"painting"-noun-en "pintura"-noun-ca
"paint"-noun-en "pintura"-noun-ca
"servidor"-noun-ca "server"-noun-en
"server"-noun-en "servidor"-noun-ca
"repòrter"-noun-ca "reporter"-noun-en
"reporter"-noun-en "repòrter"-noun-ca
"reporter"-noun-en "reporter"-noun-ca
"reporter"-noun-ca "reporter"-noun-en
"detectiu"-noun-ca "detective"-noun-en
"detective"-noun-en "detectiu"-noun-ca
"navegador"-noun-ca "browser"-noun-en
"browser"-noun-en "navegador"-noun-ca
"witness"-noun-en "testimoni"-noun-ca
"testimoni"-noun-ca "witness"-noun-en
"fenomen"-noun-ca "phenomenon"-noun-en
"phenomenon"-noun-en "fenomen"-noun-ca
"sorpresa"-noun-ca "surprise"-noun-en
"surprise"-noun-en "sorpresa"-noun-ca
"articulació"-noun-ca "joint"-noun-en
"articulació"-noun-ca "articulation"-noun-en
"joint"-noun-en "articulació"-noun-ca
"articulation"-noun-en "articulació"-noun-ca
"knot"-noun-en "nus"-noun-ca
"nus"-noun-ca "knot"-noun-en
"video"-noun-en "vídeo"-noun-ca
"vídeo"-noun-ca "video"-noun-en
"ram"-noun-ca "bouquet"-noun-en
"bouquet"-noun-en "ram"-noun-ca
"tren"-noun-ca "train"-noun-en
"train"-noun-en "tren"-noun-ca
"manufacture"-noun-en "fabricació"-noun-ca
"fabricació"-noun-ca "manufacture"-noun-en
"fabricació"-noun-ca "manufacturing"-noun-en
"manufacturing"-noun-en "fabricació"-noun-ca
"forat"-noun-ca "hole"-noun-en
"hole"-noun-en "forat"-noun-ca
"cavitat"-noun-ca "cavity"-noun-en
"cavity"-noun-en "cavitat"-noun-ca
"factor"-noun-ca "factor"-noun-en
"factor"-noun-en "factor"-noun-ca
"carter"-noun-ca "postman"-noun-en
"postman"-noun-en "carter"-noun-ca
"cause"-noun-en "cosa"-noun-ca
"cosa"-noun-ca "cause"-noun-en
"cosa"-noun-ca "thing"-noun-en
"thing"-noun-en "cosa"-noun-ca
"study"-noun-en "estudi"-noun-ca
"estudi"-noun-ca "study"-noun-en
"estudi"-noun-ca "studio"-noun-en
"studio"-noun-en "estudi"-noun-ca
"lighter"-noun-en "encenedor"-noun-ca
"encenedor"-noun-ca "lighter"-noun-en
"fusell"-noun-ca "rifle"-noun-en
"rifle"-noun-en "fusell"-noun-ca
"contraction"-noun-en "contracció"-noun-ca
"contracció"-noun-ca "contraction"-noun-en
"arxiu"-noun-ca "archive"-noun-en
"archive"-noun-en "arxiu"-noun-ca
"arch"-noun-en "arc"-noun-ca
"arc"-noun-ca "arch"-noun-en
"espectre"-noun-ca "spectrum"-noun-en
"spectrum"-noun-en "espectre"-noun-ca
"element"-noun-ca "element"-noun-en
"element"-noun-ca "item"-noun-en
"element"-noun-en "element"-noun-ca
"item"-noun-en "element"-noun-ca
"fantasma"-noun-ca "ghost"-noun-en
"ghost"-noun-en "fantasma"-noun-ca
"judici"-noun-ca "judgement"-noun-en
"judgement"-noun-en "judici"-noun-ca
"selecció"-noun-ca "selection"-noun-en
"selection"-noun-en "selecció"-noun-ca
"wait"-noun-en "espera"-noun-ca
"espera"-noun-ca "wait"-noun-en
"violència"-noun-ca "violence"-noun-en
"violence"-noun-en "violència"-noun-ca
"substitut"-noun-ca "substitute"-noun-en
"substitute"-noun-en "substitut"-noun-ca
"lieutenant"-noun-en "tinent"-noun-ca
"tinent"-noun-ca "lieutenant"-noun-en
"aunt"-noun-en "tia"-noun-ca
"tia"-noun-ca "aunt"-noun-en
"guideline"-noun-en "directriu"-noun-ca
"directriu"-noun-ca "guideline"-noun-en
"inflection"-noun-en "inflexió"-noun-ca
"inflexió"-noun-ca "inflection"-noun-en
"basin"-noun-en "conca"-noun-ca
"conca"-noun-ca "basin"-noun-en
"lavabo"-noun-ca "toilet"-noun-en
"toilet"-noun-en "lavabo"-noun-ca
"measure"-noun-en "mesura"-noun-ca
"measure"-noun-en "mesurament"-noun-ca
"mesura"-noun-ca "measure"-noun-en
"mesura"-noun-ca "measurement"-noun-en
"mesurament"-noun-ca "measure"-noun-en
"mesurament"-noun-ca "measurement"-noun-en
"measurement"-noun-en "mesura"-noun-ca
"measurement"-noun-en "mesurament"-noun-ca
"dosi"-noun-ca "dose"-noun-en
"dose"-noun-en "dosi"-noun-ca
"tristesa"-noun-ca "sadness"-noun-en
"sadness"-noun-en "tristesa"-noun-ca
"revista"-noun-ca "magazine"-noun-en
"revista"-noun-ca "journal"-noun-en
"magazine"-noun-en "revista"-noun-ca
"journal"-noun-en "revista"-noun-ca
"molèstia"-noun-ca "annoyance"-noun-en
"annoyance"-noun-en "molèstia"-noun-ca
"gest"-noun-ca "gesture"-noun-en
"gesture"-noun-en "gest"-noun-ca
"oració"-noun-ca "prayer"-noun-en
"prayer"-noun-en "oració"-noun-ca
"prayer"-noun-en "prec"-noun-ca
"prec"-noun-ca "prayer"-noun-en
"saying"-noun-en "proverbi"-noun-ca
"saying"-noun-en "dita"-noun-ca
"proverbi"-noun-ca "saying"-noun-en
"proverbi"-noun-ca "proverb"-noun-en
"dita"-noun-ca "saying"-noun-en
"proverb"-noun-en "proverbi"-noun-ca
"volume"-noun-en "volum"-noun-ca
"volum"-noun-ca "volume"-noun-en
"make-up"-noun-en "maquillatge"-noun-ca
"maquillatge"-noun-ca "make-up"-noun-en
"effect"-noun-en "efecte"-noun-ca
"efecte"-noun-ca "effect"-noun-en
"luck"-noun-en "sort"-noun-ca
"sort"-noun-ca "luck"-noun-en
"facilitat"-noun-ca "ease"-noun-en
"ease"-noun-en "facilitat"-noun-ca
"pilot"-noun-ca "pilot"-noun-en
"pilot"-noun-en "pilot"-noun-ca
"medul·la"-noun-ca "marrow"-noun-en
"marrow"-noun-en "medul·la"-noun-ca
"landing"-noun-en "aterratge"-noun-ca
"aterratge"-noun-ca "landing"-noun-en
"ona"-noun-ca "wave"-noun-en
"wave"-noun-en "ona"-noun-ca
"focus"-noun-en "focus"-noun-ca
"focus"-noun-ca "focus"-noun-en
"caste"-noun-en "casta"-noun-ca
"casta"-noun-ca "caste"-noun-en
"família"-noun-ca "family"-noun-en
"family"-noun-en "família"-noun-ca
"publicació"-noun-ca "publication"-noun-en
"publication"-noun-en "publicació"-noun-ca
"dèbit"-noun-ca "debit"-noun-en
"debit"-noun-en "dèbit"-noun-ca
"deute"-noun-ca "debt"-noun-en
"debt"-noun-en "deute"-noun-ca
"statute"-noun-en "estatut"-noun-ca
"estatut"-noun-ca "statute"-noun-en
"fase"-noun-ca "phase"-noun-en
"phase"-noun-en "fase"-noun-ca
"stadium"-noun-en "estadi"-noun-ca
"estadi"-noun-ca "stadium"-noun-en
"flight"-noun-en "vol"-noun-ca
"vol"-noun-ca "flight"-noun-en
"peu"-noun-ca "foot"-noun-en
"foot"-noun-en "peu"-noun-ca
"altitud"-noun-ca "altitude"-noun-en
"altitude"-noun-en "altitud"-noun-ca
"nivell"-noun-ca "level"-noun-en
"level"-noun-en "nivell"-noun-ca
"slogan"-noun-en "eslògan"-noun-ca
"eslògan"-noun-ca "slogan"-noun-en
"advertisement"-noun-en "anunci"-noun-ca
"anunci"-noun-ca "advertisement"-noun-en
"lunch"-noun-en "dinar"-noun-ca
"dinar"-noun-ca "lunch"-noun-en
"moneda"-noun-ca "coin"-noun-en
"coin"-noun-en "moneda"-noun-ca
"intercanvi"-noun-ca "exchange"-noun-en
"intercanvi"-noun-ca "swap"-noun-en
"exchange"-noun-en "intercanvi"-noun-ca
"swap"-noun-en "intercanvi"-noun-ca
"touch"-noun-en "tacte"-noun-ca
"tacte"-noun-ca "touch"-noun-en
"associació"-noun-ca "association"-noun-en
"association"-noun-en "associació"-noun-ca
"expedició"-noun-ca "expedition"-noun-en
"expedition"-noun-en "expedició"-noun-ca
"alliberament"-noun-ca "liberation"-noun-en
"liberation"-noun-en "alliberament"-noun-ca
"autonomia"-noun-ca "autonomy"-noun-en
"autonomy"-noun-en "autonomia"-noun-ca
"melody"-noun-en "melodia"-noun-ca
"melodia"-noun-ca "melody"-noun-en
"sleep"-noun-en "son"-noun-ca
"son"-noun-ca "sleep"-noun-en
"somni"-noun-ca "dream"-noun-en
"dream"-noun-en "somni"-noun-ca
"composer"-noun-en "compositor"-noun-ca
"compositor"-noun-ca "composer"-noun-en
"tron"-noun-ca "throne"-noun-en
"throne"-noun-en "tron"-noun-ca
"abella"-noun-ca "bee"-noun-en
"bee"-noun-en "abella"-noun-ca
"arròs"-noun-ca "rice"-noun-en
"rice"-noun-en "arròs"-noun-ca
"dew"-noun-en "rosada"-noun-ca
"rosada"-noun-ca "dew"-noun-en
"ash"-noun-en "cendra"-noun-ca
"cendra"-noun-ca "ash"-noun-en
"vellut"-noun-ca "velvet"-noun-en
"velvet"-noun-en "vellut"-noun-ca
"espionatge"-noun-ca "espionage"-noun-en
"espionage"-noun-en "espionatge"-noun-ca
"nicotine"-noun-en "nicotina"-noun-ca
"nicotina"-noun-ca "nicotine"-noun-en
"pessimisme"-noun-ca "pessimism"-noun-en
"pessimism"-noun-en "pessimisme"-noun-ca
"ecology"-noun-en "ecologia"-noun-ca
"ecologia"-noun-ca "ecology"-noun-en
"jurisprudència"-noun-ca "jurisprudence"-noun-en
"jurisprudence"-noun-en "jurisprudència"-noun-ca
"whisky"-noun-en "whisky"-noun-ca
"whisky"-noun-ca "whisky"-noun-en
"popularitat"-noun-ca "popularity"-noun-en
"popularity"-noun-en "popularitat"-noun-ca
"ivori"-noun-ca "ivory"-noun-en
"ivory"-noun-en "ivori"-noun-ca
"ivory"-noun-en "vori"-noun-ca
"vori"-noun-ca "ivory"-noun-en
"homenatge"-noun-ca "homage"-noun-en
"homage"-noun-en "homenatge"-noun-ca
"tomata"-noun-ca "tomato"-noun-en
"tomato"-noun-en "tomata"-noun-ca
"tomato"-noun-en "tomàquet"-noun-ca
"tomato"-noun-en "tomaca"-noun-ca
"tomato"-noun-en "tomàtiga"-noun-ca
"tomàquet"-noun-ca "tomato"-noun-en
"tomaca"-noun-ca "tomato"-noun-en
"tomàtiga"-noun-ca "tomato"-noun-en
"periodisme"-noun-ca "journalism"-noun-en
"journalism"-noun-en "periodisme"-noun-ca
"assimilation"-noun-en "assimilació"-noun-ca
"assimilació"-noun-ca "assimilation"-noun-en
"quarantena"-noun-ca "quarantine"-noun-en
"quarantine"-noun-en "quarantena"-noun-ca
"desertion"-noun-en "deserció"-noun-ca
"deserció"-noun-ca "desertion"-noun-en
"perfecció"-noun-ca "perfection"-noun-en
"perfection"-noun-en "perfecció"-noun-ca
"tinta"-noun-ca "ink"-noun-en
"ink"-noun-en "tinta"-noun-ca
"chemistry"-noun-en "química"-noun-ca
"química"-noun-ca "chemistry"-noun-en
"biologia"-noun-ca "biology"-noun-en
"biology"-noun-en "biologia"-noun-ca
"físic"-noun-ca "physicist"-noun-en
"physicist"-noun-en "físic"-noun-ca
"mitologia"-noun-ca "mythology"-noun-en
"mythology"-noun-en "mitologia"-noun-ca
"mesquita"-noun-ca "mosque"-noun-en
"mosque"-noun-en "mesquita"-noun-ca
"obediència"-noun-ca "obedience"-noun-en
"obedience"-noun-en "obediència"-noun-ca
"existència"-noun-ca "existence"-noun-en
"existence"-noun-en "existència"-noun-ca
"vida"-noun-ca "life"-noun-en
"life"-noun-en "vida"-noun-ca
"tortura"-noun-ca "torture"-noun-en
"torture"-noun-en "tortura"-noun-ca
"teologia"-noun-ca "theology"-noun-en
"theology"-noun-en "teologia"-noun-ca
"piano"-noun-ca "piano"-noun-en
"piano"-noun-en "piano"-noun-ca
"acoustics"-noun-en "acústica"-noun-ca
"acústica"-noun-ca "acoustics"-noun-en
"polygamy"-noun-en "poligàmia"-noun-ca
"poligàmia"-noun-ca "polygamy"-noun-en
"introspection"-noun-en "introspecció"-noun-ca
"introspecció"-noun-ca "introspection"-noun-en
"chronology"-noun-en "cronologia"-noun-ca
"cronologia"-noun-ca "chronology"-noun-en
"amber"-noun-en "ambre"-noun-ca
"ambre"-noun-ca "amber"-noun-en
"aesthetics"-noun-en "estètica"-noun-ca
"estètica"-noun-ca "aesthetics"-noun-en
"equator"-noun-en "equador"-noun-ca
"equador"-noun-ca "equator"-noun-en
"nobility"-noun-en "noblesa"-noun-ca
"noblesa"-noun-ca "nobility"-noun-en
"aristocracy"-noun-en "aristocràcia"-noun-ca
"aristocràcia"-noun-ca "aristocracy"-noun-en
"alchemy"-noun-en "alquímia"-noun-ca
"alquímia"-noun-ca "alchemy"-noun-en
"molècula"-noun-ca "molecule"-noun-en
"molecule"-noun-en "molècula"-noun-ca
"ametla"-noun-ca "almond"-noun-en
"almond"-noun-en "ametla"-noun-ca
"almond"-noun-en "ametlla"-noun-ca
"ametlla"-noun-ca "almond"-noun-en
"morphology"-noun-en "morfologia"-noun-ca
"morfologia"-noun-ca "morphology"-noun-en
"mausoleum"-noun-en "mausoleu"-noun-ca
"mausoleu"-noun-ca "mausoleum"-noun-en
"pebre"-noun-ca "pepper"-noun-en
"pepper"-noun-en "pebre"-noun-ca
"pepper"-noun-en "pebrot"-noun-ca
"pebrot"-noun-ca "pepper"-noun-en
"astronomy"-noun-en "astronomia"-noun-ca
"astronomia"-noun-ca "astronomy"-noun-en
"pancreas"-noun-en "pàncrees"-noun-ca
"pàncrees"-noun-ca "pancreas"-noun-en
"mòmia"-noun-ca "mummy"-noun-en
"mummy"-noun-en "mòmia"-noun-ca
"bariton"-noun-ca "baritone"-noun-en
"baritone"-noun-en "bariton"-noun-ca
"constructor"-noun-ca "builder"-noun-en
"builder"-noun-en "constructor"-noun-ca
"pagès"-noun-ca "peasant"-noun-en
"peasant"-noun-en "pagès"-noun-ca
"peasant"-noun-en "llaurador"-noun-ca
"llaurador"-noun-ca "peasant"-noun-en
"fascism"-noun-en "feixisme"-noun-ca
"feixisme"-noun-ca "fascism"-noun-en
"integrisme"-noun-ca "fundamentalism"-noun-en
"fundamentalism"-noun-en "integrisme"-noun-ca
"imperialism"-noun-en "imperialisme"-noun-ca
"imperialisme"-noun-ca "imperialism"-noun-en
"pacifism"-noun-en "pacifisme"-noun-ca
"pacifisme"-noun-ca "pacifism"-noun-en
"terratrèmol"-noun-ca "earthquake"-noun-en
"earthquake"-noun-en "terratrèmol"-noun-ca
"earthquake"-noun-en "sisme"-noun-ca
"sisme"-noun-ca "earthquake"-noun-en
"multilingualism"-noun-en "multilingüisme"-noun-ca
"multilingüisme"-noun-ca "multilingualism"-noun-en
"alcoholism"-noun-en "alcoholisme"-noun-ca
"alcoholisme"-noun-ca "alcoholism"-noun-en
"adopció"-noun-ca "adoption"-noun-en
"adoption"-noun-en "adopció"-noun-ca
"television"-noun-en "televisor"-noun-ca
"televisor"-noun-ca "television"-noun-en
"responsabilitat"-noun-ca "responsibility"-noun-en
"responsibility"-noun-en "responsabilitat"-noun-ca
"divendres"-noun-ca "Friday"-noun-en
"Friday"-noun-en "divendres"-noun-ca
"dilluns"-noun-ca "Monday"-noun-en
"Monday"-noun-en "dilluns"-noun-ca
"dimecres"-noun-ca "Wednesday"-noun-en
"Wednesday"-noun-en "dimecres"-noun-ca
"dijous"-noun-ca "Thursday"-noun-en
"Thursday"-noun-en "dijous"-noun-ca
"aeroport"-noun-ca "airport"-noun-en
"airport"-noun-en "aeroport"-noun-ca
"dimarts"-noun-ca "Tuesday"-noun-en
"Tuesday"-noun-en "dimarts"-noun-ca
"optimisme"-noun-ca "optimism"-noun-en
"optimism"-noun-en "optimisme"-noun-ca
"propaganda"-noun-ca "propaganda"-noun-en
"propaganda"-noun-en "propaganda"-noun-ca
"nacionalisme"-noun-ca "nationalism"-noun-en
"nationalism"-noun-en "nacionalisme"-noun-ca
"dilemma"-noun-en "dilema"-noun-ca
"dilema"-noun-ca "dilemma"-noun-en
"virus"-noun-ca "virus"-noun-en
"virus"-noun-en "virus"-noun-ca
"xantatge"-noun-ca "blackmail"-noun-en
"blackmail"-noun-en "xantatge"-noun-ca
"Saturday"-noun-en "dissabte"-noun-ca
"dissabte"-noun-ca "Saturday"-noun-en
"capitalisme"-noun-ca "capitalism"-noun-en
"capitalism"-noun-en "capitalisme"-noun-ca
"admiració"-noun-ca "admiration"-noun-en
"admiration"-noun-en "admiració"-noun-ca
"patata"-noun-ca "potato"-noun-en
"potato"-noun-en "patata"-noun-ca
"potato"-noun-en "creïlla"-noun-ca
"potato"-noun-en "trumfa"-noun-ca
"creïlla"-noun-ca "potato"-noun-en
"trumfa"-noun-ca "potato"-noun-en
"diccionari"-noun-ca "dictionary"-noun-en
"dictionary"-noun-en "diccionari"-noun-ca
"lexicon"-noun-en "lèxic"-noun-ca
"lèxic"-noun-ca "lexicon"-noun-en
"terminology"-noun-en "terminologia"-noun-ca
"terminologia"-noun-ca "terminology"-noun-en
"precisió"-noun-ca "precision"-noun-en
"precision"-noun-en "precisió"-noun-ca
"civilització"-noun-ca "civilisation"-noun-en
"civilisation"-noun-en "civilització"-noun-ca
"neutralitat"-noun-ca "neutrality"-noun-en
"neutrality"-noun-en "neutralitat"-noun-ca
"comunisme"-noun-ca "communism"-noun-en
"communism"-noun-en "comunisme"-noun-ca
"dinàmica"-noun-ca "dynamics"-noun-en
"dynamics"-noun-en "dinàmica"-noun-ca
"gespa"-noun-ca "lawn"-noun-en
"lawn"-noun-en "gespa"-noun-ca
"gram"-noun-ca "gram"-noun-en
"gram"-noun-ca "gramme"-noun-en
"gram"-noun-en "gram"-noun-ca
"gramme"-noun-en "gram"-noun-ca
"adaptació"-noun-ca "adaptation"-noun-en
"adaptation"-noun-en "adaptació"-noun-ca
"reestructuració"-noun-ca "restructuring"-noun-en
"restructuring"-noun-en "reestructuració"-noun-ca
"renovació"-noun-ca "renewal"-noun-en
"renewal"-noun-en "renovació"-noun-ca
"algorisme"-noun-ca "algorithm"-noun-en
"algorithm"-noun-en "algorisme"-noun-ca
"algorithm"-noun-en "algoritme"-noun-ca
"algoritme"-noun-ca "algorithm"-noun-en
"export"-noun-en "exportació"-noun-ca
"exportació"-noun-ca "export"-noun-en
"keyboard"-noun-en "teclat"-noun-ca
"teclat"-noun-ca "keyboard"-noun-en
"anècdota"-noun-ca "anecdote"-noun-en
"anecdote"-noun-en "anècdota"-noun-ca
"honor"-noun-ca "honour"-noun-en
"honour"-noun-en "honor"-noun-ca
"llop"-noun-ca "wolf"-noun-en
"wolf"-noun-en "llop"-noun-ca
"àcid"-noun-ca "acid"-noun-en
"acid"-noun-en "àcid"-noun-ca
"muse"-noun-en "musa"-noun-ca
"musa"-noun-ca "muse"-noun-en
"niche"-noun-en "nínxol"-noun-ca
"nínxol"-noun-ca "niche"-noun-en
"tomba"-noun-ca "grave"-noun-en
"tomba"-noun-ca "tomb"-noun-en
"grave"-noun-en "tomba"-noun-ca
"tomb"-noun-en "tomba"-noun-ca
"verb"-noun-ca "verb"-noun-en
"verb"-noun-en "verb"-noun-ca
"matí"-noun-ca "morning"-noun-en
"morning"-noun-en "matí"-noun-ca
"victory"-noun-en "victòria"-noun-ca
"victòria"-noun-ca "victory"-noun-en
"abbreviation"-noun-en "abreviatura"-noun-ca
"abreviatura"-noun-ca "abbreviation"-noun-en
"malentès"-noun-ca "misunderstanding"-noun-en
"misunderstanding"-noun-en "malentès"-noun-ca
"cavall"-noun-ca "horse"-noun-en
"horse"-noun-en "cavall"-noun-ca
"quilo"-noun-ca "kilo"-noun-en
"kilo"-noun-en "quilo"-noun-ca
"quilogram"-noun-ca "kilogram"-noun-en
"quilogram"-noun-ca "kilogramme"-noun-en
"kilogram"-noun-en "quilogram"-noun-ca
"kilogramme"-noun-en "quilogram"-noun-ca
"quilòmetre"-noun-ca "kilometre"-noun-en
"kilometre"-noun-en "quilòmetre"-noun-ca
"kilometre"-noun-en "kilòmetre"-noun-ca
"kilòmetre"-noun-ca "kilometre"-noun-en
"gos"-noun-ca "dog"-noun-en
"dog"-noun-en "gos"-noun-ca
"dog"-noun-en "ca"-noun-ca
"ca"-noun-ca "dog"-noun-en
"correlation"-noun-en "correlació"-noun-ca
"correlació"-noun-ca "correlation"-noun-en
"galàxia"-noun-ca "galaxy"-noun-en
"galaxy"-noun-en "galàxia"-noun-ca
"constellation"-noun-en "constel·lació"-noun-ca
"constel·lació"-noun-ca "constellation"-noun-en
"delegation"-noun-en "delegació"-noun-ca
"delegació"-noun-ca "delegation"-noun-en
"dècada"-noun-ca "decade"-noun-en
"decade"-noun-en "dècada"-noun-ca
"decade"-noun-en "decenni"-noun-ca
"decenni"-noun-ca "decade"-noun-en
"diàleg"-noun-ca "dialogue"-noun-en
"diàleg"-noun-ca "dialog"-noun-en
"dialogue"-noun-en "diàleg"-noun-ca
"dialog"-noun-en "diàleg"-noun-ca
"diagnosis"-noun-en "diagnosi"-noun-ca
"diagnosis"-noun-en "diagnòstic"-noun-ca
"diagnosi"-noun-ca "diagnosis"-noun-en
"diagnòstic"-noun-ca "diagnosis"-noun-en
"reforma"-noun-ca "reform"-noun-en
"reform"-noun-en "reforma"-noun-ca
"dotzena"-noun-ca "dozen"-noun-en
"dozen"-noun-en "dotzena"-noun-ca
"densitat"-noun-ca "density"-noun-en
"density"-noun-en "densitat"-noun-ca
"imitation"-noun-en "imitació"-noun-ca
"imitació"-noun-ca "imitation"-noun-en
"evangeli"-noun-ca "gospel"-noun-en
"gospel"-noun-en "evangeli"-noun-ca
"coure"-noun-ca "copper"-noun-en
"copper"-noun-en "coure"-noun-ca
"bronze"-noun-en "bronze"-noun-ca
"bronze"-noun-ca "bronze"-noun-en
"explicació"-noun-ca "explanation"-noun-en
"explanation"-noun-en "explicació"-noun-ca
"himne"-noun-ca "hymn"-noun-en
"hymn"-noun-en "himne"-noun-ca
"bishopric"-noun-en "bisbat"-noun-ca
"bisbat"-noun-ca "bishopric"-noun-en
"fruit"-noun-ca "fruit"-noun-en
"fruit"-noun-en "fruit"-noun-ca
"fruit"-noun-en "fruita"-noun-ca
"fruita"-noun-ca "fruit"-noun-en
"pseudònim"-noun-ca "pseudonym"-noun-en
"pseudonym"-noun-en "pseudònim"-noun-ca
"hivern"-noun-ca "winter"-noun-en
"winter"-noun-en "hivern"-noun-ca
"carbó"-noun-ca "coal"-noun-en
"coal"-noun-en "carbó"-noun-ca
"blood"-noun-en "sang"-noun-ca
"sang"-noun-ca "blood"-noun-en
"distinció"-noun-ca "distinction"-noun-en
"distinction"-noun-en "distinció"-noun-ca
"press"-noun-en "premsa"-noun-ca
"premsa"-noun-ca "press"-noun-en
"verí"-noun-ca "poison"-noun-en
"poison"-noun-en "verí"-noun-ca
"poison"-noun-en "metzina"-noun-ca
"metzina"-noun-ca "poison"-noun-en
"república"-noun-ca "republic"-noun-en
"republic"-noun-en "república"-noun-ca
"ciència"-noun-ca "science"-noun-en
"science"-noun-en "ciència"-noun-ca
"estiu"-noun-ca "summer"-noun-en
"summer"-noun-en "estiu"-noun-ca
"equation"-noun-en "equació"-noun-ca
"equació"-noun-ca "equation"-noun-en
"hexàgon"-noun-ca "hexagon"-noun-en
"hexagon"-noun-en "hexàgon"-noun-ca
"malson"-noun-ca "nightmare"-noun-en
"nightmare"-noun-en "malson"-noun-ca
"puresa"-noun-ca "purity"-noun-en
"purity"-noun-en "puresa"-noun-ca
"purification"-noun-en "purificació"-noun-ca
"purificació"-noun-ca "purification"-noun-en
"salut"-noun-ca "health"-noun-en
"health"-noun-en "salut"-noun-ca
"health"-noun-en "sanitat"-noun-ca
"sanitat"-noun-ca "health"-noun-en
"minimum"-noun-en "mínim"-noun-ca
"mínim"-noun-ca "minimum"-noun-en
"litre"-noun-ca "litre"-noun-en
"litre"-noun-en "litre"-noun-ca
"manual"-noun-ca "handbook"-noun-en
"manual"-noun-ca "manual"-noun-en
"handbook"-noun-en "manual"-noun-ca
"manual"-noun-en "manual"-noun-ca
"manuscript"-noun-en "manuscrit"-noun-ca
"manuscrit"-noun-ca "manuscript"-noun-en
"minoria"-noun-ca "minority"-noun-en
"minority"-noun-en "minoria"-noun-ca
"literature"-noun-en "literatura"-noun-ca
"literatura"-noun-ca "literature"-noun-en
"lluna"-noun-ca "moon"-noun-en
"moon"-noun-en "lluna"-noun-ca
"spoon"-noun-en "cullera"-noun-ca
"cullera"-noun-ca "spoon"-noun-en
"tribe"-noun-en "tribu"-noun-ca
"tribu"-noun-ca "tribe"-noun-en
"sigla"-noun-ca "acronym"-noun-en
"acronym"-noun-en "sigla"-noun-ca
"marbre"-noun-ca "marble"-noun-en
"marble"-noun-en "marbre"-noun-ca
"màscara"-noun-ca "mask"-noun-en
"mask"-noun-en "màscara"-noun-ca
"mill"-noun-en "molí"-noun-ca
"molí"-noun-ca "mill"-noun-en
"import"-noun-en "importació"-noun-ca
"importació"-noun-ca "import"-noun-en
"mil·límetre"-noun-ca "millimetre"-noun-en
