"el teu"-determiner-ca "thy"-determiner-en
"profèticament"-adverb-ca "prophetically"-adverb-en
"provisionalment"-adverb-ca "tentatively"-adverb-en
"tentatively"-adverb-en "provisionalment"-adverb-ca
"psychically"-adverb-en "psíquicament"-adverb-ca
"psíquicament"-adverb-ca "psychically"-adverb-en
"suposadament"-adverb-ca "reputedly"-adverb-en
"reputedly"-adverb-en "suposadament"-adverb-ca
"qualitatively"-adverb-en "qualitativament"-adverb-ca
"qualitativament"-adverb-ca "qualitatively"-adverb-en
"quantitatively"-adverb-en "quantitativament"-adverb-ca
"quantitativament"-adverb-ca "quantitatively"-adverb-en
"racially"-adverb-en "racialment"-adverb-ca
"racialment"-adverb-ca "racially"-adverb-en
"radially"-adverb-en "radialment"-adverb-ca
"radialment"-adverb-ca "radially"-adverb-en
"rationally"-adverb-en "racionalment"-adverb-ca
"racionalment"-adverb-ca "rationally"-adverb-en
"read-only"-adverb-en "només de lectura"-adverb-ca
"només de lectura"-adverb-ca "read-only"-adverb-en
"referentially"-adverb-en "referencialment"-adverb-ca
"referencialment"-adverb-ca "referentially"-adverb-en
"regionally"-adverb-en "regionalment"-adverb-ca
"regionalment"-adverb-ca "regionally"-adverb-en
"rhythmically"-adverb-en "rítmicament"-adverb-ca
"rítmicament"-adverb-ca "rhythmically"-adverb-en
"richly"-adverb-en "ricament"-adverb-ca
"ricament"-adverb-ca "richly"-adverb-en
"right at the beginning"-adverb-en "just al començament"-adverb-ca
"just al començament"-adverb-ca "right at the beginning"-adverb-en
"right at the top"-adverb-en "just al capdamunt"-adverb-ca
"just al capdamunt"-adverb-ca "right at the top"-adverb-en
"rigidly"-adverb-en "estrictament"-adverb-ca
"estrictament"-adverb-ca "rigidly"-adverb-en
"rigorosament"-adverb-ca "starkly"-adverb-en
"starkly"-adverb-en "rigorosament"-adverb-ca
"ritually"-adverb-en "ritualment"-adverb-ca
"ritualment"-adverb-ca "ritually"-adverb-en
"robustly"-adverb-en "robustament"-adverb-ca
"robustament"-adverb-ca "robustly"-adverb-en
"romantically"-adverb-en "romànticament"-adverb-ca
"romànticament"-adverb-ca "romantically"-adverb-en
"satirically"-adverb-en "satíricament"-adverb-ca
"satíricament"-adverb-ca "satirically"-adverb-en
"selectively"-adverb-en "selectivament"-adverb-ca
"selectivament"-adverb-ca "selectively"-adverb-en
"semantically"-adverb-en "semànticament"-adverb-ca
"semànticament"-adverb-ca "semantically"-adverb-en
"sight unseen"-adverb-en "a cegues"-adverb-ca
"a cegues"-adverb-ca "sight unseen"-adverb-en
"simultàniament"-adverb-ca "synchronously"-adverb-en
"synchronously"-adverb-en "simultàniament"-adverb-ca
"since that time"-adverb-en "des de llavors"-adverb-ca
"des de llavors"-adverb-ca "since that time"-adverb-en
"singularly"-adverb-en "singularment"-adverb-ca
"singularment"-adverb-ca "singularly"-adverb-en
"so far so good"-adverb-en "per ara bé"-adverb-ca
"per ara bé"-adverb-ca "so far so good"-adverb-en
"so to speak"-adverb-en "per dir-ho d'alguna manera"-adverb-ca
"per dir-ho d'alguna manera"-adverb-ca "so to speak"-adverb-en
"solidly"-adverb-en "sòlidament"-adverb-ca
"sòlidament"-adverb-ca "solidly"-adverb-en
"some day"-adverb-en "algun dia"-adverb-ca
"algun dia"-adverb-ca "some day"-adverb-en
"some time or other"-adverb-en "en algun moment o altre"-adverb-ca
"en algun moment o altre"-adverb-ca "some time or other"-adverb-en
"somehow or other"-adverb-en "d'una manera o altra"-adverb-ca
"d'una manera o altra"-adverb-ca "somehow or other"-adverb-en
"somewhere or other"-adverb-en "en algun lloc o altre"-adverb-ca
"en algun lloc o altre"-adverb-ca "somewhere or other"-adverb-en
"spatially"-adverb-en "espacialment"-adverb-ca
"espacialment"-adverb-ca "spatially"-adverb-en
"statically"-adverb-en "estàticament"-adverb-ca
"estàticament"-adverb-ca "statically"-adverb-en
"statistically"-adverb-en "estadísticament"-adverb-ca
"estadísticament"-adverb-ca "statistically"-adverb-en
"sternly"-adverb-en "durament"-adverb-ca
"durament"-adverb-ca "sternly"-adverb-en
"straight after that"-adverb-en "just després d'allò"-adverb-ca
"just després d'allò"-adverb-ca "straight after that"-adverb-en
"straight after this"-adverb-en "just després d'això"-adverb-ca
"just després d'això"-adverb-ca "straight after this"-adverb-en
"straight off"-adverb-en "d'una tirada"-adverb-ca
"d'una tirada"-adverb-ca "straight off"-adverb-en
"strenuously"-adverb-en "enèrgicament"-adverb-ca
"enèrgicament"-adverb-ca "strenuously"-adverb-en
"strictly speaking"-adverb-en "en rigor"-adverb-ca
"en rigor"-adverb-ca "strictly speaking"-adverb-en
"structurally"-adverb-en "estructuralment"-adverb-ca
"estructuralment"-adverb-ca "structurally"-adverb-en
"stylistically"-adverb-en "estilísticament"-adverb-ca
"estilísticament"-adverb-ca "stylistically"-adverb-en
"subconsciously"-adverb-en "subconscientment"-adverb-ca
"subconscientment"-adverb-ca "subconsciously"-adverb-en
"subjectively"-adverb-en "subjectivament"-adverb-ca
"subjectivament"-adverb-ca "subjectively"-adverb-en
"superficially"-adverb-en "superficialment"-adverb-ca
"superficialment"-adverb-ca "superficially"-adverb-en
"symmetrically"-adverb-en "simètricament"-adverb-ca
"simètricament"-adverb-ca "symmetrically"-adverb-en
"syntactically"-adverb-en "sintàcticament"-adverb-ca
"sintàcticament"-adverb-ca "syntactically"-adverb-en
"synthetically"-adverb-en "sintèticament"-adverb-ca
"sintèticament"-adverb-ca "synthetically"-adverb-en
"tactically"-adverb-en "tàcticament"-adverb-ca
"tàcticament"-adverb-ca "tactically"-adverb-en
"taking everything into consideration"-adverb-en "tenint-ho tot en compte"-adverb-ca
"tenint-ho tot en compte"-adverb-ca "taking everything into consideration"-adverb-en
"tenint-ho tot en compte"-adverb-ca "taking one with the other"-adverb-en
"taking one with the other"-adverb-en "tenint-ho tot en compte"-adverb-ca
"tangentially"-adverb-en "tangencialment"-adverb-ca
"tangencialment"-adverb-ca "tangentially"-adverb-en
"telepathically"-adverb-en "telepàticament"-adverb-ca
"telepàticament"-adverb-ca "telepathically"-adverb-en
"temporally"-adverb-en "temporalment"-adverb-ca
"temporalment"-adverb-ca "temporally"-adverb-en
"that very instant"-adverb-en "en aquell mateix moment"-adverb-ca
"en aquell mateix moment"-adverb-ca "that very instant"-adverb-en
"theologically"-adverb-en "teològicament"-adverb-ca
"teològicament"-adverb-ca "theologically"-adverb-en
"thermodynamically"-adverb-en "termodinàmicament"-adverb-ca
"termodinàmicament"-adverb-ca "thermodynamically"-adverb-en
"this time tomorrow"-adverb-en "demà a aquesta hora"-adverb-ca
"demà a aquesta hora"-adverb-ca "this time tomorrow"-adverb-en
"this time yesterday"-adverb-en "ahir a aquesta hora"-adverb-ca
"ahir a aquesta hora"-adverb-ca "this time yesterday"-adverb-en
"to begin with"-adverb-en "d'entrada"-adverb-ca
"d'entrada"-adverb-ca "to begin with"-adverb-en
"to my mind"-adverb-en "segons el meu parer"-adverb-ca
"segons el meu parer"-adverb-ca "to my mind"-adverb-en
"to put it mildly"-adverb-en "per dir-ho suaument"-adverb-ca
"per dir-ho suaument"-adverb-ca "to put it mildly"-adverb-en
"to size"-adverb-en "a mida"-adverb-ca
"a mida"-adverb-ca "to size"-adverb-en
"to whom it may concern"-adverb-en "a qui correspongui"-adverb-ca
"a qui correspongui"-adverb-ca "to whom it may concern"-adverb-en
"today of all days"-adverb-en "justament avui"-adverb-ca
"justament avui"-adverb-ca "today of all days"-adverb-en
"tomorrow evening"-adverb-en "demà al vespre"-adverb-ca
"demà al vespre"-adverb-ca "tomorrow evening"-adverb-en
"tomorrow noon"-adverb-en "demà al migdia"-adverb-ca
"demà al migdia"-adverb-ca "tomorrow noon"-adverb-en
"too many"-adverb-en "massa"-adverb-ca
"massa"-adverb-ca "too many"-adverb-en
"topically"-adverb-en "tòpicament"-adverb-ca
"tòpicament"-adverb-ca "topically"-adverb-en
"topologically"-adverb-en "topològicament"-adverb-ca
"topològicament"-adverb-ca "topologically"-adverb-en
"transversely"-adverb-en "transversalment"-adverb-ca
"transversalment"-adverb-ca "transversely"-adverb-en
"triumphantly"-adverb-en "victoriosament"-adverb-ca
"victoriosament"-adverb-ca "triumphantly"-adverb-en
"trivially"-adverb-en "banalment"-adverb-ca
"banalment"-adverb-ca "trivially"-adverb-en
"typologically"-adverb-en "tipològicament"-adverb-ca
"tipològicament"-adverb-ca "typologically"-adverb-en
"uncharacteristically"-adverb-en "atípicament"-adverb-ca
"atípicament"-adverb-ca "uncharacteristically"-adverb-en
"unconsciously"-adverb-en "inconscientment"-adverb-ca
"inconscientment"-adverb-ca "unconsciously"-adverb-en
"unconstitutionally"-adverb-en "inconstitucionalment"-adverb-ca
"inconstitucionalment"-adverb-ca "unconstitutionally"-adverb-en
"under house arrest"-adverb-en "sota arrest domiciliari"-adverb-ca
"sota arrest domiciliari"-adverb-ca "under house arrest"-adverb-en
"under review"-adverb-en "en revisió"-adverb-ca
"en revisió"-adverb-ca "under review"-adverb-en
"understandably"-adverb-en "comprensiblement"-adverb-ca
"comprensiblement"-adverb-ca "understandably"-adverb-en
"until successful"-adverb-en "fins a tenir èxit"-adverb-ca
"fins a tenir èxit"-adverb-ca "until successful"-adverb-en
"fins llavors"-adverb-ca "up until then"-adverb-en
"up until then"-adverb-en "fins llavors"-adverb-ca
"riu amunt"-adverb-ca "upriver"-adverb-en
"upriver"-adverb-en "riu amunt"-adverb-ca
"upstage"-adverb-en "al fons de l'escenari"-adverb-ca
"al fons de l'escenari"-adverb-ca "upstage"-adverb-en
"upstrem"-adverb-en "contra corrent"-adverb-ca
"contra corrent"-adverb-ca "upstrem"-adverb-en
"validly"-adverb-en "vàlidament"-adverb-ca
"vàlidament"-adverb-ca "validly"-adverb-en
"variably"-adverb-en "variablement"-adverb-ca
"variablement"-adverb-ca "variably"-adverb-en
"vastly"-adverb-en "vastament"-adverb-ca
"vastament"-adverb-ca "vastly"-adverb-en
"viciously"-adverb-en "viciosament"-adverb-ca
"viciosament"-adverb-ca "viciously"-adverb-en
"vitally"-adverb-en "vitalment"-adverb-ca
"vitalment"-adverb-ca "vitally"-adverb-en
"vocally"-adverb-en "vocalment"-adverb-ca
"vocalment"-adverb-ca "vocally"-adverb-en
"well on the way"-adverb-en "pel bon camí"-adverb-ca
"pel bon camí"-adverb-ca "well on the way"-adverb-en
"whenever possible"-adverb-en "quan sigui possible"-adverb-ca
"quan sigui possible"-adverb-ca "whenever possible"-adverb-en
"where possible"-adverb-en "on sigui possible"-adverb-ca
"on sigui possible"-adverb-ca "where possible"-adverb-en
"on sigui possible"-adverb-ca "wherever possible"-adverb-en
"wherever possible"-adverb-en "on sigui possible"-adverb-ca
"wherever"-adverb-en "onsevulga que"-adverb-ca
"onsevulga que"-adverb-ca "wherever"-adverb-en
"wildly"-adverb-en "salvatgement"-adverb-ca
"salvatgement"-adverb-ca "wildly"-adverb-en
"with abandon"-adverb-en "desenfrenadament"-adverb-ca
"desenfrenadament"-adverb-ca "with abandon"-adverb-en
"with a heavy hand"-adverb-en "amb severitat"-adverb-ca
"amb severitat"-adverb-ca "with a heavy hand"-adverb-en
"with all possible speed"-adverb-en "amb la màxima velocitat possible"-adverb-ca
"amb la màxima velocitat possible"-adverb-ca "with all possible speed"-adverb-en
"with due respect"-adverb-en "amb el respecte merescut"-adverb-ca
"amb el respecte merescut"-adverb-ca "with due respect"-adverb-en
"with flying colors"-adverb-en "airosament"-adverb-ca
"airosament"-adverb-ca "with flying colors"-adverb-en
"with great ostentation"-adverb-en "amb molta ostentació"-adverb-ca
"amb molta ostentació"-adverb-ca "with great ostentation"-adverb-en
"with ostentation"-adverb-en "amb ostentació"-adverb-ca
"amb ostentació"-adverb-ca "with ostentation"-adverb-en
"with supreme indifference"-adverb-en "amb molta indiferència"-adverb-ca
"amb molta indiferència"-adverb-ca "with supreme indifference"-adverb-en
"with suspicion"-adverb-en "amb sospites"-adverb-ca
"amb sospites"-adverb-ca "with suspicion"-adverb-en
"with the correct timing"-adverb-en "en el temps previst"-adverb-ca
"en el temps previst"-adverb-ca "with the correct timing"-adverb-en
"within the bounds of probability"-adverb-en "en tant que sigui possible"-adverb-ca
"en tant que sigui possible"-adverb-ca "within the bounds of probability"-adverb-en
"en tant que sigui possible"-adverb-ca "within the realms of probability"-adverb-en
"within the realms of probability"-adverb-en "en tant que sigui possible"-adverb-ca
"without hesitation"-adverb-en "sense dubtar"-adverb-ca
"sense dubtar"-adverb-ca "without hesitation"-adverb-en
"without notice"-adverb-en "sense avisar"-adverb-ca
"sense avisar"-adverb-ca "without notice"-adverb-en
"without prejudice"-adverb-en "sense causar cap perjudici"-adverb-ca
"sense causar cap perjudici"-adverb-ca "without prejudice"-adverb-en
"without trace"-adverb-en "sense deixar cap rastre"-adverb-ca
"sense deixar cap rastre"-adverb-ca "without trace"-adverb-en
"write-only"-adverb-en "només d'escriptura"-adverb-ca
"només d'escriptura"-adverb-ca "write-only"-adverb-en
"yes and no"-adverb-en "sí i no"-adverb-ca
"sí i no"-adverb-ca "yes and no"-adverb-en
"yesterday noon"-adverb-en "ahir al migdia"-adverb-ca
"ahir al migdia"-adverb-ca "yesterday noon"-adverb-en
"hola"-interjection-ca "hey"-interjection-en
"hey"-interjection-en "hola"-interjection-ca
"please"-interjection-en "si us plau"-interjection-ca
"si us plau"-interjection-ca "please"-interjection-en
"a l'altre costat de"-preposition-ca "right across from"-preposition-en
"right across from"-preposition-en "a l'altre costat de"-preposition-ca
"right across"-adverb-en "a l'altre costat"-adverb-ca
"a l'altre costat"-adverb-ca "right across"-adverb-en
"en masse"-adverb-en "en massa"-adverb-ca
"en massa"-adverb-ca "en masse"-adverb-en
"over the course of"-preposition-en "en el transcurs de"-preposition-ca
"en el transcurs de"-preposition-ca "over the course of"-preposition-en
"as a consequence of"-preposition-en "a conseqüència de"-preposition-ca
"a conseqüència de"-preposition-ca "as a consequence of"-preposition-en
"away from"-preposition-en "lluny de"-preposition-ca
"lluny de"-preposition-ca "away from"-preposition-en
"for the benefit of"-preposition-en "en benefici de"-preposition-ca
"en benefici de"-preposition-ca "for the benefit of"-preposition-en
"in exchange for"-preposition-en "a canvi de"-preposition-ca
"a canvi de"-preposition-ca "in exchange for"-preposition-en
"in favour of"-preposition-en "a favor de"-preposition-ca
"a favor de"-preposition-ca "in favour of"-preposition-en
"in relation to"-preposition-en "amb relació a"-preposition-ca
"amb relació a"-preposition-ca "in relation to"-preposition-en
"no more than"-preposition-en "no pas més de"-preposition-ca
"no pas més de"-preposition-ca "no more than"-preposition-en
"not less than"-preposition-en "no pas menys de"-preposition-ca
"no pas menys de"-preposition-ca "not less than"-preposition-en
"and neither"-coordinatingConjunction-en "ni tampoc"-coordinatingConjunction-ca
"ni tampoc"-coordinatingConjunction-ca "and neither"-coordinatingConjunction-en
"a few"-pronoun-en "uns quants"-pronoun-ca
"uns quants"-pronoun-ca "a few"-pronoun-en
"they all"-pronoun-en "tots ells"-pronoun-ca
"tots ells"-pronoun-ca "they all"-pronoun-en
"we all"-pronoun-en "tots nosaltres"-pronoun-ca
"tots nosaltres"-pronoun-ca "we all"-pronoun-en
"you all"-pronoun-en "tots vosaltres"-pronoun-ca
"tots vosaltres"-pronoun-ca "you all"-pronoun-en
"five hundredth"-adjective-en "cinc-centè"-adjective-ca
"cinc-centè"-adjective-ca "five hundredth"-adjective-en
"fourteenth"-adjective-en "catorzè"-adjective-ca
"catorzè"-adjective-ca "fourteenth"-adjective-en
"one hundredth"-adjective-en "centèsim"-adjective-ca
"centèsim"-adjective-ca "one hundredth"-adjective-en
"angelic"-adjective-en "angèlic"-adjective-ca
"angèlic"-adjective-ca "angelic"-adjective-en
