"-"-punctuation-isl "-"-punctuation-eng
"heimavist"-noun-isl "dorm"-noun-eng
"hertogi"-noun-isl "duke"-noun-eng
"hljóðritun"-noun-isl "recording"-noun-eng
"hluthyggja"-noun-isl "realism"-noun-eng
"hryggur"-noun-isl "back"-noun-eng
"hugrekki"-noun-isl "courage"-noun-eng
"hugsuður"-noun-isl "thinker"-noun-eng
"hylli"-noun-isl "favour"-noun-eng
"jafngildi"-noun-isl "equivalent"-noun-eng
"Kennaraháskóli"-noun-isl "teacher training college"-noun-eng
"kennslustofa"-noun-isl "class room"-noun-eng
"klasi"-noun-isl "cluster"-noun-eng
"klasi"-noun-isl "bunch"-noun-eng
"kommúnisti"-noun-isl "communist"-noun-eng
"Kóran"-noun-isl "Quran"-noun-eng
"kynslóð"-noun-isl "generation"-noun-eng
"kynþroski"-noun-isl "maturation"-noun-eng
"láglendi"-noun-isl "lowland"-noun-eng
"lektor"-noun-isl "lecturer"-noun-eng
"líkan"-noun-isl "model"-noun-eng
"mælikvarði"-noun-isl "scale"-noun-eng
"málsvari"-noun-isl "advocate"-noun-eng
"millibil"-noun-isl "interval"-noun-eng
"minjar"-noun-isl "relic"-noun-eng
"mormóni"-noun-isl "Mormon"-noun-eng
"mótstaða"-noun-isl "resistance"-noun-eng
"mótun"-noun-isl "formation"-noun-eng
"múr"-noun-isl "wall"-noun-eng
"myndefni"-noun-isl "illustration"-noun-eng
"nálgun"-noun-isl "approximation"-noun-eng
"nóta"-noun-isl "note"-noun-eng
"núll"-noun-isl "zero"-noun-eng
"ofsókn"-noun-isl "persecution"-noun-eng
"óþarfi"-noun-isl "luxury"-noun-eng
"Persi"-noun-isl "Persian"-noun-eng
"líðan"-noun-isl "health"-noun-eng
"pláss"-noun-isl "space"-noun-eng
"Portúgali"-noun-isl "Portuguese"-noun-eng
"prent"-noun-isl "print"-noun-eng
"ritmál"-noun-isl "written language"-noun-eng
"ritstjórn"-noun-isl "editorial"-noun-eng
"ritun"-noun-isl "writing"-noun-eng
"röksemdafærsla"-noun-isl "argument"-noun-eng
"samræða"-noun-isl "conversation"-noun-eng
"samræða"-noun-isl "dialogue"-noun-eng
"sería"-noun-isl "series"-noun-eng
"sjónarsvið"-noun-isl "visual range"-noun-eng
"skilgreining"-noun-isl "definition"-noun-eng
"skilmáli"-noun-isl "condition"-noun-eng
"skynjun"-noun-isl "detection"-noun-eng
"slit"-noun-isl "wear"-noun-eng
"smellur"-noun-isl "click"-noun-eng
"smíð"-noun-isl "construction"-noun-eng
"snerting"-noun-isl "touch"-noun-eng
"sökk"-noun-isl "sink"-noun-eng
"spönn"-noun-isl "span"-noun-eng
"stopp"-noun-isl "stop"-noun-eng
"svigi"-noun-isl "parenthesis"-noun-eng
"svigi"-noun-isl "bracket"-noun-eng
"sykur"-noun-isl "sugar"-noun-eng
"tengill"-noun-isl "link"-noun-eng
"testamenti"-noun-isl "testament"-noun-eng
"tign"-noun-isl "nobility"-noun-eng
"tilkall"-noun-isl "claim"-noun-eng
"tilstilli"-noun-isl "aid"-noun-eng
"tilurð"-noun-isl "birth"-noun-eng
"tímaröð"-noun-isl "chronological order"-noun-eng
"tól"-noun-isl "tool"-noun-eng
"tónverk"-noun-isl "music"-noun-eng
"Tyrki"-noun-isl "Turk"-noun-eng
"ull"-noun-isl "wool"-noun-eng
"umbót"-noun-isl "reform"-noun-eng
"umdæmi"-noun-isl "region"-noun-eng
"ummerki"-noun-isl "evidence"-noun-eng
"undirflokkur"-noun-isl "subgroup"-noun-eng
"undirstaða"-noun-isl "base"-noun-eng
"uppgjöf"-noun-isl "submission"-noun-eng
"upphafsmaður"-noun-isl "founder"-noun-eng
"upplausn"-noun-isl "solution"-noun-eng
"uppspretta"-noun-isl "source"-noun-eng
"upptök"-noun-isl "source"-noun-eng
"útgáfufyrirtæki"-noun-isl "publisher"-noun-eng
"úthverfi"-noun-isl "suburb"-noun-eng
"útþensla"-noun-isl "expansion"-noun-eng
"valdataka"-noun-isl "coup"-noun-eng
"væntingar"-noun-isl "expectation"-noun-eng
"hótun"-noun-isl "threat"-noun-eng
"varðveisla"-noun-isl "storage"-noun-eng
"velgengni"-noun-isl "success"-noun-eng
"vellíðan"-noun-isl "well-being"-noun-eng
"verslunarstaður"-noun-isl "trading centre"-noun-eng
"viðauki"-noun-isl "appendix"-noun-eng
"vígi"-noun-isl "fort"-noun-eng
"þegn"-noun-isl "subject"-noun-eng
"þema"-noun-isl "theme"-noun-eng
"þingkosning"-noun-isl "parliamentary election"-noun-eng
"þjóðflokkur"-noun-isl "tribe"-noun-eng
"þykkt"-noun-isl "thickness"-noun-eng
"skuldsetning"-noun-isl "gearing"-noun-eng
"lögreglustjóri"-noun-isl "chief of police"-noun-eng
"ríkislögreglustjóri"-noun-isl "national chief of police"-noun-eng
"martröð"-noun-isl "nightmare"-noun-eng
"yfirstjórn"-noun-isl "management"-noun-eng
"þurrka"-noun-isl "drought"-noun-eng
"forveri"-noun-isl "predecessor"-noun-eng
"jóladagur"-noun-isl "Christmas day"-noun-eng
"þingva"-noun-isl "clamp"-noun-eng
"þolinmæði"-noun-isl "patience"-noun-eng
"frelsun"-noun-isl "liberation"-noun-eng
"kannabisplanta"-noun-isl "cannabis plant"-noun-eng
"jólaleyfi"-noun-isl "Christmas holiday"-noun-eng
"jólaleyfi"-noun-isl "Christmas holiday"-noun-eng
"jólaleyfi"-noun-isl "Christmas holiday"-noun-eng
"sérsveit"-noun-isl "special forces"-noun-eng
"sérsveit"-noun-isl "special forces"-noun-eng
"sérsveit"-noun-isl "special forces"-noun-eng
"fíkniefnahundur"-noun-isl "drug dog"-noun-eng
"fíkniefnaleit"-noun-isl "drug search"-noun-eng
"fíkniefni"-noun-isl "drug"-noun-eng
"vopnamarkaður"-noun-isl "weapons market"-noun-eng
"austurströnd"-noun-isl "east coast"-noun-eng
"vesturströnd"-noun-isl "west coast"-noun-eng
"norðurströnd"-noun-isl "north coast"-noun-eng
"fréttavefur"-noun-isl "news website"-noun-eng
"suðurströnd"-noun-isl "south coast"-noun-eng
"víkingur"-noun-isl "viking"-noun-eng
"ungmenni"-noun-isl "young man"-noun-eng
"umsókn"-noun-isl "application"-noun-eng
"vakt"-noun-isl "watch"-noun-eng
"tilstilli"-noun-isl "aid"-noun-eng
"kvíða"-noun-isl "anxiety"-noun-eng
"úranstöð"-noun-isl "uranium plant"-noun-eng
"þingflokkur"-noun-isl "parliamentary group"-noun-eng
"löggjöf"-noun-isl "legislation"-noun-eng
"arfleifð"-noun-isl "legacy"-noun-eng
"björgunarfólk"-noun-isl "rescuer"-noun-eng
"uppnám"-noun-isl "chaos"-noun-eng
"myndun"-noun-isl "development"-noun-eng
"spá"-noun-isl "forecast"-noun-eng
"ábending"-noun-isl "comment"-noun-eng
"meðlimur"-noun-isl "member"-noun-eng
"lánadrottinn"-noun-isl "lender"-noun-eng
"bankamaður"-noun-isl "banker"-noun-eng
"karldýr"-noun-isl "male animal"-noun-eng
"kvendýr"-noun-isl "female animal"-noun-eng
"útsvar"-noun-isl "council tax"-noun-eng
"skattkerfi"-noun-isl "tax system"-noun-eng
"bankakerfi"-noun-isl "banking system"-noun-eng
"fátæktarhverfi"-noun-isl "poor area"-noun-eng
"samúð"-noun-isl "sympathy"-noun-eng
"fréttamannafundur"-noun-isl "press conference"-noun-eng
"setningafræði"-noun-isl "syntax"-noun-eng
"kólnun"-noun-isl "hypothermia"-noun-eng
"flugmaður"-noun-isl "pilot"-noun-eng
"björgunarsveit"-noun-isl "rescue team"-noun-eng
"fiskvinnsla"-noun-isl "fish processing"-noun-eng
"tjón"-noun-isl "damage"-noun-eng
"sólarströnd"-noun-isl "beach"-noun-eng
"tónleikaferð um heiminn"-noun-isl "world tour"-noun-eng
"tónleikaferð"-noun-isl "tour"-noun-eng
"fréttastofa"-noun-isl "news agency"-noun-eng
"tölvunarfræðingur"-noun-isl "computer scientist"-noun-eng
"sovéther"-noun-isl "Soviet army"-noun-eng
"ofsaveður"-noun-isl "storm"-noun-eng
"ofsaveður"-noun-isl "gale"-noun-eng
"kal"-noun-isl "frostbite"-noun-eng
"flugskeytavarnarkerfi"-noun-isl "anti-aircraft system"-noun-eng
"starfshópur"-noun-isl "work team"-noun-eng
"leikfangabyssa"-noun-isl "toy gun"-noun-eng
"útland"-noun-isl "foreign country"-noun-eng
"útland"-noun-isl "foreign country"-noun-eng
"útland"-noun-isl "foreign country"-noun-eng
"mannréttindi"-noun-isl "human right"-noun-eng
"foreldrar"-noun-isl "parent"-noun-eng
"vinnubrögð"-noun-isl "method"-noun-eng
"Sovétmaður"-noun-isl "Soviet"-noun-eng
"Kúbumaður"-noun-isl "Cuban"-noun-eng
"Brasilíumaður"-noun-isl "Brazilian"-noun-eng
"draga á langinn"-verb-isl "prolong"-verb-eng
"höfða mál gegn"-verb-isl "start proceedings against"-verb-eng
"höfða til"-verb-isl "appeal to"-verb-eng
"halda áfram"-verb-isl "carry on"-verb-eng
"halda fram"-verb-isl "maintain"-verb-eng
"grípa til"-verb-isl "resort to"-verb-eng
"taka þátt"-verb-isl "take part"-verb-eng
"starfrækja"-verb-isl "manage"-verb-eng
"frjósa"-verb-isl "freeze"-verb-eng
"koma í hús"-verb-isl "arrive"-verb-eng
"breyta um stefnu"-verb-isl "change course"-verb-eng
"ferja"-verb-isl "ferry"-verb-eng
"betrumbæta"-verb-isl "improve"-verb-eng
"skuldbinda"-verb-isl "oblige"-verb-eng
"apa"-verb-isl "imitate"-verb-eng
"aðskilja"-verb-isl "separate"-verb-eng
"hóta"-verb-isl "threaten"-verb-eng
"setja lög"-verb-isl "pass a law"-verb-eng
"sitja hjá"-verb-isl "abstain"-verb-eng
"leggja á"-verb-isl "mark up"-verb-eng
"hefja viðræður"-verb-isl "start talks"-verb-eng
"bíða eftir"-verb-isl "wait for"-verb-eng
"skilja jöfn"-verb-isl "draw"-verb-eng
"ganga berserksgang"-verb-isl "go berserk"-verb-eng
"tengja saman"-verb-isl "link"-verb-eng
"fara fram"-verb-isl "take place"-verb-eng
"ganga í"-verb-isl "join"-verb-eng
"óska eftir"-verb-isl "request"-verb-eng
"skýla"-verb-isl "shelter"-verb-eng
"útskrifa"-verb-isl "discharge"-verb-eng
"láta lífið"-verb-isl "die"-verb-eng
"fara í gang"-verb-isl "start"-verb-eng
"svara í sömu mynt"-verb-isl "pay back in the same coin"-verb-eng
"vinna a vöktum"-verb-isl "work shifts"-verb-eng
"gefa í skyn"-verb-isl "suggest"-verb-eng
"falla á"-verb-isl "fall on"-verb-eng
"falla á"-verb-isl "fall on"-verb-eng
"falla á"-verb-isl "agree to"-verb-eng
"fjalla um"-verb-isl "discuss"-verb-eng
"boða á"-verb-isl "summon"-verb-eng
"já"-interjection-isl "yes"-interjection-eng
"takk samt"-interjection-isl "thanks anyway"-interjection-eng
"Sovétríki"-properNoun-isl "Soviet Union"-properNoun-eng
"Kúrdistan"-properNoun-isl "Kurdistan"-properNoun-eng
"Tatarstan"-properNoun-isl "Tatarstan"-properNoun-eng
"Túrkmenistan"-properNoun-isl "Turkmenistan"-properNoun-eng
"Tadsjikistan"-properNoun-isl "Tajikistan"-properNoun-eng
"Kirgistan"-properNoun-isl "Kyrgyzstan"-properNoun-eng
"Túrkistan"-properNoun-isl "Turkistan"-properNoun-eng
"Úsbekistan"-properNoun-isl "Uzbekistan"-properNoun-eng
"Pakistan"-properNoun-isl "Pakistan"-properNoun-eng
"Skotland"-properNoun-isl "Scotland"-properNoun-eng
"Sjáland"-properNoun-isl "Zealand"-properNoun-eng
"Jótland"-properNoun-isl "Jutland"-properNoun-eng
"Sýrland"-properNoun-isl "Syria"-properNoun-eng
"Nýja-Sjáland"-properNoun-isl "New Zealand"-properNoun-eng
"Saxland"-properNoun-isl "Saxony"-properNoun-eng
"Prússland"-properNoun-isl "Prussia"-properNoun-eng
"Nýfundnaland"-properNoun-isl "Newfoundland"-properNoun-eng
"Holtsetaland"-properNoun-isl "Holstein"-properNoun-eng
"Cleveland"-properNoun-isl "Cleveland"-properNoun-eng
"Maryland"-properNoun-isl "Maryland"-properNoun-eng
"Gotland"-properNoun-isl "Gotland"-properNoun-eng
"Vínland"-properNoun-isl "Vinland"-properNoun-eng
"Sunderland"-properNoun-isl "Sunderland"-properNoun-eng
"Norðurálfa"-properNoun-isl "Europe"-properNoun-eng
"Suðurskautsálfa"-properNoun-isl "Antarctica"-properNoun-eng
"Venesúela"-properNoun-isl "Venezuela"-properNoun-eng
"Kórea"-properNoun-isl "Korea"-properNoun-eng
"Suður-Kórea"-properNoun-isl "South Korea"-properNoun-eng
"Norður-Kórea"-properNoun-isl "North Korea"-properNoun-eng
"York"-properNoun-isl "York"-properNoun-eng
"Evrópusamband"-properNoun-isl "European Union"-properNoun-eng
"Berlín"-properNoun-isl "Berlin"-properNoun-eng
"Barcelona"-properNoun-isl "Barcelona"-properNoun-eng
"Líma"-properNoun-isl "Lima"-properNoun-eng
"Flórída"-properNoun-isl "Florida"-properNoun-eng
"Grindavík"-properNoun-isl "Grindavík"-properNoun-eng
"Njarðvík"-properNoun-isl "Njarðvík"-properNoun-eng
"Húsavík"-properNoun-isl "Húsavík"-properNoun-eng
"Keflavík"-properNoun-isl "Keflavík"-properNoun-eng
"Breiðdalsvík"-properNoun-isl "Breiðdalsvík"-properNoun-eng
"Akranesi"-properNoun-isl "Akranesi"-properNoun-eng
"Kanaríeyjar"-properNoun-isl "Canary Islands"-properNoun-eng
"Makedónía"-properNoun-isl "Macedonia"-properNoun-eng
"Kanarí"-properNoun-isl "Canary Islands"-properNoun-eng
"Port-au-Prince"-properNoun-isl "Port-au-Prince"-properNoun-eng
"Mexíkó"-properNoun-isl "Mexico"-properNoun-eng
"Marokkó"-properNoun-isl "Morocco"-properNoun-eng
"Haítí"-properNoun-isl "Haiti"-properNoun-eng
"Icesave"-properNoun-isl "Icesave"-properNoun-eng
"Reuters"-properNoun-isl "Reuters"-properNoun-eng
"Samfylking"-properNoun-isl "Social Democratic Alliance"-properNoun-eng
"Alþýðuflokkur"-properNoun-isl "Social Democratic Party"-properNoun-eng
"Landsbanki"-properNoun-isl "Landsbanki"-properNoun-eng
"Íslandsbanki"-properNoun-isl "Íslandsbanki"-properNoun-eng
"Seðlabanki"-properNoun-isl "Seðlabanki"-properNoun-eng
"Morgunblað"-properNoun-isl "Morgunblað"-properNoun-eng
"RÚV"-noun-isl "RÚV"-noun-eng
"verða sér úti um"-verb-isl "get hold of"-verb-eng
"há"-verb-isl "handicap"-verb-eng
"endurskoða"-verb-isl "revise"-verb-eng
"sitja föst"-verb-isl "be stuck"-verb-eng
"leita að"-verb-isl "search for"-verb-eng
"kveða á um"-verb-isl "stipulate"-verb-eng
"deila með"-verb-isl "share"-verb-eng
"deila við"-verb-isl "quarrel"-verb-eng
"demba sér útí"-verb-isl "dive right in"-verb-eng
"etja kappi"-verb-isl "compete"-verb-eng
"firra sig ábyrgð"-verb-isl "avoid responsibility"-verb-eng
"ber að geta"-verb-isl "obligated to mention"-verb-eng
"greiða úr"-verb-isl "facilitate"-verb-eng
"greiða úr"-verb-isl "clear up"-verb-eng
"haka við"-verb-isl "check"-verb-eng
"afbaka"-verb-isl "distort"-verb-eng
"afbera"-verb-isl "endure"-verb-eng
"afboða"-verb-isl "cancel"-verb-eng
"afferma"-verb-isl "unload"-verb-eng
"afgirða"-verb-isl "fence off"-verb-eng
"afhjúpa"-verb-isl "disclose"-verb-eng
"afhöfða"-verb-isl "behead"-verb-eng
"afkasta"-verb-isl "perform"-verb-eng
"aflaga"-verb-isl "distort"-verb-eng
"aflífa"-verb-isl "put to death"-verb-eng
"aflýsa"-verb-isl "cancel"-verb-eng
"afmarka"-verb-isl "mark out"-verb-eng
"afmarka"-verb-isl "define"-verb-eng
"afmeyja"-verb-isl "deflower"-verb-eng
"afmynda"-verb-isl "distort"-verb-eng
"afmá"-verb-isl "wipe out"-verb-eng
"afneita"-verb-isl "renounce"-verb-eng
"afneita"-verb-isl "disown"-verb-eng
"afnema"-verb-isl "abolish"-verb-eng
"afpanta"-verb-isl "cancel"-verb-eng
"afrita"-verb-isl "copy"-verb-eng
"afsanna"-verb-isl "disprove"-verb-eng
"afskræma"-verb-isl "distort"-verb-eng
"afskræma"-verb-isl "disfigure"-verb-eng
"afstýra"-verb-isl "prevent"-verb-eng
"aftaka"-verb-isl "refuse completely"-verb-eng
"aftra"-verb-isl "prevent"-verb-eng
"afturkalla"-verb-isl "revoke"-verb-eng
"afvegaleiða"-verb-isl "mislead"-verb-eng
"afþakka"-verb-isl "decline"-verb-eng
"aga"-verb-isl "discipline"-verb-eng
"alhæfa"-verb-isl "generalise"-verb-eng
"andmæla"-verb-isl "contradict"-verb-eng
"andmæla"-verb-isl "protest"-verb-eng
"anga"-verb-isl "fragrance"-verb-eng
"anga"-verb-isl "have a sweet smell"-verb-eng
"arfleiða"-verb-isl "leave"-verb-eng
"arga"-verb-isl "scream"-verb-eng
"arka"-verb-isl "saunter"-verb-eng
"arðræna"-verb-isl "exploit"-verb-eng
"ata"-verb-isl "dirty"-verb-eng
"atvikast"-verb-isl "happen"-verb-eng
"aumka"-verb-isl "pity"-verb-eng
"auðga"-verb-isl "enrich"-verb-eng
"auðkenna"-verb-isl "identify"-verb-eng
"auðkenna"-verb-isl "label"-verb-eng
"auðmýkja"-verb-isl "humiliate"-verb-eng
"auðnast"-verb-isl "succeed"-verb-eng
"auðsýna"-verb-isl "show"-verb-eng
"axla"-verb-isl "shoulder"-verb-eng
"aðgreina"-verb-isl "separate"-verb-eng
"aðgreina"-verb-isl "distinguish"-verb-eng
"aðgæta"-verb-isl "check"-verb-eng
"aðhafast"-verb-isl "do"-verb-eng
"aðhyllast"-verb-isl "subscribe to"-verb-eng
"aðlaga"-verb-isl "adapt"-verb-eng
"aðskilja"-verb-isl "separate"-verb-eng
"aðvara"-verb-isl "warn"-verb-eng
"babla"-verb-isl "babble"-verb-eng
"bakka"-verb-isl "back"-verb-eng
"bannfæra"-verb-isl "excommunicate"-verb-eng
"bauka"-verb-isl "potter about"-verb-eng
"baula"-verb-isl "moo"-verb-eng
"baula"-verb-isl "boo"-verb-eng
"beinbrotna"-verb-isl "break a bone"-verb-eng
"beisla"-verb-isl "bridle"-verb-eng
"beisla"-verb-isl "harness"-verb-eng
"benda"-verb-isl "show"-verb-eng
"benda"-verb-isl "beckon"-verb-eng
"betla"-verb-isl "beg"-verb-eng
"betrumbæta"-verb-isl "improve"-verb-eng
"beygla"-verb-isl "dent"-verb-eng
"bifa"-verb-isl "move"-verb-eng
"bjaga"-verb-isl "jumble"-verb-eng
"blakta"-verb-isl "flutter"-verb-eng
"blaðra"-verb-isl "chatter"-verb-eng
"blessa"-verb-isl "bless"-verb-eng
"bleyta"-verb-isl "wet"-verb-eng
"blika"-verb-isl "gleam"-verb-eng
"blikna"-verb-isl "pale"-verb-eng
"blossa"-verb-isl "blaze"-verb-eng
"blístra"-verb-isl "whistle"-verb-eng
"blíðka"-verb-isl "soften"-verb-eng
"blómgast"-verb-isl "blossom"-verb-eng
"blómstra"-verb-isl "bloom"-verb-eng
"blóta"-verb-isl "worship pagan gods"-verb-eng
"blóta"-verb-isl "curse"-verb-eng
"blóta"-verb-isl "sacrifice"-verb-eng
"boxa"-verb-isl "box"-verb-eng
"braggast"-verb-isl "recover"-verb-eng
"bralla"-verb-isl "play tricks"-verb-eng
"bralla"-verb-isl "have shady dealings"-verb-eng
"bralla"-verb-isl "do"-verb-eng
"brasa"-verb-isl "fry"-verb-eng
"brasa"-verb-isl "do"-verb-eng
"brasa"-verb-isl "fool around"-verb-eng
"brasa"-verb-isl "solder"-verb-eng
"braska"-verb-isl "profiteer"-verb-eng
"breikka"-verb-isl "widen"-verb-eng
"breikka"-verb-isl "get broader"-verb-eng
"bremsa"-verb-isl "brake"-verb-eng
"brennimerkja"-verb-isl "brand"-verb-eng
"bretta"-verb-isl "fold"-verb-eng
"brjálast"-verb-isl "go crazy"-verb-eng
"brokka"-verb-isl "trot"-verb-eng
"brotlenda"-verb-isl "crash-land"-verb-eng
"brugga"-verb-isl "brew"-verb-eng
"brugga"-verb-isl "scheme"-verb-eng
"brydda"-verb-isl "border"-verb-eng
"brynna"-verb-isl "water"-verb-eng
"brytja"-verb-isl "cut up"-verb-eng
"bryðja"-verb-isl "crunch"-verb-eng
"bráðna"-verb-isl "melt"-verb-eng
"bródera"-verb-isl "embroider"-verb-eng
"brúka"-verb-isl "use"-verb-eng
"brýna"-verb-isl "sharpen"-verb-eng
"brýna"-verb-isl "encourage"-verb-eng
"buga"-verb-isl "defeat"-verb-eng
"bugðast"-verb-isl "wind"-verb-eng
"bulla"-verb-isl "boil"-verb-eng
"bulla"-verb-isl "talk nonsense"-verb-eng
"buna"-verb-isl "spurt"-verb-eng
"bursta"-verb-isl "brush"-verb-eng
"bursta"-verb-isl "lick"-verb-eng
"burðast"-verb-isl "carry something heavy"-verb-eng
"busla"-verb-isl "splash"-verb-eng
"bylja"-verb-isl "resound"-verb-eng
"básúna"-verb-isl "proclaim"-verb-eng
"bænheyra"-verb-isl "hear a prayer"-verb-eng
"bólgna"-verb-isl "swell"-verb-eng
"bólstra"-verb-isl "upholster"-verb-eng
"bólusetja"-verb-isl "vaccinate"-verb-eng
"búta"-verb-isl "cut up"-verb-eng
"dafna"-verb-isl "thrive"-verb-eng
"dagsetja"-verb-isl "date"-verb-eng
"dala"-verb-isl "dent"-verb-eng
"dauðhreinsa"-verb-isl "sterilise"-verb-eng
"deila"-verb-isl "share"-verb-eng
"deila"-verb-isl "quarrel"-verb-eng
"dekkja"-verb-isl "cover"-verb-eng
"demba"-verb-isl "spill"-verb-eng
"deyða"-verb-isl "kill"-verb-eng
"dimma"-verb-isl "get dark"-verb-eng
"djamma"-verb-isl "jam"-verb-eng
"djamma"-verb-isl "clubbing"-verb-eng
"djöflast"-verb-isl "rage"-verb-eng
"djöflast"-verb-isl "work hard"-verb-eng
"djúpfrysta"-verb-isl "deep-freeze"-verb-eng
"doka"-verb-isl "wait"-verb-eng
"dorga"-verb-isl "angling"-verb-eng
"dorma"-verb-isl "doze"-verb-eng
"dotta"-verb-isl "nod off"-verb-eng
"drafa"-verb-isl "drawl"-verb-eng
"drattast"-verb-isl "drag oneself along"-verb-eng
"dreypa"-verb-isl "sprinkle"-verb-eng
"dreypa"-verb-isl "sip"-verb-eng
"drjúpa"-verb-isl "drip"-verb-eng
"drolla"-verb-isl "dawdle"-verb-eng
"drottna"-verb-isl "rule"-verb-eng
"drulla"-verb-isl "shit"-verb-eng
"drullumalla"-verb-isl "make mudpies"-verb-eng
"drynja"-verb-isl "boom"-verb-eng
"drúpa"-verb-isl "droop"-verb-eng
"dulbúa"-verb-isl "disguise"-verb-eng
"duna"-verb-isl "boom"-verb-eng
"dusta"-verb-isl "shake the dust out of"-verb-eng
"dvína"-verb-isl "abate"-verb-eng
"dylgja"-verb-isl "insinuate"-verb-eng
"dynja"-verb-isl "boom"-verb-eng
"dáleiða"-verb-isl "hypnotise"-verb-eng
"dásama"-verb-isl "glorify"-verb-eng
"dæla"-verb-isl "pump"-verb-eng
"dæla"-verb-isl "inject"-verb-eng
"dökkna"-verb-isl "darken"-verb-eng
"dútla"-verb-isl "fiddle"-verb-eng
"dýfa"-verb-isl "dive"-verb-eng
"dýpka"-verb-isl "deepen"-verb-eng
"dýrka"-verb-isl "worship"-verb-eng
"eftirláta"-verb-isl "yield"-verb-eng
"eftirláta"-verb-isl "leave"-verb-eng
"eggja"-verb-isl "egg on"-verb-eng
"egna"-verb-isl "bait"-verb-eng
"egna"-verb-isl "provoke"-verb-eng
"eigra"-verb-isl "drift"-verb-eng
"eima"-verb-isl "distil"-verb-eng
"einrækta"-verb-isl "clone"-verb-eng
"eira"-verb-isl "spare"-verb-eng
"eira"-verb-isl "relax"-verb-eng
"eitra"-verb-isl "poison"-verb-eng
"emja"-verb-isl "yelp"-verb-eng
"endurbyggja"-verb-isl "rebuild"-verb-eng
"endurbæta"-verb-isl "improve"-verb-eng
"endurgjalda"-verb-isl "pay back"-verb-eng
