"ja"-coordinatingConjunction-sme "og"-coordinatingConjunction-nob
"Cirgujohka"-properNoun-sme "Nonskarbekken"-properNoun-nob
"Cirrajávri"-properNoun-sme "Cirrajávri"-properNoun-nob
"Cirrasáiva"-properNoun-sme "Cirrasáiva"-properNoun-nob
"Ciskei"-properNoun-sme "Ciskei"-properNoun-nob
"Cissaldatsuolu"-properNoun-sme "Dissaltakholmen"-properNoun-nob
"Citicorp"-properNoun-sme "Citicorp"-properNoun-nob
"Citizen"-properNoun-sme "Citizen"-properNoun-nob
"Citroen"-properNoun-sme "Citroen"-properNoun-nob
"Citroën"-properNoun-sme "Citroën"-properNoun-nob
"City"-properNoun-sme "City"-properNoun-nob
"Ciudad"-properNoun-sme "Ciudad"-properNoun-nob
"Civajohka"-properNoun-sme "Civajohka"-properNoun-nob
"Civccavággi"-properNoun-sme "Civccavággi"-properNoun-nob
"Civitavecchia"-properNoun-sme "Civitavecchia"-properNoun-nob
"Civvajávri"-properNoun-sme "Grannevatnet"-properNoun-nob
"Civvačohkka"-properNoun-sme "Civvačohkka"-properNoun-nob
"Civzzavuonnjárga"-properNoun-sme "Lille Jarfjordneset"-properNoun-nob
"Cizášnjárga"-properNoun-sme "Cizášnjárga"-properNoun-nob
"Cizášnjárga"-properNoun-sme "Tillnes"-properNoun-nob
"Claes"-properNoun-sme "Claes"-properNoun-nob
"Clair"-properNoun-sme "Clair"-properNoun-nob
"Claire"-properNoun-sme "Claire"-properNoun-nob
"Clara"-properNoun-sme "Clara"-properNoun-nob
"Clarion Hotel The Edge"-properNoun-sme "Clarion Hotel The Edge"-properNoun-nob
"ClarisWorks"-properNoun-sme "ClarisWorks"-properNoun-nob
"Clarissa"-properNoun-sme "Clarissa"-properNoun-nob
"Clark"-properNoun-sme "Clark"-properNoun-nob
"Clarke"-properNoun-sme "Clarke"-properNoun-nob
"Claude"-properNoun-sme "Claude"-properNoun-nob
"Claudia"-properNoun-sme "Claudia"-properNoun-nob
"Claudius"-properNoun-sme "Claudius"-properNoun-nob
"Claus"-properNoun-sme "Claus"-properNoun-nob
"Clausen"-properNoun-sme "Clausen"-properNoun-nob
"Claussen"-properNoun-sme "Claussen"-properNoun-nob
"Claussøn"-properNoun-sme "Claussøn"-properNoun-nob
"Clayson"-properNoun-sme "Clayson"-properNoun-nob
"Clemens"-properNoun-sme "Clemens"-properNoun-nob
"Clemenskirken"-properNoun-sme "Clemenskirken"-properNoun-nob
"Clemet"-properNoun-sme "Clemet"-properNoun-nob
"Clemmensen"-properNoun-sme "Clemmensen"-properNoun-nob
"Clemmesen"-properNoun-sme "Clemmesen"-properNoun-nob
"Clermont-Ferrand"-properNoun-sme "Clermont-Ferrand"-properNoun-nob
"Cleve"-properNoun-sme "Cleve"-properNoun-nob
"Cleveland"-properNoun-sme "Cleveland"-properNoun-nob
"Cliff"-properNoun-sme "Cliff"-properNoun-nob
"Clint"-properNoun-sme "Clint"-properNoun-nob
"Clinton"-properNoun-sme "Clinton"-properNoun-nob
"Clio"-properNoun-sme "Clio"-properNoun-nob
"Clipart"-properNoun-sme "Clipart"-properNoun-nob
"Clive"-properNoun-sme "Clive"-properNoun-nob
"Clonmel"-properNoun-sme "Clonmel"-properNoun-nob
"Clover"-properNoun-sme "Clover"-properNoun-nob
"Club Native"-properNoun-sme "Club Native"-properNoun-nob
"Club"-properNoun-sme "Club"-properNoun-nob
"Cluj"-properNoun-sme "Cluj"-properNoun-nob
"Cluny"-properNoun-sme "Cluny"-properNoun-nob
"Clyde"-properNoun-sme "Clyde"-properNoun-nob
"Clydefjorden"-properNoun-sme "Clydefjorden"-properNoun-nob
"Clydekanalen"-properNoun-sme "Clydekanalen"-properNoun-nob
"Clydekanála"-properNoun-sme "Clydekanála"-properNoun-nob
"Clydekanála"-properNoun-sme "Clydekanalen"-properNoun-nob
"Coagalmasnuorri"-properNoun-sme "Coagalmasnuorri"-properNoun-nob
"Coagalmbákti"-properNoun-sme "Toppen"-properNoun-nob
"Coagalmsuolu"-properNoun-sme "Valholmen"-properNoun-nob
"Coagan"-properNoun-sme "Indre Lamøya"-properNoun-nob
"Coagan"-properNoun-sme "Kovaholmen"-properNoun-nob
"Coagangáddi"-properNoun-sme "Coagangáddi"-properNoun-nob
"Coages"-properNoun-sme "Coages"-properNoun-nob
"Coagesgálvárri"-properNoun-sme "Coagesgálvárri"-properNoun-nob
"Coagesjávri"-properNoun-sme "Rundvatnet"-properNoun-nob
"Coagesvárri"-properNoun-sme "Coagesvárri"-properNoun-nob
"Coahuila"-properNoun-sme "Coahuila"-properNoun-nob
"Coappajávri"-properNoun-sme "Coappajávri"-properNoun-nob
"Coast"-properNoun-sme "Coast"-properNoun-nob
"Cobh"-properNoun-sme "Cobh"-properNoun-nob
"Cobol"-properNoun-sme "Cobol"-properNoun-nob
"Coburg"-properNoun-sme "Coburg"-properNoun-nob
"Coca-cola"-properNoun-sme "Coca-cola"-properNoun-nob
"Coca"-properNoun-sme "Coca"-properNoun-nob
"Coch"-properNoun-sme "Coch"-properNoun-nob
"Cochabamba"-properNoun-sme "Cochabamba"-properNoun-nob
"Cochin"-properNoun-sme "Cochin"-properNoun-nob
"Cochinkina"-properNoun-sme "Cochinkina"-properNoun-nob
"Cochise"-properNoun-sme "Cochise"-properNoun-nob
"Cock"-properNoun-sme "Cock"-properNoun-nob
"Cocom"-properNoun-sme "Cocom"-properNoun-nob
"Cocos"-properNoun-sme "Cocos"-properNoun-nob
"Codecill"-properNoun-sme "Codecill"-properNoun-nob
"Codex"-properNoun-sme "Codex"-properNoun-nob
"Codisil"-properNoun-sme "Codisil"-properNoun-nob
"Coelius"-properNoun-sme "Coelius"-properNoun-nob
"Coen"-properNoun-sme "Coen"-properNoun-nob
"Cognac"-properNoun-sme "Cognac"-properNoun-nob
"Cohkolatgáisá"-properNoun-sme "Cohkolatgáisá"-properNoun-nob
"Cohkolatjohka"-properNoun-sme "Rotsundelva"-properNoun-nob
"Cohkolatvággi"-properNoun-sme "Rotsunddalen"-properNoun-nob
"Cohkolatvággi"-properNoun-sme "Trongdalen"-properNoun-nob
"Cohppásjávri"-properNoun-sme "Cohppásjávri"-properNoun-nob
"Coimbra"-properNoun-sme "Coimbra"-properNoun-nob
"Cola"-properNoun-sme "Cola"-properNoun-nob
"Colban"-properNoun-sme "Colban"-properNoun-nob
"Colbiørnsen"-properNoun-sme "Colbiørnsen"-properNoun-nob
"Colchester"-properNoun-sme "Colchester"-properNoun-nob
"Cold"-properNoun-sme "Cold"-properNoun-nob
"Coldevin"-properNoun-sme "Coldevin"-properNoun-nob
"Colett"-properNoun-sme "Colett"-properNoun-nob
"Colima"-properNoun-sme "Colima"-properNoun-nob
"Colin"-properNoun-sme "Colin"-properNoun-nob
"Coll"-properNoun-sme "Coll"-properNoun-nob
"Collegiet"-properNoun-sme "Collegiet"-properNoun-nob
"Collet"-properNoun-sme "Collet"-properNoun-nob
"Collett"-properNoun-sme "Collett"-properNoun-nob
"Collinder"-properNoun-sme "Collinder"-properNoun-nob
"Collins"-properNoun-sme "Collins"-properNoun-nob
"Colman"-properNoun-sme "Colman"-properNoun-nob
"Colombey-les-Deux-Eglises"-properNoun-sme "Colombey-les-Deux-Eglises"-properNoun-nob
"Colombia"-properNoun-sme "Colombia"-properNoun-nob
"Colombo"-properNoun-sme "Colombo"-properNoun-nob
"Colonia"-properNoun-sme "Colonia"-properNoun-nob
"Colorado"-properNoun-sme "Colorado"-properNoun-nob
"Coloradoeatnu"-properNoun-sme "Coloradoelven"-properNoun-nob
"Colorin-Colorado"-properNoun-sme "Colorin-Colorado"-properNoun-nob
"Colosseum"-properNoun-sme "Colosseum"-properNoun-nob
"Columba"-properNoun-sme "Columba"-properNoun-nob
"Columbanus"-properNoun-sme "Columbanus"-properNoun-nob
"Columbia"-properNoun-sme "Columbia"-properNoun-nob
"Columbia"-properNoun-sme "Columbia"-properNoun-nob
"Columbus"-properNoun-sme "Columbus"-properNoun-nob
"Colón"-properNoun-sme "Colón"-properNoun-nob
"Comecon"-properNoun-sme "Comecon"-properNoun-nob
"Comino"-properNoun-sme "Comino"-properNoun-nob
"Commision"-properNoun-sme "Commision"-properNoun-nob
"Commission on Human Rights"-properNoun-sme "Commission on Human Rights"-properNoun-nob
"Communication"-properNoun-sme "Communication"-properNoun-nob
"Como"-properNoun-sme "Como"-properNoun-nob
"Comodoro"-properNoun-sme "Comodoro"-properNoun-nob
"Compagniet"-properNoun-sme "Compagniet"-properNoun-nob
"Company"-properNoun-sme "Company"-properNoun-nob
"Company"-properNoun-sme "Company"-properNoun-nob
"Compaq"-properNoun-sme "Compaq"-properNoun-nob
"Compiègne"-properNoun-sme "Compiègne"-properNoun-nob
"CompuServe"-properNoun-sme "CompuServe"-properNoun-nob
"Conakry"-properNoun-sme "Conakry"-properNoun-nob
"Concalves"-properNoun-sme "Concalves"-properNoun-nob
"Concarneau"-properNoun-sme "Concarneau"-properNoun-nob
"Concepción"-properNoun-sme "Concepción"-properNoun-nob
"Concord"-properNoun-sme "Concord"-properNoun-nob
"Concordia"-properNoun-sme "Concordia"-properNoun-nob
"Concrete Crew"-properNoun-sme "Concrete Crew"-properNoun-nob
"Coney"-properNoun-sme "Coney"-properNoun-nob
"Conference"-properNoun-sme "Conference"-properNoun-nob
"Confessio"-properNoun-sme "Confessio"-properNoun-nob
"Confucius"-properNoun-sme "Confucius"-properNoun-nob
"Congo"-properNoun-sme "Congo"-properNoun-nob
"Congress"-properNoun-sme "Congress"-properNoun-nob
"Conifa World Cup"-properNoun-sme "Conifa World Cup"-properNoun-nob
"Connacht"-properNoun-sme "Connacht"-properNoun-nob
"Connecticut"-properNoun-sme "Connecticut"-properNoun-nob
"Conni"-properNoun-sme "Conni"-properNoun-nob
"Connie"-properNoun-sme "Connie"-properNoun-nob
"Conny"-properNoun-sme "Conny"-properNoun-nob
"Conrad"-properNoun-sme "Conrad"-properNoun-nob
"Conradi"-properNoun-sme "Conradi"-properNoun-nob
"Conradsen"-properNoun-sme "Conradsen"-properNoun-nob
"Constance"-properNoun-sme "Constance"-properNoun-nob
"Constanse"-properNoun-sme "Constanse"-properNoun-nob
"Constanta"-properNoun-sme "Constanta"-properNoun-nob
"Constantine"-properNoun-sme "Constantine"-properNoun-nob
"Constitutional"-properNoun-sme "Constitutional"-properNoun-nob
"Consul"-properNoun-sme "Consul"-properNoun-nob
"Consult"-properNoun-sme "Consult"-properNoun-nob
"Control"-properNoun-sme "Control"-properNoun-nob
"Cook"-properNoun-sme "Cook"-properNoun-nob
"Coop-Mega"-properNoun-sme "Coop-Mega"-properNoun-nob
"Coop"-properNoun-sme "Coop"-properNoun-nob
"Cooper"-properNoun-sme "Cooper"-properNoun-nob
"Copacabana"-properNoun-sme "Copacabana"-properNoun-nob
"Copenhagen"-properNoun-sme "Copenhagen"-properNoun-nob
"Copernicus"-properNoun-sme "Copernicus"-properNoun-nob
"Coquilhatville"-properNoun-sme "Coquilhatville"-properNoun-nob
"Corbett"-properNoun-sme "Corbett"-properNoun-nob
"Cordilleras"-properNoun-sme "Cordilleras"-properNoun-nob
"Cordoba"-properNoun-sme "Cordoba"-properNoun-nob
"Cordova"-properNoun-sme "Cordova"-properNoun-nob
"Corel"-properNoun-sme "Corel"-properNoun-nob
"CorelDRAW"-properNoun-sme "CorelDRAW"-properNoun-nob
"Corell"-properNoun-sme "Corell"-properNoun-nob
"Corfú"-properNoun-sme "Corfú"-properNoun-nob
"Corizza"-properNoun-sme "Corizza"-properNoun-nob
"Cork"-properNoun-sme "Cork"-properNoun-nob
"Cornelius"-properNoun-sme "Cornelius"-properNoun-nob
"Corneliussen"-properNoun-sme "Corneliussen"-properNoun-nob
"Cornwall"-properNoun-sme "Cornwall"-properNoun-nob
"Corolla"-properNoun-sme "Corolla"-properNoun-nob
"Coromandelkysten"-properNoun-sme "Coromandelkysten"-properNoun-nob
"Corpus"-properNoun-sme "Corpus"-properNoun-nob
"Corregio"-properNoun-sme "Corregio"-properNoun-nob
"Corrientes"-properNoun-sme "Corrientes"-properNoun-nob
"Corsica"-properNoun-sme "Corsica"-properNoun-nob
"Cortes"-properNoun-sme "Cortes"-properNoun-nob
"Cortina"-properNoun-sme "Cortina"-properNoun-nob
"Cortsen"-properNoun-sme "Cortsen"-properNoun-nob
"Cortés"-properNoun-sme "Cortés"-properNoun-nob
"Coruña"-properNoun-sme "Coruña"-properNoun-nob
"Cosenza"-properNoun-sme "Cosenza"-properNoun-nob
"Costa"-properNoun-sme "Costa"-properNoun-nob
"Costa"-properNoun-sme "Costa"-properNoun-nob
"Cotentin"-properNoun-sme "Cotentin"-properNoun-nob
"Cotonou"-properNoun-sme "Cotonou"-properNoun-nob
"Cotopaxi"-properNoun-sme "Cotopaxi"-properNoun-nob
"Cottbus"-properNoun-sme "Cottbus"-properNoun-nob
"Coucheron"-properNoun-sme "Coucheron"-properNoun-nob
"Coulthard"-properNoun-sme "Coulthard"-properNoun-nob
"Council"-properNoun-sme "Council"-properNoun-nob
"Courier"-properNoun-sme "Courier"-properNoun-nob
"Court"-properNoun-sme "Court"-properNoun-nob
"Courtrai"-properNoun-sme "Courtrai"-properNoun-nob
"Coventry"-properNoun-sme "Coventry"-properNoun-nob
"Covington"-properNoun-sme "Covington"-properNoun-nob
"Coward"-properNoun-sme "Coward"-properNoun-nob
"Cozby"-properNoun-sme "Cozby"-properNoun-nob
"Craig"-properNoun-sme "Craig"-properNoun-nob
"Craiova"-properNoun-sme "Craiova"-properNoun-nob
"Cramer"-properNoun-sme "Cramer"-properNoun-nob
"Crassus"-properNoun-sme "Crassus"-properNoun-nob
"Crawford"-properNoun-sme "Crawford"-properNoun-nob
"Crawley"-properNoun-sme "Crawley"-properNoun-nob
"Cree"-properNoun-sme "Cree"-properNoun-nob
"Creek"-properNoun-sme "Creek"-properNoun-nob
"Cremona"-properNoun-sme "Cremona"-properNoun-nob
"Cretura"-properNoun-sme "Cretura"-properNoun-nob
"Creuse"-properNoun-sme "Creuse"-properNoun-nob
"Creusot"-properNoun-sme "Creusot"-properNoun-nob
"Crewe"-properNoun-sme "Crewe"-properNoun-nob
"Criminalloven"-properNoun-sme "Criminalloven"-properNoun-nob
"Cristine"-properNoun-sme "Cristine"-properNoun-nob
"Cristin"-properNoun-sme "Cristin"-properNoun-nob
"Cristóbal"-properNoun-sme "Cristóbal"-properNoun-nob
"Crna"-properNoun-sme "Crna"-properNoun-nob
"Crockett"-properNoun-sme "Crockett"-properNoun-nob
"Crohn"-properNoun-sme "Crohn"-properNoun-nob
"Crohns"-properNoun-sme "Crohns"-properNoun-nob
"Cromwell"-properNoun-sme "Cromwell"-properNoun-nob
"Crosby"-properNoun-sme "Crosby"-properNoun-nob
"Crosse"-properNoun-sme "Crosse"-properNoun-nob
"Crossland"-properNoun-sme "Crossland"-properNoun-nob
"Crotone"-properNoun-sme "Crotone"-properNoun-nob
"Crowley"-properNoun-sme "Crowley"-properNoun-nob
"Croydon"-properNoun-sme "Croydon"-properNoun-nob
"Cruz"-properNoun-sme "Cruz"-properNoun-nob
"Cuando"-properNoun-sme "Cuando"-properNoun-nob
"Cuango"-properNoun-sme "Cuango"-properNoun-nob
"Cuba"-properNoun-sme "Cuba"-properNoun-nob
"Cubango"-properNoun-sme "Cubango"-properNoun-nob
"Cubbojohka"-properNoun-sme "Sagelva"-properNoun-nob
"Cubbojávri"-properNoun-sme "Froskevatnet"-properNoun-nob
"Cubbošjohka"-properNoun-sme "Skjåholmelva"-properNoun-nob
"Cubbošjávrrit"-properNoun-sme "Skjåholmvatna"-properNoun-nob
"Cuellar"-properNoun-sme "Cuellar"-properNoun-nob
"Cuenca"-properNoun-sme "Cuenca"-properNoun-nob
"Cueto"-properNoun-sme "Cueto"-properNoun-nob
"Cuhppuljohka"-properNoun-sme "Cuhppuljohka"-properNoun-nob
"Cuhppulskáiddevárri"-properNoun-sme "Cuhppulskáiddevárri"-properNoun-nob
"Cuhppulskáidi"-properNoun-sme "Cuhppulskáidi"-properNoun-nob
"Cuhppulčohkka"-properNoun-sme "Cuhppulčohkka"-properNoun-nob
"Culiacán"-properNoun-sme "Culiacán"-properNoun-nob
"Cultural"-properNoun-sme "Cultural"-properNoun-nob
"Cumberland"-properNoun-sme "Cumberland"-properNoun-nob
"Cumbernauld"-properNoun-sme "Cumbernauld"-properNoun-nob
"Cumbria"-properNoun-sme "Cumbria"-properNoun-nob
"Cumnock"-properNoun-sme "Cumnock"-properNoun-nob
"Cumæ"-properNoun-sme "Cumæ"-properNoun-nob
"Cunene"-properNoun-sme "Cunene"-properNoun-nob
"Cuobborhárji"-properNoun-sme "Cuobborhárji"-properNoun-nob
"Cuobborri"-properNoun-sme "Cuobborri"-properNoun-nob
"Cuokcavuonvággi"-properNoun-sme "Fjorddalen"-properNoun-nob
"Cuokcavuotna"-properNoun-sme "Nuvsfjorden"-properNoun-nob
"Cuokkojávri"-properNoun-sme "Cuokkojávri"-properNoun-nob
"Cuoppogieddi"-properNoun-sme "Indre Sandvik"-properNoun-nob
"Cuopponjárga"-properNoun-sme "Cuopponjárga"-properNoun-nob
"Cuopporožejohka"-properNoun-sme "Cuopporožejohka"-properNoun-nob
"Cupido"-properNoun-sme "Cupido"-properNoun-nob
"Cupp"-properNoun-sme "Cupp"-properNoun-nob
"Cupp"-properNoun-sme "Cupp"-properNoun-nob
"Curaçao"-properNoun-sme "Curaçao"-properNoun-nob
"Curitiba"-properNoun-sme "Curitiba"-properNoun-nob
"Curt"-properNoun-sme "Curt"-properNoun-nob
"Cuxhaven"-properNoun-sme "Cuxhaven"-properNoun-nob
"Cuzco"-properNoun-sme "Cuzco"-properNoun-nob
"Cyaneed"-properNoun-sme "Cyaneed"-properNoun-nob
"Cypriansen"-properNoun-sme "Cypriansen"-properNoun-nob
"Cyrus"-properNoun-sme "Cyrus"-properNoun-nob
"Cystophora"-properNoun-sme "Cystophora"-properNoun-nob
"Czestochowa"-properNoun-sme "Czestochowa"-properNoun-nob
"Cáceres"-properNoun-sme "Cáceres"-properNoun-nob
"Cádiz"-properNoun-sme "Cádiz"-properNoun-nob
"Cáhkannuorri"-properNoun-sme "Cáhkannuorri"-properNoun-nob
"Cáskinjeaggi"-properNoun-sme "Cáskinjeaggi"-properNoun-nob
"Cáskinjohka"-properNoun-sme "Cáskinjohka"-properNoun-nob
"Cáskinjohnjálbmi"-properNoun-sme "Cáskinjohnjálbmi"-properNoun-nob
"Cáskinčohkka"-properNoun-sme "Cáskinčohkka"-properNoun-nob
"Cæcilius"-properNoun-sme "Cæcilius"-properNoun-nob
"Cæsar"-properNoun-sme "Cæsar"-properNoun-nob
"Cæsarea"-properNoun-sme "Cæsarea"-properNoun-nob
"Cæsarion"-properNoun-sme "Cæsarion"-properNoun-nob
"Cîmpina"-properNoun-sme "Cîmpina"-properNoun-nob
"Córdoba"-properNoun-sme "Cordoba"-properNoun-nob
"Côte"-properNoun-sme "Côte"-properNoun-nob
"Cølius"-properNoun-sme "Cølius"-properNoun-nob
"Cúcuta"-properNoun-sme "Cúcuta"-properNoun-nob
"D'Urvillemearra"-properNoun-sme "D'Urvillehavet"-properNoun-nob
"DAPL"-properNoun-sme "DAPL"-properNoun-nob
"DNB"-properNoun-sme "DNB"-properNoun-nob
"DUO"-properNoun-sme "DUO"-properNoun-nob
"Árbevierru, hutkáivuohta ja duddjon"-properNoun-sme "Tradisjon, kreativitet og håndverk"-properNoun-nob
"DUO Árbevierru, hutkáivuohta ja duddjon"-properNoun-sme "DUO Tradisjon, kreativitet og håndverk"-properNoun-nob
"SÁM Davvisámegiela lohkanbadjeoahppu"-properNoun-sme "SÁM Nordsamisk semesteremne"-properNoun-nob
"SÁM 241 Láidehus sámi báikenammadutkamii"-properNoun-sme "SÁM 241 Innføring i samisk stedsnavnsforskning"-properNoun-nob
"Davvisámegiela lohkanbadjeoahppu"-properNoun-sme "Nordsamisk semesteremne"-properNoun-nob
"Láidehus sámi báikenammadutkamii"-properNoun-sme "Innføring i samisk stedsnavnsforskning"-properNoun-nob
"SÁM 311 Terminologiijadieđa ja sámi fágagielaid dutkan"-properNoun-sme "SÁM 311 Terminologivitenskap og forskning på samiske fagspråk"-properNoun-nob
"SÁM 242 Sámi báikenamat oahpponeavvun"-properNoun-sme "SÁM 242 Samiske stedsnavn som læremiddel"-properNoun-nob
"OKT Dieđalaš čállin ja guorahallan"-properNoun-sme "OKT Vitenskapelig skriving og analyse"-properNoun-nob
"Dieđalaš čállin ja guorahallan"-properNoun-sme "Vitenskapelig skriving og analyse"-properNoun-nob
"Boazodoallooahpuid bachelorprográmma"-properNoun-sme "Bachelorprogram for reindriftsstudier"-properNoun-nob
"Boazodoallorievtti vuođđooahppu"-properNoun-sme "Grunnopplæring i reindriftsrett"-properNoun-nob
"BOA 105 Boazodoallorievtti vuođđooahppu"-properNoun-sme "BOA 105 Grunnopplæring i reindriftsrett"-properNoun-nob
"Sámegiela ja sámi girjjálašvuođa bacheloroahppu"-properNoun-sme "Bachelorstudium for samisk språk og litteratur"-properNoun-nob
"Sámegiela ja sámi girjjálašvuođa bachelorprográmma"-properNoun-sme "Bachelorprogram for samisk språk og litteratur"-properNoun-nob
"Sámegiela ja sámi girjjálašvuođa doavttirgrádaprográmma"-properNoun-sme "Phd-program for samisk språk og litteratur"-properNoun-nob
"Sámegiela ja sámi girjjálašvuođa jahkeovttadat"-properNoun-sme "Årsenhet med samisk språk og litteratur"-properNoun-nob
"Sámegiela ja sámi girjjálašvuođa mastergrádaoahppu"-properNoun-sme "Masterstudium for samisk språk og litteratur"-properNoun-nob
"Sámegiela ja sámi girjjálašvuođa masteroahppu"-properNoun-sme "Masterstudium for samisk språk og litteratur"-properNoun-nob
"Sámi journalistihka álgoálbmot perspektiivvas masterprográmma"-properNoun-sme "Masterprogram for samisk journalistikk med urfolksperspektiv"-properNoun-nob
"Sámi logut muitalit"-properNoun-sme "Samiske tall forteller"-properNoun-nob
"Sámi logut muitalit 1"-properNoun-sme "Samiske tall forteller 1"-properNoun-nob
"Sámi logut muitalit 2"-properNoun-sme "Samiske tall forteller 2"-properNoun-nob
"Sámi logut muitalit 3"-properNoun-sme "Samiske tall forteller 3"-properNoun-nob
"Sámi logut muitalit 4"-properNoun-sme "Samiske tall forteller 4"-properNoun-nob
"Sámi logut muitalit 5"-properNoun-sme "Samiske tall forteller 5"-properNoun-nob
"Sámi logut muitalit 6"-properNoun-sme "Samiske tall forteller 6"-properNoun-nob
"Sámi logut muitalit 7"-properNoun-sme "Samiske tall forteller 7"-properNoun-nob
"Sámi logut muitalit 8"-properNoun-sme "Samiske tall forteller 8"-properNoun-nob
"Sámi logut muitalit 9"-properNoun-sme "Samiske tall forteller 9"-properNoun-nob
"Sámi logut muitalit 10"-properNoun-sme "Samiske tall forteller 10"-properNoun-nob
"Sámi logut muitalit 11"-properNoun-sme "Samiske tall forteller 11"-properNoun-nob
"Sámi logut muitalit 12"-properNoun-sme "Samiske tall forteller 12"-properNoun-nob
"sámi statistihkka fágaseminára"-noun-sme "fagseminar for samisk statistikk"-noun-nob
"Siiddastallan ja boazodoalu hálddašeapmi"-properNoun-sme "Siidautøvelse og forvaltning av reindrift"-properNoun-nob
"Boazodoallofága metoda"-properNoun-sme "Reindriftsfagets metode"-properNoun-nob
"Árbevirolaš duoji bajásdoallan ja ealáskahttin"-properNoun-sme "Bevaring og revitalisering av tradisjonell duodji"-properNoun-nob
"Plánen, hutkáivuohta ja duddjon"-properNoun-sme "Planlegging, kreativitet ja håndverk"-properNoun-nob
"Duodje- ja digitálamuitalusat"-properNoun-sme "Duodji og digitale fortellinger"-properNoun-nob
"Duddjoma ja hábmema bargovuogit"-properNoun-sme "Arbeidsmetoder innenfor håndverk og design"-properNoun-nob
"Duddjon ja sámegiella"-properNoun-sme "Duodji og samisk"-properNoun-nob
"Sosiála mediat"-properNoun-sme "Sosiale medier"-properNoun-nob
"Govven- ja filbmenoahppu"-properNoun-sme "Opplæring i fotografering og filming"-properNoun-nob
"Journalistihka giellagáhtten"-properNoun-sme "Språkrøkt innafor journalistikk"-properNoun-nob
"Sámi journalistihka bachelorgráda"-properNoun-sme "Bachelorgrad i samisk journalistikk"-properNoun-nob
