"'Ndrangheta"-properNoun-fra "'Ndrangheta"-properNoun-cat
"moratoire"-adjective-fra "moratori"-adjective-cat
"moratoire"-noun-fra "moratòria"-noun-cat
"Moratti"-properNoun-fra "Moratti"-properNoun-cat
"Moravie"-properNoun-fra "Moràvia"-properNoun-cat
"Moraño"-properNoun-fra "Moraño"-properNoun-cat
"morbidité"-noun-fra "morbositat"-noun-cat
"morbifique"-adjective-fra "morbífic"-adjective-cat
"Morbihan"-properNoun-fra "Morbihan"-properNoun-cat
"morbilleux"-adjective-fra "morbil·lós"-adjective-cat
"morceau"-noun-fra "tros"-noun-cat
"morceau"-noun-fra "bocí"-noun-cat
"morceau"-noun-fra "mos"-noun-cat
"Morcillo"-properNoun-fra "Morcillo"-properNoun-cat
"Morcone"-properNoun-fra "Morcone"-properNoun-cat
"mordacité"-noun-fra "mordacitat"-noun-cat
"mordant"-adjective-fra "càustic"-adjective-cat
"mordant"-adjective-fra "agut"-adjective-cat
"mordant"-adjective-fra "mordaç"-adjective-cat
"mordant"-adjective-fra "agut"-adjective-cat
"Mordenti"-properNoun-fra "Mordenti"-properNoun-cat
"mordicant"-adjective-fra "mordicant"-adjective-cat
"Mordovie"-properNoun-fra "Mordòvia"-properNoun-cat
"mordre"-verb-fra "mossegar"-verb-cat
"mordre"-verb-fra "agafar"-verb-cat
"mordve"-adjective-fra "mordovià"-adjective-cat
"mordve"-noun-fra "mordovià"-noun-cat
"Moré"-properNoun-fra "Moré"-properNoun-cat
"Moreau"-properNoun-fra "Moreau"-properNoun-cat
"Moreira"-properNoun-fra "Moreira"-properNoun-cat
"Morejón"-properNoun-fra "Morejón"-properNoun-cat
"Morel"-properNoun-fra "Morel"-properNoun-cat
"Morell"-properNoun-fra "Morell"-properNoun-cat
"Morella"-properNoun-fra "Morella"-properNoun-cat
"morelle"-noun-fra "guinda"-noun-cat
"Morellet"-properNoun-fra "Morellet"-properNoun-cat
"Morelli"-properNoun-fra "Morelli"-properNoun-cat
"Morello"-properNoun-fra "Morello"-properNoun-cat
"Morelló"-properNoun-fra "Morelló"-properNoun-cat
"Morena"-properNoun-fra "Morena"-properNoun-cat
"Morency"-properNoun-fra "Morency"-properNoun-cat
"Morenés"-properNoun-fra "Morenés"-properNoun-cat
"Morenilla"-properNoun-fra "Morenilla"-properNoun-cat
"Moreno"-properNoun-fra "Moreno"-properNoun-cat
"Morente"-properNoun-fra "Morente"-properNoun-cat
"Morer"-properNoun-fra "Morer"-properNoun-cat
"Morera"-properNoun-fra "Morera"-properNoun-cat
"Moreso"-properNoun-fra "Moreso"-properNoun-cat
"Moret"-properNoun-fra "Moret"-properNoun-cat
"Moreta"-properNoun-fra "Moreta"-properNoun-cat
"Moretó"-properNoun-fra "Moretó"-properNoun-cat
"Morette"-properNoun-fra "Morette"-properNoun-cat
"Moretti"-properNoun-fra "Moretti"-properNoun-cat
"Moretto"-properNoun-fra "Moretto"-properNoun-cat
"Moreyra"-properNoun-fra "Moreyra"-properNoun-cat
"Morfei"-properNoun-fra "Morfei"-properNoun-cat
"Morfeo"-properNoun-fra "Morfeo"-properNoun-cat
"Morgades"-properNoun-fra "Morgades"-properNoun-cat
"Morgado"-properNoun-fra "Morgado"-properNoun-cat
"Morgaine"-properNoun-fra "Morgaine"-properNoun-cat
"Morgan"-properNoun-fra "Morgan"-properNoun-cat
"Morgan"-properNoun-fra "Morgan"-properNoun-cat
"morganatique"-adjective-fra "morganàtic"-adjective-cat
"morganatiquement"-adverb-fra "morganàticament"-adverb-cat
"Morgando"-properNoun-fra "Morgando"-properNoun-cat
"Morgane"-properNoun-fra "Morgane"-properNoun-cat
"Morgano"-properNoun-fra "Morgano"-properNoun-cat
"Morganti"-properNoun-fra "Morganti"-properNoun-cat
"Morgantini"-properNoun-fra "Morgantini"-properNoun-cat
"Morgause"-properNoun-fra "Morgause"-properNoun-cat
"Morgenstern"-properNoun-fra "Morgenstern"-properNoun-cat
"Morgoni"-properNoun-fra "Morgoni"-properNoun-cat
"Mori"-properNoun-fra "Mori"-properNoun-cat
"Moriah"-properNoun-fra "Moriah"-properNoun-cat
"Moriana"-properNoun-fra "Moriana"-properNoun-cat
"Moriarti"-properNoun-fra "Moriarti"-properNoun-cat
"moribond"-adjective-fra "agònic"-adjective-cat
"Morier"-properNoun-fra "Morier"-properNoun-cat
"Morilla"-properNoun-fra "Morilla"-properNoun-cat
"Morillas"-properNoun-fra "Morillas"-properNoun-cat
"Morillo"-properNoun-fra "Morillo"-properNoun-cat
"Morin"-properNoun-fra "Morin"-properNoun-cat
"Morinville"-properNoun-fra "Morinville"-properNoun-cat
"Morio"-properNoun-fra "Morio"-properNoun-cat
"Morisseau"-properNoun-fra "Morisseau"-properNoun-cat
"Morissette"-properNoun-fra "Morissette"-properNoun-cat
"Moritz"-properNoun-fra "Moritz"-properNoun-cat
"Morlán"-properNoun-fra "Morlán"-properNoun-cat
"Morlans"-properNoun-fra "Morlans"-properNoun-cat
"Morláns"-properNoun-fra "Morláns"-properNoun-cat
"Morley"-properNoun-fra "Morley"-properNoun-cat
"Mormino"-properNoun-fra "Mormino"-properNoun-cat
"Mormone"-properNoun-fra "Mormone"-properNoun-cat
"mormonisme"-noun-fra "mormonisme"-noun-cat
"morne"-adjective-fra "moix"-adjective-cat
"Morneau"-properNoun-fra "Morneau"-properNoun-cat
"Morning"-properNoun-fra "Morning"-properNoun-cat
"Moro"-properNoun-fra "Moro"-properNoun-cat
"Morocho"-properNoun-fra "Morocho"-properNoun-cat
"Moroder"-properNoun-fra "Moroder"-properNoun-cat
"Morón"-properNoun-fra "Morón"-properNoun-cat
"Moronese"-properNoun-fra "Moronese"-properNoun-cat
"Moroni"-properNoun-fra "Moroni"-properNoun-cat
"Moros"-properNoun-fra "Moros"-properNoun-cat
"morosité"-noun-fra "morositat"-noun-cat
"Morote"-properNoun-fra "Morote"-properNoun-cat
"Moroșanu"-properNoun-fra "Moroșanu"-properNoun-cat
"morphématique"-adjective-fra "morfemàtic"-adjective-cat
"morphème"-noun-fra "morfema"-noun-cat
"morphine"-noun-fra "morfina"-noun-cat
"morphinisme"-noun-fra "morfinisme"-noun-cat
"morphinomane"-noun-fra "morfinòman"-noun-cat
"morphinomanie"-noun-fra "morfinomania"-noun-cat
"morphisme"-noun-fra "morfisme"-noun-cat
"morphogénétique"-adjective-fra "morfogenètic"-adjective-cat
"morphogénique"-adjective-fra "morfogènic"-adjective-cat
"morphologie"-noun-fra "morfologia"-noun-cat
"morphologique"-adjective-fra "morfològic"-adjective-cat
"morphologiquement"-adverb-fra "morfològicament"-adverb-cat
"morphophonologie"-noun-fra "morfofonologia"-noun-cat
"morphophonologique"-adjective-fra "morfofonològic"-adjective-cat
"morphosyntaxique"-adjective-fra "morfosintàctic"-adjective-cat
"morpion"-noun-fra "cabra"-noun-cat
"Morpion"-properNoun-fra "Morpion"-properNoun-cat
"Morpurgo"-properNoun-fra "Morpurgo"-properNoun-cat
"Morra"-properNoun-fra "Morra"-properNoun-cat
"Morral"-properNoun-fra "Morral"-properNoun-cat
"Morreale"-properNoun-fra "Morreale"-properNoun-cat
"Morri"-properNoun-fra "Morri"-properNoun-cat
"Morricone"-properNoun-fra "Morricone"-properNoun-cat
"Morris"-properNoun-fra "Morris"-properNoun-cat
"Morrison"-properNoun-fra "Morrison"-properNoun-cat
"Morrone"-properNoun-fra "Morrone"-properNoun-cat
"Morros"-properNoun-fra "Morros"-properNoun-cat
"Morrow"-properNoun-fra "Morrow"-properNoun-cat
"morse"-noun-fra "morsa"-noun-cat
"Morse"-properNoun-fra "Morse"-properNoun-cat
"Morselli"-properNoun-fra "Morselli"-properNoun-cat
"morsure"-noun-fra "mossegada"-noun-cat
"mort"-adjective-fra "mort"-adjective-cat
"mort"-noun-fra "mort"-noun-cat
"mort"-noun-fra "defunció"-noun-cat
"mort"-noun-fra "mort"-noun-cat
"Mortadelo"-properNoun-fra "Mortadelo"-properNoun-cat
"mortaise"-noun-fra "trau"-noun-cat
"mortalité"-noun-fra "mortalitat"-noun-cat
"mortalité"-noun-fra "mortaldat"-noun-cat
"morte"-noun-fra "morta"-noun-cat
"Morte"-properNoun-fra "Morte"-properNoun-cat
"Morté"-properNoun-fra "Morté"-properNoun-cat
"mortel"-adjective-fra "mortal"-adjective-cat
"mortel"-noun-fra "mortal"-noun-cat
"mortellement"-adverb-fra "mortalment"-adverb-cat
"mortier"-noun-fra "morter"-noun-cat
"mortier"-noun-fra "argamassa"-noun-cat
"mortification"-noun-fra "mortificació"-noun-cat
"mortifier"-verb-fra "mortificar"-verb-cat
"Mortimer"-properNoun-fra "Mortimer"-properNoun-cat
"Morton"-properNoun-fra "Morton"-properNoun-cat
"morue"-noun-fra "bacallà"-noun-cat
"morula"-noun-fra "mòrula"-noun-cat
"Moruno"-properNoun-fra "Moruno"-properNoun-cat
"Morvan"-properNoun-fra "Morvan"-properNoun-cat
"Morvandiau"-properNoun-fra "Morvandiau"-properNoun-cat
"morve"-noun-fra "borm"-noun-cat
"morveux"-adjective-fra "mocós"-adjective-cat
"Morys"-properNoun-fra "Morys"-properNoun-cat
"Morys"-properNoun-fra "Morys"-properNoun-cat
"mosaïque"-adjective-fra "mosaic"-adjective-cat
"mosaïque"-noun-fra "mosaic"-noun-cat
"Mosali"-properNoun-fra "Mosali"-properNoun-cat
"Mosca"-properNoun-fra "Mosca"-properNoun-cat
"Moscardelli"-properNoun-fra "Moscardelli"-properNoun-cat
"Moscardó"-properNoun-fra "Moscardó"-properNoun-cat
"Moscato"-properNoun-fra "Moscato"-properNoun-cat
"Moscatt"-properNoun-fra "Moscatt"-properNoun-cat
"Moschen"-properNoun-fra "Moschen"-properNoun-cat
"Moschetti"-properNoun-fra "Moschetti"-properNoun-cat
"Moschini"-properNoun-fra "Moschini"-properNoun-cat
"Moscoso"-properNoun-fra "Moscoso"-properNoun-cat
"Moscou"-properNoun-fra "Moscou"-properNoun-cat
"Moscovici"-properNoun-fra "Moscovici"-properNoun-cat
"moscovite"-adjective-fra "moscovita"-adjective-cat
"Moscovite"-noun-fra "moscovita"-noun-cat
"Moscuzza"-properNoun-fra "Moscuzza"-properNoun-cat
"Mosele"-properNoun-fra "Mosele"-properNoun-cat
"Moseley"-properNoun-fra "Moseley"-properNoun-cat
"Mosella"-properNoun-fra "Mosella"-properNoun-cat
"Moselle"-properNoun-fra "Mosel·la"-properNoun-cat
"Moser"-properNoun-fra "Moser"-properNoun-cat
"Moses"-properNoun-fra "Moses"-properNoun-cat
"Moses"-properNoun-fra "Moses"-properNoun-cat
"Moshe"-properNoun-fra "Moshe"-properNoun-cat
"Mosher"-properNoun-fra "Mosher"-properNoun-cat
"Mosino"-properNoun-fra "Mosino"-properNoun-cat
"Moskova"-properNoun-fra "Moskvà"-properNoun-cat
"Moskovits"-properNoun-fra "Moskovits"-properNoun-cat
"Mosley"-properNoun-fra "Mosley"-properNoun-cat
"mosquée"-noun-fra "mesquita"-noun-cat
"Mosquera"-properNoun-fra "Mosquera"-properNoun-cat
"Mosquini"-properNoun-fra "Mosquini"-properNoun-cat
"Moss"-properNoun-fra "Moss"-properNoun-cat
"Mossadegh"-properNoun-fra "Mossadegh"-properNoun-cat
"Mossi"-properNoun-fra "Mossi"-properNoun-cat
"Mosso"-properNoun-fra "Mosso"-properNoun-cat
"Mossos"-properNoun-fra "Mossos"-properNoun-cat
"Móstoles"-properNoun-fra "Móstoles"-properNoun-cat
"mot"-noun-fra "paraula"-noun-cat
"mot"-noun-fra "mot"-noun-cat
"mot de passe"-noun-fra "contrasenya"-noun-cat
"mot-clip"-noun-fra "etiqueta"-noun-cat
"Mota"-properNoun-fra "Mota"-properNoun-cat
"Motegi"-properNoun-fra "Motegi"-properNoun-cat
"motel"-noun-fra "motel"-noun-cat
"motet"-noun-fra "motet"-noun-cat
"moteur"-adjective-fra "motor"-adjective-cat
"moteur"-adjective-fra "impulsor"-adjective-cat
"moteur"-adjective-fra "motriu"-adjective-cat
"moteur"-adjective-fra "motriu"-adjective-cat
"moteur"-noun-fra "motor"-noun-cat
"motif"-noun-fra "motiu"-noun-cat
"motilité"-noun-fra "motilitat"-noun-cat
"motion"-noun-fra "moció"-noun-cat
"motivation"-noun-fra "motivació"-noun-cat
"motiver"-verb-fra "motivar"-verb-cat
"moto"-noun-fra "moto"-noun-cat
"motocross"-noun-fra "motocròs"-noun-cat
"motoculteur"-noun-fra "motocultor"-noun-cat
"motocyclette"-noun-fra "motocicleta"-noun-cat
"motocyclisme"-noun-fra "motociclisme"-noun-cat
"motocycliste"-adjective-fra "motociclista"-adjective-cat
"motocycliste"-noun-fra "motociclista"-noun-cat
"motocycliste"-noun-fra "motorista"-noun-cat
"motoneurone"-noun-fra "motoneurona"-noun-cat
"motopropulseur"-noun-fra "motopropulsor"-noun-cat
"Motörhead"-properNoun-fra "Motörhead"-properNoun-cat
"motorisation"-noun-fra "motorització"-noun-cat
"motoriser"-verb-fra "motoritzar"-verb-cat
"motoriste"-noun-fra "motorista"-noun-cat
"Motorola"-properNoun-fra "Motorola"-properNoun-cat
"Motos"-properNoun-fra "Motos"-properNoun-cat
"motrice"-noun-fra "automotor"-noun-cat
"Mott"-properNoun-fra "Mott"-properNoun-cat
"Motta"-properNoun-fra "Motta"-properNoun-cat
"Mottard"-properNoun-fra "Mottard"-properNoun-cat
"Motte"-properNoun-fra "Motte"-properNoun-cat
"Motti"-properNoun-fra "Motti"-properNoun-cat
"Mottinelli"-properNoun-fra "Mottinelli"-properNoun-cat
"Mottley"-properNoun-fra "Mottley"-properNoun-cat
"Mottola"-properNoun-fra "Mottola"-properNoun-cat
"mou"-adjective-fra "tou"-adjective-cat
"mou"-adjective-fra "bla"-adjective-cat
"mou"-adjective-fra "bla"-adjective-cat
"Moubarak"-properNoun-fra "Mubarak"-properNoun-cat
"mouchard"-noun-fra "espieta"-noun-cat
"mouchard"-noun-fra "acuseta"-noun-cat
"mouche"-noun-fra "mosca"-noun-cat
"moucher"-verb-fra "mocar"-verb-cat
"mouchoir"-noun-fra "mocador"-noun-cat
"moudre"-verb-fra "moldre"-verb-cat
"mouette"-noun-fra "gavina"-noun-cat
"mouffette"-noun-fra "mofeta"-noun-cat
"mouflon"-noun-fra "mufló"-noun-cat
"mouillage"-noun-fra "ancoratge"-noun-cat
"mouillé"-adjective-fra "moll"-adjective-cat
"mouiller"-verb-fra "mullar"-verb-cat
"mouiller"-verb-fra "fondejar"-verb-cat
"mouiller"-verb-fra "ruixar"-verb-cat
"mouiller"-verb-fra "sucar"-verb-cat
"moulage"-noun-fra "motllura"-noun-cat
"moule"-noun-fra "musclo"-noun-cat
"moule"-noun-fra "clòtxina"-noun-cat
"moule"-noun-fra "motlle"-noun-cat
"mouler"-verb-fra "modelar"-verb-cat
"moulin"-noun-fra "molí"-noun-cat
"moulin"-noun-fra "trull"-noun-cat
"Moulin"-properNoun-fra "Moulin"-properNoun-cat
"moult"-adverb-fra "molt"-adverb-cat
"moulure"-noun-fra "motllura"-noun-cat
"Mouna"-properNoun-fra "Mouna"-properNoun-cat
"Mountbatten"-properNoun-fra "Mountbatten"-properNoun-cat
"mounteur"-noun-fra "muntador"-noun-cat
"Moura"-properNoun-fra "Moura"-properNoun-cat
"Mourad"-properNoun-fra "Mourad"-properNoun-cat
"mourant"-adjective-fra "moribund"-adjective-cat
"Moure"-properNoun-fra "Moure"-properNoun-cat
"Mourelatos"-properNoun-fra "Mourelatos"-properNoun-cat
"Mourinho"-properNoun-fra "Mourinho"-properNoun-cat
"mourir"-verb-fra "morir"-verb-cat
"mourir"-verb-fra "morir"-verb-cat
"Mourmansk"-properNoun-fra "Múrmansk"-properNoun-cat
"Mourão"-properNoun-fra "Mourão"-properNoun-cat
"Moushoom"-properNoun-fra "Moushoom"-properNoun-cat
"mousquetaire"-noun-fra "mosqueter"-noun-cat
"mousqueterie"-noun-fra "mosqueteria"-noun-cat
"mousquèterie"-noun-fra "mosqueteria"-noun-cat
"Moussa"-properNoun-fra "Moussa"-properNoun-cat
"Moussaoui"-properNoun-fra "Moussaoui"-properNoun-cat
"mousse"-noun-fra "escuma"-noun-cat
"mousse"-noun-fra "molsa"-noun-cat
"Mousseau"-properNoun-fra "Mousseau"-properNoun-cat
"Mousset"-properNoun-fra "Mousset"-properNoun-cat
"Moussette"-properNoun-fra "Moussette"-properNoun-cat
"mousson"-noun-fra "monsó"-noun-cat
"Moussorgski"-properNoun-fra "Mússorgski"-properNoun-cat
"moustache"-noun-fra "bigoti"-noun-cat
"moustache"-noun-fra "bigot"-noun-cat
"moustique"-noun-fra "mosquit"-noun-cat
"moût"-noun-fra "most"-noun-cat
"moutarde"-noun-fra "mostassa"-noun-cat
"Moutinho"-properNoun-fra "Moutinho"-properNoun-cat
"mouton"-noun-fra "be"-noun-cat
"mouton"-noun-fra "corder"-noun-cat
"mouvement"-noun-fra "moviment"-noun-cat
"mouvementé"-adjective-fra "mogut"-adjective-cat
"mouvoir"-verb-fra "moure"-verb-cat
"mouvoir"-verb-fra "bellugar"-verb-cat
"movible"-adjective-fra "movible"-adjective-cat
"Movilă"-properNoun-fra "Movilă"-properNoun-cat
"Movistar"-properNoun-fra "Movistar"-properNoun-cat
"Mövius"-properNoun-fra "Mövius"-properNoun-cat
"Moxico"-properNoun-fra "Moxico"-properNoun-cat
"Moya"-properNoun-fra "Moya"-properNoun-cat
"Moyà"-properNoun-fra "Moyà"-properNoun-cat
"Moyá"-properNoun-fra "Moyá"-properNoun-cat
"Moyano"-properNoun-fra "Moyano"-properNoun-cat
"moyen"-adjective-fra "mitjà"-adjective-cat
"moyen"-noun-fra "mitjà"-noun-cat
"moyen"-noun-fra "medi"-noun-cat
"Moyen"-properNoun-fra "Moyen"-properNoun-cat
"moyen âge"-noun-fra "edat mitjana"-noun-cat
"Moyen-Orient"-properNoun-fra "Orient Mitjà"-properNoun-cat
"moyennant"-preposition-fra "mitjançant"-preposition-cat
"moyenne"-noun-fra "mitjana"-noun-cat
"Moyenne-Franconie"-properNoun-fra "Francònia Mitjana"-properNoun-cat
"mozabite"-adjective-fra "mozabita"-adjective-cat
"mozambicain"-adjective-fra "moçambiquès"-adjective-cat
"Mozambicain"-noun-fra "moçambiquès"-noun-cat
"Mozambique"-properNoun-fra "Moçambic"-properNoun-cat
"mozarabe"-adjective-fra "mossàrab"-adjective-cat
"mozarabe"-noun-fra "mossàrab"-noun-cat
"Mozart"-properNoun-fra "Mozart"-properNoun-cat
"Mozilla"-properNoun-fra "Mozilla"-properNoun-cat
"Mozilla Firefox"-properNoun-fra "Mozilla Firefox"-properNoun-cat
"Mozo"-properNoun-fra "Mozo"-properNoun-cat
"Moñino"-properNoun-fra "Moñino"-properNoun-cat
"mp3"-noun-fra "mp3"-noun-cat
"mp3"-noun-fra "mp3"-noun-cat
"MP3"-properNoun-fra "MP3"-properNoun-cat
"ms"-noun-fra "ms"-noun-cat
"MS-DOS"-properNoun-fra "MS-DOS"-properNoun-cat
"MTV"-properNoun-fra "MTV"-properNoun-cat
"Mubarak"-properNoun-fra "Mubarak"-properNoun-cat
"Mubàrak"-properNoun-fra "Mubàrak"-properNoun-cat
"Mucchetti"-properNoun-fra "Mucchetti"-properNoun-cat
"Mucci"-properNoun-fra "Mucci"-properNoun-cat
"Muccio"-properNoun-fra "Muccio"-properNoun-cat
"Mucha"-properNoun-fra "Mucha"-properNoun-cat
"Muchamiel"-properNoun-fra "Mutxamel"-properNoun-cat
"mucilage"-noun-fra "mucílag"-noun-cat
"mucilagineux"-adjective-fra "mucilaginós"-adjective-cat
"mucine"-noun-fra "mucina"-noun-cat
"mucolytique"-adjective-fra "mucolític"-adjective-cat
"mucopolysaccaride"-noun-fra "mucopolisacàrid"-noun-cat
"mucopolysaccharide"-noun-fra "mucopolisacàrid"-noun-cat
"mucosité"-noun-fra "mucositat"-noun-cat
"mucus"-noun-fra "moc"-noun-cat
"Mudarra"-properNoun-fra "Mudarra"-properNoun-cat
"mudéjar"-noun-fra "mudèjar"-noun-cat
"Muela"-properNoun-fra "Muela"-properNoun-cat
"Muelas"-properNoun-fra "Muelas"-properNoun-cat
"Mueller"-properNoun-fra "Mueller"-properNoun-cat
"muer"-verb-fra "mudar"-verb-cat
"muet"-adjective-fra "mut"-adjective-cat
"Mufari"-properNoun-fra "Mufari"-properNoun-cat
"mufle"-noun-fra "musell"-noun-cat
"Mugabe"-properNoun-fra "Mugabe"-properNoun-cat
"Mugartegi"-properNoun-fra "Mugartegi"-properNoun-cat
"Mugica"-properNoun-fra "Mugica"-properNoun-cat
"Múgica"-properNoun-fra "Múgica"-properNoun-cat
"Mugnai"-properNoun-fra "Mugnai"-properNoun-cat
"muguet"-noun-fra "muguet"-noun-cat
"Muguruza"-properNoun-fra "Muguruza"-properNoun-cat
"Muhammad"-properNoun-fra "Muhammad"-properNoun-cat
"Muir"-properNoun-fra "Muir"-properNoun-cat
"Muiron"-properNoun-fra "Muiron"-properNoun-cat
"Muise"-properNoun-fra "Muise"-properNoun-cat
"Muixí"-properNoun-fra "Muixí"-properNoun-cat
"Mujal"-properNoun-fra "Mujal"-properNoun-cat
"Mula"-properNoun-fra "Mula"-properNoun-cat
"Mula"-properNoun-fra "Mula"-properNoun-cat
"Mulas"-properNoun-fra "Mulas"-properNoun-cat
"mulâtre"-adjective-fra "mulat"-adjective-cat
"mulâtre"-noun-fra "mulat"-noun-cat
"Mulder"-properNoun-fra "Mulder"-properNoun-cat
"Muldworf"-properNoun-fra "Muldworf"-properNoun-cat
"mule"-noun-fra "mul"-noun-cat
"Mule"-properNoun-fra "Mule"-properNoun-cat
"Mulé"-properNoun-fra "Mulé"-properNoun-cat
"Mulero"-properNoun-fra "Mulero"-properNoun-cat
"mulet"-noun-fra "mul"-noun-cat
"Mulet"-properNoun-fra "Mulet"-properNoun-cat
"muletier"-noun-fra "traginer"-noun-cat
"Mulhouse"-properNoun-fra "Mulhouse"-properNoun-cat
"Mulim"-properNoun-fra "Mulim"-properNoun-cat
"Mullan"-properNoun-fra "Mullan"-properNoun-cat
"Muller"-properNoun-fra "Muller"-properNoun-cat
"Müller"-properNoun-fra "Müller"-properNoun-cat
"Mulligan"-properNoun-fra "Mulligan"-properNoun-cat
"Mullin"-properNoun-fra "Mullin"-properNoun-cat
"Mullins"-properNoun-fra "Mullins"-properNoun-cat
"Mullor"-properNoun-fra "Mullor"-properNoun-cat
"Muloin"-properNoun-fra "Muloin"-properNoun-cat
"Mulot"-properNoun-fra "Mulot"-properNoun-cat
"Multani"-properNoun-fra "Multani"-properNoun-cat
"multi-ethnique"-adjective-fra "multiètnic"-adjective-cat
"multi-instrumentiste"-noun-fra "multiinstrumentista"-noun-cat
"multicaule"-adjective-fra "multicaule"-adjective-cat
"multicausal"-adjective-fra "multicausal"-adjective-cat
"multicinéma"-noun-fra "multicine"-noun-cat
"multicolore"-adjective-fra "multicolor"-adjective-cat
"multiconfessionnel"-adjective-fra "multiconfessional"-adjective-cat
"multicoque"-noun-fra "multibuc"-noun-cat
"multiculturalisme"-noun-fra "multiculturalisme"-noun-cat
"multiculturaliste"-adjective-fra "multiculturalista"-adjective-cat
"multiculturalité"-noun-fra "multiculturalitat"-noun-cat
"multiculturel"-adjective-fra "multicultural"-adjective-cat
"multiculturellement"-adverb-fra "multiculturalment"-adverb-cat
"multidimensionnel"-adjective-fra "multidimensional"-adjective-cat
"multidirectionellement"-adverb-fra "multidireccionalment"-adverb-cat
"multidirectionnel"-adjective-fra "multidireccional"-adjective-cat
