"ac’h"-interjection-bre "arrg"-interjection-fra
"c’hwezigellad"-noun-bre "cystite"-noun-fra
"c’hwezigenn"-noun-bre "ampoule"-noun-fra
"c’hwib"-noun-bre "filou"-noun-fra
"c’hwib"-noun-bre "filou"-noun-fra
"c’hwiban"-noun-bre "sifflement"-noun-fra
"c’hwibanad"-noun-bre "sifflement"-noun-fra
"c’hwibanadenn"-noun-bre "sifflement"-noun-fra
"c’hwezherez"-noun-bre "pompe"-noun-fra
"c’hwiblaer"-noun-bre "filou"-noun-fra
"c’hwiblaer"-noun-bre "filou"-noun-fra
"c’hwibon"-noun-bre "cigogne"-noun-fra
"c’hwibu"-noun-bre "moucheron"-noun-fra
"c’hwilerver"-noun-bre "scanner"-noun-fra
"c’hwilier"-noun-bre "fureteur"-noun-fra
"c’hwilier"-noun-bre "fureteur"-noun-fra
"c’hwiltouz"-noun-bre "gamin"-noun-fra
"c’hwirinadenn"-noun-bre "hennissement"-noun-fra
"c’hwist"-noun-bre "fléau"-noun-fra
"c’hwistad"-noun-bre "coup violent"-noun-fra
"c’hwister"-noun-bre "fonceur"-noun-fra
"c’hwister"-noun-bre "fonceur"-noun-fra
"c’hwitadenn"-noun-bre "échec"-noun-fra
"c’hwitañ"-verb-bre "échouer"-verb-fra
"c’hwitell"-noun-bre "sifflet"-noun-fra
"c’hwitellad"-noun-bre "sifflement"-noun-fra
"c’hwitelladenn"-noun-bre "sifflement"-noun-fra
"c’hwitellerez"-noun-bre "sirène"-noun-fra
"c’hwitouz"-noun-bre "avorton"-noun-fra
"c’hoantadenn"-noun-bre "envie"-noun-fra
"c’hoantaenn"-noun-bre "envie"-noun-fra
"c’hoari"-noun-bre "jeu"-noun-fra
"c’hoariadenn"-noun-bre "partie"-noun-fra
"c’hoari bouloù"-noun-bre "jeu de boules"-noun-fra
"c’hoariell"-noun-bre "jouet"-noun-fra
"c’hoarigan"-noun-bre "opéra"-noun-fra
"c’hoarigandi"-noun-bre "opéra"-noun-fra
"c’hoari go"-noun-bre "jeu de go"-noun-fra
"c’hoari loto"-noun-bre "jeu de loto"-noun-fra
"c’hoari video"-noun-bre "jeu vidéo"-noun-fra
"c’hoarier"-noun-bre "joueur"-noun-fra
"c’hoarier"-noun-bre "joueur"-noun-fra
"c’hoarier klub"-noun-bre "joueur de club"-noun-fra
"c’hoarier klub"-noun-bre "joueur de club"-noun-fra
"c’hoarier mell-droad"-noun-bre "joueur de foot"-noun-fra
"c’hoarier mell-droad"-noun-bre "joueur de foot"-noun-fra
"c’hoarier tennis"-noun-bre "joueur de tennis"-noun-fra
"c’hoarier tennis"-noun-bre "joueur de tennis"-noun-fra
"c’hoarvezadenn"-noun-bre "événement"-noun-fra
"c’hoarvoud"-noun-bre "événement"-noun-fra
"c’hoarzhadeg"-noun-bre "rire"-noun-fra
"c’hoarzhigell"-noun-bre "comédie"-noun-fra
"c’hoarzh"-noun-bre "rire"-noun-fra
"d"-noun-bre "d"-noun-fra
"dae"-noun-bre "défi"-noun-fra
"daeadenn"-noun-bre "défi"-noun-fra
"dael"-noun-bre "dispute"-noun-fra
"daer"-noun-bre "larme"-noun-fra
"daeraouenn"-noun-bre "larme"-noun-fra
"daez"-noun-bre "dais"-noun-fra
"dafar"-noun-bre "matériel"-noun-fra
"dafar brudañ"-noun-bre "matériel de promotion"-noun-fra
"dafar kehentiñ"-noun-bre "matériel de communication"-noun-fra
"daladur"-noun-bre "herminette"-noun-fra
"dalc’h"-noun-bre "maintien"-noun-fra
"dalc’had"-noun-bre "capacité"-noun-fra
"dalc’hadur"-noun-bre "tenue"-noun-fra
"dalc’henn"-noun-bre "constante"-noun-fra
"dalc’her-vi"-noun-bre "coquetier"-noun-fra
"dalc’hiad"-noun-bre "partisan"-noun-fra
"dalc’hiad"-noun-bre "partisan"-noun-fra
"dalc’hidigezh"-noun-bre "occupation"-noun-fra
"dalc’hour"-noun-bre "possesseur"-noun-fra
"dalc’hour"-noun-bre "possesseur"-noun-fra
"dalc’husted"-noun-bre "persévérance"-noun-fra
"dale"-noun-bre "retard"-noun-fra
"daleadur"-noun-bre "retard"-noun-fra
"dall"-noun-bre "aveugle"-noun-fra
"dall"-noun-bre "aveugle"-noun-fra
"dall"-noun-bre "aveugle"-noun-fra
"dallentez"-noun-bre "aveuglement"-noun-fra
"daltoneg"-noun-bre "daltonien"-noun-fra
"daltoneg"-noun-bre "daltonien"-noun-fra
"dam"-noun-bre "dame"-noun-fra
"damani"-noun-bre "domaine"-noun-fra
"damani"-noun-bre "domination"-noun-fra
"damant"-noun-bre "ménagement"-noun-fra
"damdresadenn"-noun-bre "esquisse"-noun-fra
"damesaer"-noun-bre "dompteur"-noun-fra
"damesaer"-noun-bre "dompteur"-noun-fra
"dameuc’her"-noun-bre "réflecteur"-noun-fra
"damgeal"-noun-bre "intuition"-noun-fra
"damgomz"-noun-bre "sous-entendu"-noun-fra
"damheñveladur"-noun-bre "mimétisme"-noun-fra
"damheñvelder"-noun-bre "analogie"-noun-fra
"damkaniezh"-noun-bre "théorie"-noun-fra
"damkanour"-noun-bre "théoricien"-noun-fra
"damkanour"-noun-bre "théoricien"-noun-fra
"damskeud"-noun-bre "pénombre"-noun-fra
"damsklerijenn"-noun-bre "demi-clarté"-noun-fra
"damsklêrijenn"-noun-bre "demi-clarté"-noun-fra
"damveneg"-noun-bre "allusion"-noun-fra
"damvogalenn"-noun-bre "semi-voyelle"-noun-fra
"damvougadur"-noun-bre "assourdissement"-noun-fra
"Dan"-noun-bre "Danois"-noun-fra
"Dan"-noun-bre "Danois"-noun-fra
"Dan"-noun-bre "Danois"-noun-fra
"Dan"-noun-bre "Danois"-noun-fra
"dan"-noun-bre "dan"-noun-fra
"danevell"-noun-bre "nouvelle"-noun-fra
"danevell"-noun-bre "rapport"-noun-fra
"danevell"-noun-bre "narration"-noun-fra
"danevelladur"-noun-bre "narration"-noun-fra
"daneveller"-noun-bre "narrateur"-noun-fra
"daneveller"-noun-bre "narrateur"-noun-fra
"danevell arc’hant"-noun-bre "rapport financier"-noun-fra
"danevell argant"-noun-bre "rapport financier"-noun-fra
"danevell obererezh"-noun-bre "rapport d’activité"-noun-fra
"danevellour"-noun-bre "historien"-noun-fra
"danevellour"-noun-bre "historien"-noun-fra
"danevellskrid"-noun-bre "compte rendu"-noun-fra
"danevell b eaj"-noun-bre "récit de voyage"-noun-fra
"danevell b uhezel"-noun-bre "rapport moral"-noun-fra
"danframm"-noun-bre "infrastructure"-noun-fra
"darn b rasañ"-noun-bre "majorité"-noun-fra
"dañser"-noun-bre "danseur"-noun-fra
"dañser"-noun-bre "danseur"-noun-fra
"dant"-noun-bre "dent"-noun-fra
"dantelez"-noun-bre "dentelle"-noun-fra
"dantelezenn"-noun-bre "dentelle"-noun-fra
"dant Genver"-noun-bre "chandelle de glace"-noun-fra
"dañvad"-noun-bre "mouton"-noun-fra
"danvez"-noun-bre "matière"-noun-fra
"danvezenn"-noun-bre "substance"-noun-fra
"danvez -lezenn"-noun-bre "proposition de loi"-noun-fra
"daofenn"-noun-bre "racontar"-noun-fra
"daofin"-noun-bre "dauphin"-noun-fra
"daouad"-noun-bre "couple"-noun-fra
"daoubik"-noun-bre "deux point"-noun-fra
"daouboent"-noun-bre "tréma"-noun-fra
"daoudañv"-noun-bre "doubleton"-noun-fra
"daougementad"-noun-bre "double"-noun-fra
"daradur"-noun-bre "dallage"-noun-fra
"daranver"-noun-bre "annonceur"-noun-fra
"daranver"-noun-bre "annonceur"-noun-fra
"dañs"-noun-bre "danse"-noun-fra
"dañjer"-noun-bre "danger"-noun-fra
"dar"-noun-bre "dalle"-noun-fra
"darbod"-noun-bre "tesson"-noun-fra
"darempred"-noun-bre "relation"-noun-fra
"darempredadur"-noun-bre "compagnie"-noun-fra
"darempred diavaez"-noun-bre "relation extérieure"-noun-fra
"darempred rev"-noun-bre "relation sexuelle"-noun-fra
"dargemm"-noun-bre "contraste"-noun-fra
"dargreiz"-noun-bre "taille"-noun-fra
"darlavariad"-noun-bre "devin"-noun-fra
"darlavariad"-noun-bre "devin"-noun-fra
"darn"-noun-bre "partie"-noun-fra
"darvoud"-noun-bre "événement"-noun-fra
"daskemm"-noun-bre "évolution"-noun-fra
"dasorc’hidigezh"-noun-bre "résurrection"-noun-fra
"dasparzh"-noun-bre "répartition"-noun-fra
"daspren"-noun-bre "rançon"-noun-fra
"daspugnadur"-noun-bre "addition"-noun-fra
"dassked"-noun-bre "reflet"-noun-fra
"dasson"-noun-bre "écho"-noun-fra
"dastumad"-noun-bre "collection"-noun-fra
"dastumadeg"-noun-bre "collection"-noun-fra
"dastumadur"-noun-bre "accumulation"-noun-fra
"dastum"-noun-bre "ensemble"-noun-fra
"dastum"-noun-bre "synthèse"-noun-fra
"datez"-noun-bre "datte"-noun-fra
"datezenn"-noun-bre "dattier"-noun-fra
"dave"-noun-bre "référence"-noun-fra
"daveenn"-noun-bre "référence"-noun-fra
"daveadur"-noun-bre "relation"-noun-fra
"darnenn"-noun-bre "tranche"-noun-fra
"daskorad"-noun-bre "restitution"-noun-fra
"dastumadenn"-noun-bre "recueil"-noun-fra
"dazeilad"-noun-bre "alternative"-noun-fra
"dazlakadur"-noun-bre "interpolation"-noun-fra
"dazlamm"-noun-bre "rebond"-noun-fra
"dazliv"-noun-bre "nuance"-noun-fra
"dazont"-noun-bre "futur"-noun-fra
"debarzhadour"-noun-bre "adjudicataire"-noun-fra
"debarzhadour"-noun-bre "adjudicataire"-noun-fra
"debarzhadour"-noun-bre "adjudicataire"-noun-fra
"debarzhadur"-noun-bre "adjudication"-noun-fra
"debrer"-noun-bre "mangeur"-noun-fra
"debrer"-noun-bre "mangeur"-noun-fra
"debron"-noun-bre "démangeaison"-noun-fra
"defot"-noun-bre "besoin"-noun-fra
"defot"-noun-bre "défaut"-noun-fra
"deg"-noun-bre "dix"-noun-fra
"deg"-noun-bre "dix"-noun-fra
"deg"-noun-bre "dix"-noun-fra
"dedennadur"-noun-bre "attraction"-noun-fra
"degad"-noun-bre "dizaine"-noun-fra
"degasadenn"-noun-bre "livraison"-noun-fra
"degasadur"-noun-bre "apport"-noun-fra
"degemer"-noun-bre "accueil"-noun-fra
"degemeradur"-noun-bre "acception"-noun-fra
"degemer mat"-noun-bre "bienvenue"-noun-fra
"degemer -pad"-noun-bre "permanence"-noun-fra
"degemerusted"-noun-bre "acceptabilité"-noun-fra
"degouezhad"-noun-bre "circonstance"-noun-fra
"degouezh"-noun-bre "occasion"-noun-fra
"deil"-noun-bre "feuillage"-noun-fra
"deiz"-noun-bre "jour"-noun-fra
"deiz gouel"-noun-bre "jour férié"-noun-fra
"deiz -ha-bloaz"-noun-bre "anniversaire"-noun-fra
"deiziadur"-noun-bre "calendrier"-noun-fra
"deiziataer"-noun-bre "agenda"-noun-fra
"deizlevr"-noun-bre "journal"-noun-fra
"dekmiliad"-noun-bre "dizaine de milliers"-noun-fra
"dekred"-noun-bre "décret"-noun-fra
"dekved"-noun-bre "décennie"-noun-fra
"dekvedenn"-noun-bre "dixième"-noun-fra
"dekvloaziad"-noun-bre "décade"-noun-fra
"delanvad"-noun-bre "influence"-noun-fra
"delienn"-noun-bre "feuille"-noun-fra
"delienn p ik"-noun-bre "feuille piquante"-noun-fra
"delienn sec’h"-noun-bre "feuille morte"-noun-fra
"dellezegezh"-noun-bre "dignité"-noun-fra
"delta"-noun-bre "delta"-noun-fra
"delvad"-noun-bre "image"-noun-fra
"delwenn"-noun-bre "statue"-noun-fra
"demeurañs"-noun-bre "demeure"-noun-fra
"demokrat"-noun-bre "démocrate"-noun-fra
"demokratelezh"-noun-bre "démocratie"-noun-fra
"demokratiezh"-noun-bre "démocratie"-noun-fra
"den"-noun-bre "personne"-noun-fra
"den"-noun-bre "gens"-noun-fra
"den"-noun-bre "parent"-noun-fra
"den"-noun-bre "homme"-noun-fra
"den"-noun-bre "homme"-noun-fra
"den"-noun-bre "habitant"-noun-fra
"den"-noun-bre "personne"-noun-fra
"den a iliz"-noun-bre "ecclésiastique"-noun-fra
"den a lez"-noun-bre "courtisan"-noun-fra
"den a lez"-noun-bre "courtisan"-noun-fra
"den a lez"-noun-bre "courtisan"-noun-fra
"den a lez"-noun-bre "courtisan"-noun-fra
"den a-vicher"-noun-bre "professionnel"-noun-fra
"den a-vicher"-noun-bre "professionnel"-noun-fra
"den a-vicher"-noun-bre "professionnel"-noun-fra
"den a-vicher"-noun-bre "professionnel"-noun-fra
"den a-youl vat"-noun-bre "bénévole"-noun-fra
"den a youl vat"-noun-bre "bénévole"-noun-fra
"den deuet"-noun-bre "adulte"-noun-fra
"den diabarzh"-noun-bre "personne de l’intérieur"-noun-fra
"den diavaez"-noun-bre "personne de l’extérieur"-noun-fra
"denelezh"-noun-bre "humanité"-noun-fra
"denesadur"-noun-bre "approche"-noun-fra
"dengarour"-noun-bre "philanthrope"-noun-fra
"dengarour"-noun-bre "philanthrope"-noun-fra
"dengarour"-noun-bre "philanthrope"-noun-fra
"den gopret"-noun-bre "salarié"-noun-fra
"den gopret"-noun-bre "salarié"-noun-fra
"den gopret"-noun-bre "salarié"-noun-fra
"den gopret"-noun-bre "salarié"-noun-fra
"den istorel"-noun-bre "personnage historique"-noun-fra
"den kentañ"-noun-bre "premier homme"-noun-fra
"den kozh"-noun-bre "vieille personne"-noun-fra
"den livek"-noun-bre "personne de couleur"-noun-fra
"denoniour"-noun-bre "anthropologue"-noun-fra
"denoniour"-noun-bre "anthropologue"-noun-fra
"denoniour"-noun-bre "anthropologue"-noun-fra
"den pedet"-noun-bre "invité"-noun-fra
"den pedet"-noun-bre "invité"-noun-fra
"den pedet"-noun-bre "invité"-noun-fra
"den pedet"-noun-bre "invité"-noun-fra
"den war an oad"-noun-bre "personne âgée"-noun-fra
"den yaouank"-noun-bre "jeune homme"-noun-fra
"dentadur"-noun-bre "dentition"-noun-fra
"deog"-noun-bre "dîme"-noun-fra
"departamant"-noun-bre "département"-noun-fra
"depegn"-noun-bre "image"-noun-fra
"depute"-noun-bre "député"-noun-fra
"depute"-noun-bre "député"-noun-fra
"deraouad"-noun-bre "débutant"-noun-fra
"deraouad"-noun-bre "débutant"-noun-fra
"derc’hent"-noun-bre "veille"-noun-fra
"dere"-noun-bre "condition"-noun-fra
"derez"-noun-bre "degré"-noun-fra
"deroadur"-noun-bre "adjudication"-noun-fra
"deroer"-noun-bre "livreur"-noun-fra
"deroer"-noun-bre "livreur"-noun-fra
"deroù"-noun-bre "début"-noun-fra
"derv"-noun-bre "chêne"-noun-fra
"dervenneg"-noun-bre "chênaie"-noun-fra
"derv -spoue"-noun-bre "chêne-liège"-noun-fra
"desavadur"-noun-bre "élevage"-noun-fra
"deskadour"-noun-bre "apprenti"-noun-fra
"deskadour"-noun-bre "apprenti"-noun-fra
"deskadurezh"-noun-bre "enseignement"-noun-fra
"deskadurezh -Stad"-noun-bre "Éducation nationale"-noun-fra
"deskadurezh uhel"-noun-bre "enseignement supérieur"-noun-fra
"deskard"-noun-bre "apprenti"-noun-fra
"deskard"-noun-bre "apprenti"-noun-fra
"deskoni"-noun-bre "apprentissage"-noun-fra
"deun"-noun-bre "fond"-noun-fra
"deuñv"-noun-bre "gendre"-noun-fra
"deur"-noun-bre "intérêt"-noun-fra
"deval"-noun-bre "descente"-noun-fra
"devarn"-noun-bre "sentence"-noun-fra
"deverad"-noun-bre "dérivé"-noun-fra
"deveradenn"-noun-bre "dérivation"-noun-fra
"deveradur"-noun-bre "dérivé"-noun-fra
"deveradurezh"-noun-bre "dérivation"-noun-fra
"devezh"-noun-bre "journée"-noun-fra
"devezh DAL"-noun-bre "journée de RTT"-noun-fra
"devezh eskemm"-noun-bre "journée d’échange"-noun-fra
"devezh hanter"-noun-bre "jour et demi"-noun-fra
"devezh gouel"-noun-bre "journée de fête"-noun-fra
"devezhiad"-noun-bre "journée"-noun-fra
"devezh stummañ"-noun-bre "journée de formation"-noun-fra
"devezh -stummañ"-noun-bre "journée de formation"-noun-fra
"devosion"-noun-bre "dévotion"-noun-fra
"devoud"-noun-bre "fait"-noun-fra
"devouded"-noun-bre "effet"-noun-fra
"dezougadur"-noun-bre "transport"-noun-fra
"dezrann"-noun-bre "analyse"-noun-fra
"dezread"-noun-bre "conclusion"-noun-fra
"dezrevell"-noun-bre "récit"-noun-fra
"dezvarnour"-noun-bre "critique"-noun-fra
"dezvarnour"-noun-bre "critique"-noun-fra
"dezvarnour"-noun-bre "critique"-noun-fra
"DPKS"-noun-bre "EPCC"-noun-fra
"DPKS"-noun-bre "EPCC"-noun-fra
"DPKS"-noun-bre "EPCC"-noun-fra
"diabarzh"-noun-bre "intérieur"-noun-fra
"diabarzhiad"-noun-bre "pensionnaire"-noun-fra
"diabarzhiad"-noun-bre "pensionnaire"-noun-fra
"diabarzhiad"-noun-bre "pensionnaire"-noun-fra
"diabell"-noun-bre "perspective"-noun-fra
"diac’hinad"-noun-bre "paradoxe"-noun-fra
"diaester"-noun-bre "difficulté"-noun-fra
"diaester analañ"-noun-bre "difficulté respiratoire"-noun-fra
"diaez"-noun-bre "difficulté"-noun-fra
"diaezamant"-noun-bre "difficulté"-noun-fra
"diagnostik"-noun-bre "diagnostic"-noun-fra
"diagon"-noun-bre "diacre"-noun-fra
"diagon"-noun-bre "diacre"-noun-fra
"diagon"-noun-bre "diacre"-noun-fra
"dial"-noun-bre "vengeance"-noun-fra
"diamant"-noun-bre "diamant"-noun-fra
"diankadenn"-noun-bre "disparition"-noun-fra
"diank"-noun-bre "besoin"-noun-fra
"diaoul"-noun-bre "diable"-noun-fra
"diaoulez"-noun-bre "diable"-noun-fra
"diaoulig"-noun-bre "diablotin"-noun-fra
"diaraog"-noun-bre "devant"-noun-fra
"diarbennerezh"-noun-bre "anticipation"-noun-fra
"diarbenn"-noun-bre "prévention"-noun-fra
"diasurded"-noun-bre "insécurité"-noun-fra
"diavaez"-noun-bre "extérieur"-noun-fra
"diawel"-noun-bre "prévision"-noun-fra
"diaz"-noun-bre "base"-noun-fra
"diazez"-noun-bre "base"-noun-fra
"diazezadenn"-noun-bre "assise"-noun-fra
"diazezadur"-noun-bre "établissement"-noun-fra
"Diazezadur Foran a Genlabour Sevenadurel"-noun-bre "Etablissement Public de Collaboration Culturelle"-noun-fra
"diazad"-noun-bre "bassin"-noun-fra
"diazezlec’h"-noun-bre "base"-noun-fra
"diaz -titouroù"-noun-bre "base de données"-noun-fra
"dibab"-noun-bre "choix"-noun-fra
"dibab"-noun-bre "choix"-noun-fra
"dibab"-noun-bre "choix"-noun-fra
"dibaberezh"-noun-bre "choix"-noun-fra
"dibaberezh"-noun-bre "choix"-noun-fra
"dibaberezh"-noun-bre "choix"-noun-fra
"dibab pennadoù"-noun-bre "revue de presse"-noun-fra
"dibarder"-noun-bre "particularité"-noun-fra
"dibarzh"-noun-bre "option"-noun-fra
"dibenn"-noun-bre "fin"-noun-fra
"dibenn -pred"-noun-bre "dessert"-noun-fra
"dibenn -sizhun"-noun-bre "week-end"-noun-fra
"diboell"-noun-bre "folie"-noun-fra
"dibr"-noun-bre "selle"-noun-fra
"dibunadeg"-noun-bre "manifestation"-noun-fra
"dichekadenn"-noun-bre "défi"-noun-fra
"dic’hallusted"-noun-bre "impossibilité"-noun-fra
"dic’hoanag"-noun-bre "désespoir"-noun-fra
"didalvoudegezh"-noun-bre "inutilité"-noun-fra
"diduamant"-noun-bre "loisir"-noun-fra
"diduell"-noun-bre "amusement"-noun-fra
"diegi"-noun-bre "flemme"-noun-fra
"dielfennadenn"-noun-bre "analyse"-noun-fra
"dielfennadur"-noun-bre "analyse"-noun-fra
"diell"-noun-bre "archive"-noun-fra
"diellevr"-noun-bre "cartulaire"-noun-fra
"diempradur"-noun-bre "démembrement"-noun-fra
"dienez"-noun-bre "misère"-noun-fra
"dienn"-noun-bre "crème"-noun-fra
"dienn -skorn"-noun-bre "glace"-noun-fra
"dieubidigezh"-noun-bre "libération"-noun-fra
"difaziadenn"-noun-bre "correction"-noun-fra
"difazier"-noun-bre "correcteur"-noun-fra
"difenn"-noun-bre "défense"-noun-fra
"difenner"-noun-bre "défenseur"-noun-fra
"difenner"-noun-bre "défenseur"-noun-fra
"diferad"-noun-bre "arrêté"-noun-fra
"diferadenn"-noun-bre "disposition"-noun-fra
"diferadur"-noun-bre "disposition"-noun-fra
"diforc’h"-noun-bre "différence"-noun-fra
"diforc’h dasparzhañ"-noun-bre "différence de répartition"-noun-fra
"difrae"-noun-bre "formalité"-noun-fra
"diftongadur"-noun-bre "diphtongaison"-noun-fra
"diftongenn"-noun-bre "diphtongue"-noun-fra
"difuadur"-noun-bre "isolation"-noun-fra
"digasted"-noun-bre "insouciance"-noun-fra
"digarez"-noun-bre "excuse"-noun-fra
"digarez"-noun-bre "occasion"-noun-fra
"digemm"-noun-bre "invariabilité"-noun-fra
"digeriñ"-noun-bre "ouverture"-noun-fra
"digevatalded"-noun-bre "inégalité"-noun-fra
"digoll"-noun-bre "réparation"-noun-fra
"digor"-noun-bre "ouverture"-noun-fra
"digoradur"-noun-bre "ouverture"-noun-fra
"digor -kalon"-noun-bre "apéritif"-noun-fra
"digresk"-noun-bre "baisse"-noun-fra
"digresk"-noun-bre "diminution"-noun-fra
"digreskig"-noun-bre "petite baisse"-noun-fra
"dihued"-noun-bre "divertissement"-noun-fra
"dihuner"-noun-bre "réveil"-noun-fra
"dileizhenn"-noun-bre "solution"-noun-fra
"dilennad"-noun-bre "élu"-noun-fra
"dilennad"-noun-bre "élu"-noun-fra
"dilennadeg"-noun-bre "élection"-noun-fra
"dilennadeg -kêr"-noun-bre "élection municipale"-noun-fra
"dilennad -kêr"-noun-bre "élu municipal"-noun-fra
"dilennad -kêr"-noun-bre "élu municipal"-noun-fra
"dilennad -rannvro"-noun-bre "élu régional"-noun-fra
"dilennad -rannvro"-noun-bre "élu régional"-noun-fra
"dilerc’h"-noun-bre "reste"-noun-fra
"dilested"-noun-bre "authenticité"-noun-fra
"dilestradeg"-noun-bre "débarquement"-noun-fra
"dileuriad"-noun-bre "délégué"-noun-fra
"dileuriad"-noun-bre "délégué"-noun-fra
"dileuridigezh"-noun-bre "délégation"-noun-fra
"dilevenez"-noun-bre "malheur"-noun-fra
"dilez"-noun-bre "démission"-noun-fra
"dilhad"-noun-bre "vêtement"-noun-fra
"dilhad kouronkañ"-noun-bre "maillot de bain"-noun-fra
"dilhad labour"-noun-bre "vêtement de travail"-noun-fra
"dilojadeg"-noun-bre "déménagement"-noun-fra
"dimezell"-noun-bre "demoiselle"-noun-fra
"dimezellig"-noun-bre "petite demoiselle"-noun-fra
"dimeziñ"-noun-bre "mariage"-noun-fra
"dimeziñ rakdivizet"-noun-bre "mariage arrangé"-noun-fra
"dinosaor"-noun-bre "dinosaure"-noun-fra
"diñs"-noun-bre "dé"-noun-fra
"diogeladur"-noun-bre "assurance"-noun-fra
"dioksidenn"-noun-bre "dioxyde"-noun-fra
"diorren"-noun-bre "développement"-noun-fra
"diorroadenn"-noun-bre "développement"-noun-fra
"diorroadur"-noun-bre "développement"-noun-fra
"diorroer"-noun-bre "développeur"-noun-fra
"diorroer"-noun-bre "développeur"-noun-fra
"diorroidigezh"-noun-bre "développement"-noun-fra
"diouer"-noun-bre "manque"-noun-fra
"diougan"-noun-bre "prédiction"-noun-fra
"diougan"-noun-bre "pronostic"-noun-fra
"dipit"-noun-bre "déception"-noun-fra
"diplomat"-noun-bre "diplomate"-noun-fra
"diplom"-noun-bre "diplôme"-noun-fra
"diplom skol-veur"-noun-bre "diplôme universitaire"-noun-fra
"dir"-noun-bre "acier"-noun-fra
"direizhadenn"-noun-bre "exception"-noun-fra
"direizhder"-noun-bre "irrégularité"-noun-fra
"diri"-noun-bre "escalier"-noun-fra
"diribin"-noun-bre "pente"-noun-fra
"diri doubl"-noun-bre "double escalier"-noun-fra
"diroll"-noun-bre "désordre"-noun-fra
"dirouestl"-noun-bre "solution"-noun-fra
"disamm"-noun-bre "soulagement"-noun-fra
"diseblanted"-noun-bre "indifférence"-noun-fra
"disec’hadur"-noun-bre "drainage"-noun-fra
"disentidigezh"-noun-bre "désobéissance"-noun-fra
"disfiz"-noun-bre "méfiance"-noun-fra
"disglavier"-noun-bre "parapluie"-noun-fra
"disheñvelder"-noun-bre "différence"-noun-fra
"disheolier"-noun-bre "parasol"-noun-fra
"disivoud"-noun-bre "hérésie"-noun-fra
"disk"-noun-bre "disque"-noun-fra
"diskar"-noun-bre "déclin"-noun-fra
"diskar-amzer"-noun-bre "automne"-noun-fra
"diskarg"-noun-bre "décharge"-noun-fra
"diskaridigezh"-noun-bre "destruction"-noun-fra
"diskenn"-noun-bre "descente"-noun-fra
"diskibl"-noun-bre "disciple"-noun-fra
"diskibl"-noun-bre "disciple"-noun-fra
"diskibl"-noun-bre "disciple"-noun-fra
"diskiblezh"-noun-bre "discipline"-noun-fra
"disklêriadenn"-noun-bre "déclaration"-noun-fra
"disklêriadur"-noun-bre "déclaration"-noun-fra
"diskolegezh"-noun-bre "analphabétisme"-noun-fra
"diskolpadenn"-noun-bre "fragment"-noun-fra
"diskontadur"-noun-bre "soustraction"-noun-fra
"diskouezadeg"-noun-bre "exposition"-noun-fra
"diskouezadeg -pad"-noun-bre "exposition permanente"-noun-fra
"diskouezadur"-noun-bre "présentation"-noun-fra
"diskoulm"-noun-bre "solution"-noun-fra
"diskrivadenn"-noun-bre "description"-noun-fra
"diskrivadur"-noun-bre "description"-noun-fra
"diskuizh"-noun-bre "repos"-noun-fra
"diskuizh"-noun-bre "repos"-noun-fra
"diskuizh"-noun-bre "repos"-noun-fra
"diskuliadenn"-noun-bre "révélation"-noun-fra
"diskuliadur"-noun-bre "dénonciation"-noun-fra
"dislavar"-noun-bre "contradiction"-noun-fra
"dislonkadenn"-noun-bre "vomissement"-noun-fra
"dislonkadur"-noun-bre "vomi"-noun-fra
"dismantr"-noun-bre "ruine"-noun-fra
"dismantridigezh"-noun-bre "destruction"-noun-fra
"disoc’h"-noun-bre "résultat"-noun-fra
"disolvañs"-noun-bre "solution"-noun-fra
"dispac’her"-noun-bre "révolutionnaire"-noun-fra
